strain	sample	read_id	chr_end	copy	expected_element	expected_group	donor_element	donor_group	split_anchor_bp	split_telo_bp	split_total_bp	split_pct_from_anchor	program_assigned_yprime	program_status	program_source	program_mechanism	program_path	anchorHalf_vs_expected	anchorHalf_vs_donor	anchor_margin	teloHalf_vs_expected	teloHalf_vs_donor	telo_margin	pair_longest_homology_bp	pair_homology_identity	evidence	explanation	telo_side
6991	6991_day0_with_selection	SRR33298395.967435	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr14L-2,E-chr14L-4,E-chr14L-4,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > self[2]:E-chr14L-2 > self[4]:E-chr14L-4,E-chr14L-4,E-chr14L-4(circ x3.0 moderate)							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1150272	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr14L-2,E-chr14L-4,E-chr14L-4,E-chr14L-5	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > self[2]:E-chr14L-2 > self[4]:E-chr14L-4 > self[4-5]:E-chr14L-4,E-chr14L-5							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.607261	chr14L	1/5	chr14L-1	G10	chr16L-1	G8					E-chr16L-1,E-chr14L-2,E-chr14L-4,E-chr14L-4,E-chr14L-5	1st Y' Change	chr14L	tandem_amplification_same_end	chr16L[1]:E-chr16L-1 > self[2]:E-chr14L-2 > self[4]:E-chr14L-4 > self[4-5]:E-chr14L-4,E-chr14L-5							5721	99.93%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.25789	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-3,E-chr14L-5,E-chr14L-4,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[3]:E-chr4R-3 > self[5]:E-chr14L-5 > self[4]:E-chr14L-4 > self[4]:E-chr14L-4							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.880061	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr14L-2,E-chr14L-4,E-chr14L-4,E-chr14L-5	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > self[2]:E-chr14L-2 > self[4]:E-chr14L-4 > self[4-5]:E-chr14L-4,E-chr14L-5							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.798433	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-3,E-chr14L-4,E-chr14L-5,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[3]:E-chr4R-3 > self[4-5]:E-chr14L-4,E-chr14L-5,E-chr14L-4(circ x1.5 moderate | alt chr14L[4-5] + chr14L[4])							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.1759651	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-7,E-chr14L-5,E-chr14L-4,E-chr14L-5	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[7]:E-chr4R-7 > self[4-5]:E-chr14L-5,E-chr14L-4,E-chr14L-5(circ x1.5 moderate | alt chr14L[5] + chr14L[4-5])							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1610248	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-3,E-chr14L-5,E-chr14L-4,E-chr14L-5	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[3]:E-chr4R-3 > self[4-5]:E-chr14L-5,E-chr14L-4,E-chr14L-5(circ x1.5 moderate | alt chr14L[5] + chr14L[4-5])							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.610576	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr14L-2,E-chr14L-5,E-chr14L-5,E-chr14L-5	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > self[2]:E-chr14L-2 > self[5]:E-chr14L-5,E-chr14L-5,E-chr14L-5(circ x3.0 moderate)							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.1142253	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-3,E-chr14L-4,E-chr14L-4,E-chr14L-5	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[3]:E-chr4R-3 > self[4]:E-chr14L-4 > self[4-5]:E-chr14L-4,E-chr14L-5							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1485400	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-3,E-chr14L-4,E-chr14L-5,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[3]:E-chr4R-3 > self[4-5]:E-chr14L-4,E-chr14L-5,E-chr14L-4(circ x1.5 moderate | alt chr14L[4-5] + chr14L[4])							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1313016	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-7,E-chr14L-4,E-chr14L-4,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[7]:E-chr4R-7 > self[4]:E-chr14L-4,E-chr14L-4,E-chr14L-4(circ x3.0 moderate)							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.443198	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-7,E-chr14L-5,E-chr14L-5,E-chr14L-5	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[7]:E-chr4R-7 > self[5]:E-chr14L-5,E-chr14L-5,E-chr14L-5(circ x3.0 moderate)							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.476186	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-7,E-chr14L-5,E-chr14L-4,E-chr14L-5	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[7]:E-chr4R-7 > self[4-5]:E-chr14L-5,E-chr14L-4,E-chr14L-5(circ x1.5 moderate | alt chr14L[5] + chr14L[4-5])							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.637265	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-7,E-chr14L-4,E-chr14L-5,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[7]:E-chr4R-7 > self[4]:E-chr14L-4 > self[5]:E-chr14L-5 > self[4]:E-chr14L-4							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1307086	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr14L-2,E-chr14L-5,E-chr14L-5,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > self[2]:E-chr14L-2 > self[5]:E-chr14L-5 > self[5]:E-chr14L-5 > self[4]:E-chr14L-4							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.728075	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-3,E-chr14L-5,E-chr14L-5,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[3]:E-chr4R-3 > self[5]:E-chr14L-5 > self[5]:E-chr14L-5 > self[4]:E-chr14L-4							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.308740	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-3,E-chr14L-4,E-chr14L-5,E-chr14L-5	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[3]:E-chr4R-3 > self[4-5]:E-chr14L-4,E-chr14L-5 > self[5]:E-chr14L-5							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.331331	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-7,E-chr14L-5,E-chr14L-5,E-chr14L-5	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[7]:E-chr4R-7 > self[5]:E-chr14L-5,E-chr14L-5,E-chr14L-5(circ x3.0 moderate)							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.551995	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-3,E-chr14L-5,E-chr14L-4,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[3]:E-chr4R-3 > self[5]:E-chr14L-5 > self[4]:E-chr14L-4 > self[4]:E-chr14L-4							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.424223	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-7,E-chr14L-4,E-chr14L-4,E-chr14L-5	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[7]:E-chr4R-7 > self[4]:E-chr14L-4 > self[4-5]:E-chr14L-4,E-chr14L-5							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1170501	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-3,E-chr14L-5,E-chr14L-5,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[3]:E-chr4R-3 > self[5]:E-chr14L-5 > self[5]:E-chr14L-5 > self[4]:E-chr14L-4							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.776355	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-3,E-chr14L-4,E-chr14L-4,E-chr14L-5	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[3]:E-chr4R-3 > self[4]:E-chr14L-4 > self[4-5]:E-chr14L-4,E-chr14L-5							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.1224775	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-7,E-chr14L-4,E-chr14L-4,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[7]:E-chr4R-7 > self[4]:E-chr14L-4,E-chr14L-4,E-chr14L-4(circ x3.0 moderate)							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.316210	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-7,E-chr14L-4,E-chr14L-4,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[7]:E-chr4R-7 > self[4]:E-chr14L-4,E-chr14L-4,E-chr14L-4(circ x3.0 moderate)							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1126272	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-7,E-chr14L-4,E-chr14L-4,E-chr14L-5	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[7]:E-chr4R-7 > self[4]:E-chr14L-4 > self[4-5]:E-chr14L-4,E-chr14L-5							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.855063	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-3,E-chr14L-5,E-chr14L-4,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[3]:E-chr4R-3 > self[5]:E-chr14L-5 > self[4]:E-chr14L-4 > self[4]:E-chr14L-4							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1341080	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-3,E-chr14L-4,E-chr14L-4,E-chr14L-5	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[3]:E-chr4R-3 > self[4]:E-chr14L-4 > self[4-5]:E-chr14L-4,E-chr14L-5							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.1234752	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-3,E-chr14L-4,E-chr14L-4,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[3]:E-chr4R-3 > self[4]:E-chr14L-4,E-chr14L-4,E-chr14L-4(circ x3.0 moderate)							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.491324	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-7,E-chr14L-4,E-chr14L-5,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[7]:E-chr4R-7 > self[4-5]:E-chr14L-4,E-chr14L-5,E-chr14L-4(circ x1.5 moderate | alt chr14L[4-5] + chr14L[4])							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1748780	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-7,E-chr14L-4,E-chr14L-5,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[7]:E-chr4R-7 > self[4-5]:E-chr14L-4,E-chr14L-5,E-chr14L-4(circ x1.5 moderate | alt chr14L[4-5] + chr14L[4])							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1651301	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-3,E-chr14L-4,E-chr14L-4,E-chr14L-5	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[3]:E-chr4R-3 > self[4]:E-chr14L-4 > self[4-5]:E-chr14L-4,E-chr14L-5							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1734548	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-7,E-chr14L-4,E-chr14L-5,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[7]:E-chr4R-7 > self[4-5]:E-chr14L-4,E-chr14L-5,E-chr14L-4(circ x1.5 moderate | alt chr14L[4-5] + chr14L[4])							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.302182	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-7,E-chr14L-5,E-chr14L-4,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[7]:E-chr4R-7 > self[5]:E-chr14L-5 > self[4]:E-chr14L-4 > self[4]:E-chr14L-4							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.787630	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-3,E-chr14L-4,E-chr14L-4,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[3]:E-chr4R-3 > self[4]:E-chr14L-4,E-chr14L-4,E-chr14L-4(circ x3.0 moderate)							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.632644	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-3,E-chr14L-5,E-chr14L-5,E-chr14L-5	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[3]:E-chr4R-3 > self[5]:E-chr14L-5,E-chr14L-5,E-chr14L-5(circ x3.0 moderate)							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.1253500	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-3,E-chr14L-4,E-chr14L-4,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[3]:E-chr4R-3 > self[4]:E-chr14L-4,E-chr14L-4,E-chr14L-4(circ x3.0 moderate)							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1666601	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-7,E-chr14L-4,E-chr14L-5,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[7]:E-chr4R-7 > self[4-5]:E-chr14L-4,E-chr14L-5,E-chr14L-4(circ x1.5 moderate | alt chr14L[4-5] + chr14L[4])							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.96483	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr14L-2,E-chr14L-4,E-chr14L-4,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > self[2]:E-chr14L-2 > self[4]:E-chr14L-4,E-chr14L-4,E-chr14L-4(circ x3.0 moderate)							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.1769709	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-3,E-chr14L-5,E-chr14L-5,E-chr14L-5	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[3]:E-chr4R-3 > self[5]:E-chr14L-5,E-chr14L-5,E-chr14L-5(circ x3.0 moderate)							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1160969	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-7,E-chr14L-5,E-chr14L-5,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[7]:E-chr4R-7 > self[5]:E-chr14L-5 > self[5]:E-chr14L-5 > self[4]:E-chr14L-4							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1767319	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-7,E-chr14L-4,E-chr14L-5,E-chr14L-5	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[7]:E-chr4R-7 > self[4-5]:E-chr14L-4,E-chr14L-5 > self[5]:E-chr14L-5							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1411367	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-7,E-chr14L-4,E-chr14L-5,E-chr14L-5	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[7]:E-chr4R-7 > self[4-5]:E-chr14L-4,E-chr14L-5 > self[5]:E-chr14L-5							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1506260	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-7,E-chr14L-4,E-chr14L-4,E-chr14L-5	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[7]:E-chr4R-7 > self[4]:E-chr14L-4 > self[4-5]:E-chr14L-4,E-chr14L-5							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1320286	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-7,E-chr14L-4,E-chr14L-5,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[7]:E-chr4R-7 > self[4-5]:E-chr14L-4,E-chr14L-5,E-chr14L-4(circ x1.5 moderate | alt chr14L[4-5] + chr14L[4])							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.607367	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr14L-2,E-chr14L-5,E-chr14L-5,E-chr14L-5	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > self[2]:E-chr14L-2 > self[5]:E-chr14L-5,E-chr14L-5,E-chr14L-5(circ x3.0 moderate)							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.1748312	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-3,E-chr14L-5,E-chr14L-5,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[3]:E-chr4R-3 > self[5]:E-chr14L-5 > self[5]:E-chr14L-5 > self[4]:E-chr14L-4							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1406507	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr14L-2,E-chr14L-4,E-chr14L-5,E-chr14L-5	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > self[2]:E-chr14L-2 > self[4]:E-chr14L-4 > self[5]:E-chr14L-5 > self[5]:E-chr14L-5							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.920021	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-7,E-chr14L-5,E-chr14L-5,E-chr14L-5	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[7]:E-chr4R-7 > self[5]:E-chr14L-5,E-chr14L-5,E-chr14L-5(circ x3.0 moderate)							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.672131	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-3,E-chr14L-5,E-chr14L-5,E-chr14L-5	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[3]:E-chr4R-3 > self[5]:E-chr14L-5,E-chr14L-5,E-chr14L-5(circ x3.0 moderate)							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.1437730	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-7,E-chr14L-4,E-chr14L-5,E-chr14L-5	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[7]:E-chr4R-7 > self[4-5]:E-chr14L-4,E-chr14L-5 > self[5]:E-chr14L-5							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1658920	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-7,E-chr14L-5,E-chr14L-4,E-chr14L-5	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[7]:E-chr4R-7 > self[4-5]:E-chr14L-5,E-chr14L-4,E-chr14L-5(circ x1.5 moderate | alt chr14L[5] + chr14L[4-5])							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
