sample	chr_end	n	n_status_changed	n_source_changed	n_detected_changed	n_detected_a	n_detected_b	n_ambiguous_a	n_ambiguous_b	mean_dconf
7172_day5_with_selection	chr10L	97	0	2	0	10	10	4	2	0.002
7172_day5_with_selection	chr10R	131	0	3	0	12	12	0	0	-0.009
7172_day5_with_selection	chr11L	177	0	1	0	177	177	0	0	-0.0
7172_day5_with_selection	chr11R	158	0	4	0	20	20	0	0	-0.008
7172_day5_with_selection	chr12L	189	0	2	0	6	6	4	2	0.0
7172_day5_with_selection	chr12R	14	0	11	4	10	14	6	0	0.198
7172_day5_with_selection	chr13L	189	0	4	0	13	13	8	7	0.001
7172_day5_with_selection	chr13R	141	0	11	0	37	37	8	7	0.003
7172_day5_with_selection	chr14L	70	0	4	0	31	31	27	24	0.001
7172_day5_with_selection	chr14R	185	0	1	0	9	9	2	1	0.0
7172_day5_with_selection	chr15L	219	0	15	0	36	36	9	5	-0.015
7172_day5_with_selection	chr15R	117	0	9	0	17	17	4	1	0.001
7172_day5_with_selection	chr16L	100	0	0	0	99	99	98	98	0.0
7172_day5_with_selection	chr16R	202	0	5	0	13	13	11	8	0.001
7172_day5_with_selection	chr1L	130	0	16	0	42	42	20	10	-0.014
7172_day5_with_selection	chr1R	57	0	1	0	21	21	0	0	-0.01
7172_day5_with_selection	chr2L	160	0	0	0	24	24	12	12	0.002
7172_day5_with_selection	chr2R	165	0	3	0	29	29	0	0	-0.003
7172_day5_with_selection	chr3L	228	0	3	0	10	10	0	0	-0.006
7172_day5_with_selection	chr3R	263	0	2	0	17	17	0	0	-0.002
7172_day5_with_selection	chr4L	112	0	0	0	17	17	0	0	0.0
7172_day5_with_selection	chr4R	41	0	1	0	21	21	19	19	0.0
7172_day5_with_selection	chr5L	191	0	6	0	21	21	16	10	0.001
7172_day5_with_selection	chr5R	204	0	2	0	6	6	3	2	0.0
7172_day5_with_selection	chr6L	199	0	4	0	24	24	14	11	0.001
7172_day5_with_selection	chr6R	155	0	0	0	3	3	0	0	0.0
7172_day5_with_selection	chr7L	239	0	5	0	14	14	1	2	-0.013
7172_day5_with_selection	chr7R	158	0	4	0	20	20	4	3	0.0
7172_day5_with_selection	chr8L	181	0	2	0	7	7	6	4	0.0
7172_day5_with_selection	chr8R	61	0	1	0	3	3	0	0	0.001
7172_day5_with_selection	chr9L	133	0	2	0	7	7	3	1	0.001
7172_day5_with_selection	chr9R	181	0	2	0	17	17	0	0	-0.013
7172_day6_with_selection	chr10L	84	0	1	0	9	9	5	5	0.001
7172_day6_with_selection	chr10R	107	0	4	0	33	33	0	0	-0.01
7172_day6_with_selection	chr11L	133	0	11	0	133	133	0	0	0.016
7172_day6_with_selection	chr11R	125	0	2	0	45	45	0	0	-0.002
7172_day6_with_selection	chr12L	134	0	2	0	12	12	9	7	0.0
7172_day6_with_selection	chr12R	20	0	12	4	16	20	8	0	0.215
7172_day6_with_selection	chr13L	123	0	2	0	22	22	6	5	0.002
7172_day6_with_selection	chr13R	102	0	14	0	39	39	15	16	-0.003
7172_day6_with_selection	chr14L	44	0	1	0	28	28	18	17	0.001
7172_day6_with_selection	chr14R	133	0	3	0	21	21	11	10	-0.003
7172_day6_with_selection	chr15L	119	0	13	0	36	36	13	19	-0.065
7172_day6_with_selection	chr15R	72	0	1	0	11	11	1	0	0.0
7172_day6_with_selection	chr16L	88	0	3	0	87	87	82	81	0.0
7172_day6_with_selection	chr16R	101	0	1	0	16	16	9	8	0.001
7172_day6_with_selection	chr1L	141	0	9	0	54	54	5	5	-0.002
7172_day6_with_selection	chr1R	68	0	3	0	30	30	0	0	-0.042
7172_day6_with_selection	chr2L	137	0	1	0	22	22	13	12	0.001
7172_day6_with_selection	chr2R	129	0	2	0	29	29	0	1	-0.007
7172_day6_with_selection	chr3L	228	0	3	0	14	14	1	2	-0.008
7172_day6_with_selection	chr3R	215	0	5	0	31	31	0	0	-0.002
7172_day6_with_selection	chr4L	76	0	2	0	22	22	0	0	0.004
7172_day6_with_selection	chr4R	37	0	2	0	21	21	17	17	0.0
7172_day6_with_selection	chr5L	151	0	6	0	26	26	14	9	0.002
7172_day6_with_selection	chr5R	162	0	4	0	20	20	8	7	0.0
7172_day6_with_selection	chr6L	165	0	0	0	25	25	17	17	0.001
7172_day6_with_selection	chr6R	238	0	5	0	16	16	4	3	-0.004
7172_day6_with_selection	chr7L	147	0	5	0	10	10	2	3	-0.018
7172_day6_with_selection	chr7R	87	0	6	0	20	20	12	11	0.0
7172_day6_with_selection	chr8L	177	0	8	0	22	22	13	6	0.001
7172_day6_with_selection	chr8R	47	0	3	0	10	10	4	3	0.002
7172_day6_with_selection	chr9L	101	0	2	0	18	18	8	7	0.001
7172_day6_with_selection	chr9R	177	0	2	0	16	16	0	0	-0.005
7172_day9_with_selection	chr10L	49	0	2	0	21	21	7	7	0.004
7172_day9_with_selection	chr10R	57	0	13	0	43	43	0	0	-0.012
7172_day9_with_selection	chr11L	105	0	12	0	105	105	0	0	0.026
7172_day9_with_selection	chr11R	99	0	13	0	64	64	2	3	-0.025
7172_day9_with_selection	chr12L	97	0	4	0	31	31	20	16	0.001
7172_day9_with_selection	chr12R	5	0	3	0	5	5	1	0	0.228
7172_day9_with_selection	chr13L	58	0	4	0	27	27	9	8	-0.005
7172_day9_with_selection	chr13R	66	0	16	0	40	40	14	12	-0.008
7172_day9_with_selection	chr14L	28	0	3	0	27	27	18	15	0.003
7172_day9_with_selection	chr14R	75	0	6	0	49	49	28	27	-0.014
7172_day9_with_selection	chr15L	90	0	15	0	51	51	13	16	-0.087
7172_day9_with_selection	chr15R	31	0	7	0	14	14	1	0	0.001
7172_day9_with_selection	chr16L	45	0	1	0	44	44	39	39	0.001
7172_day9_with_selection	chr16R	69	0	9	0	31	31	19	11	-0.005
7172_day9_with_selection	chr1L	90	0	7	0	72	72	2	2	-0.004
7172_day9_with_selection	chr1R	46	0	3	0	29	29	0	0	-0.024
7172_day9_with_selection	chr2L	66	0	2	0	23	23	13	12	0.003
7172_day9_with_selection	chr2R	59	0	7	0	37	37	0	0	0.002
7172_day9_with_selection	chr3L	98	0	12	0	53	53	2	3	-0.037
7172_day9_with_selection	chr3R	106	0	11	0	62	62	6	7	-0.033
7172_day9_with_selection	chr4L	25	0	0	0	14	14	1	1	-0.009
7172_day9_with_selection	chr4R	29	0	0	0	28	28	25	25	0.0
7172_day9_with_selection	chr5L	82	0	14	0	39	39	24	10	0.006
7172_day9_with_selection	chr5R	84	0	9	0	38	38	7	6	0.0
7172_day9_with_selection	chr6L	68	0	1	0	33	33	19	19	0.003
7172_day9_with_selection	chr6R	115	0	27	0	72	72	16	6	-0.062
7172_day9_with_selection	chr7L	79	0	18	0	53	53	14	21	-0.118
7172_day9_with_selection	chr7R	35	0	8	0	19	19	4	4	0.0
7172_day9_with_selection	chr8L	119	0	15	0	49	49	30	16	0.007
7172_day9_with_selection	chr8R	31	0	4	0	12	12	2	0	0.005
7172_day9_with_selection	chr9L	54	0	0	0	27	27	3	3	-0.015
7172_day9_with_selection	chr9R	94	0	9	0	53	53	4	5	-0.049
7172_survivor_IT134	chr10L	23	0	2	0	18	18	4	4	0.003
7172_survivor_IT134	chr10R	31	0	3	0	29	29	0	0	-0.053
7172_survivor_IT134	chr11L	36	0	12	0	27	27	0	2	-0.11
7172_survivor_IT134	chr11R	23	0	5	0	23	23	2	2	-0.021
7172_survivor_IT134	chr12L	38	0	2	0	19	19	9	7	0.002
7172_survivor_IT134	chr12R	3	0	1	0	3	3	1	0	0.2
7172_survivor_IT134	chr13L	31	0	3	0	23	23	5	5	0.006
7172_survivor_IT134	chr13R	27	0	6	0	22	22	8	11	-0.107
7172_survivor_IT134	chr14L	26	0	6	0	25	25	17	12	0.006
7172_survivor_IT134	chr14R	37	0	3	0	36	36	17	14	0.006
7172_survivor_IT134	chr15L	24	0	8	0	24	24	4	5	-0.17
7172_survivor_IT134	chr15R	21	0	3	0	17	17	1	1	0.0
7172_survivor_IT134	chr16L	20	0	2	0	19	19	15	13	0.003
7172_survivor_IT134	chr16R	32	0	2	0	26	26	13	12	0.002
7172_survivor_IT134	chr1L	74	0	12	0	74	74	8	14	-0.08
7172_survivor_IT134	chr1R	45	0	8	0	41	41	0	2	-0.073
7172_survivor_IT134	chr2L	24	0	0	0	16	16	3	3	0.006
7172_survivor_IT134	chr2R	35	0	5	0	32	32	4	5	-0.111
7172_survivor_IT134	chr3L	58	0	13	0	54	54	2	4	-0.113
7172_survivor_IT134	chr3R	52	0	9	0	44	44	2	2	-0.075
7172_survivor_IT134	chr4L	15	0	3	0	15	15	0	0	0.028
7172_survivor_IT134	chr4R	25	0	0	0	25	25	24	24	0.0
7172_survivor_IT134	chr5L	41	0	1	0	36	36	23	22	0.001
7172_survivor_IT134	chr5R	29	0	3	0	17	17	5	5	0.0
7172_survivor_IT134	chr6L	26	0	0	0	26	26	0	0	0.0
7172_survivor_IT134	chr6R	69	0	14	0	44	44	10	11	-0.079
7172_survivor_IT134	chr7L	31	0	9	0	28	28	3	6	-0.157
7172_survivor_IT134	chr7R	29	0	5	0	18	18	3	3	0.0
7172_survivor_IT134	chr8L	52	0	5	0	41	41	19	14	0.004
7172_survivor_IT134	chr8R	12	0	0	0	7	7	1	1	0.0
7172_survivor_IT134	chr9L	33	0	1	0	24	24	11	10	0.003
7172_survivor_IT134	chr9R	31	0	4	0	30	30	2	4	-0.168
7172_survivor_IT135	chr10L	24	0	0	0	23	23	4	4	-0.028
7172_survivor_IT135	chr10R	71	0	9	0	24	24	2	2	-0.031
7172_survivor_IT135	chr11L	66	0	18	0	60	60	4	5	-0.088
7172_survivor_IT135	chr11R	43	0	19	0	41	41	1	6	-0.146
7172_survivor_IT135	chr12L	95	0	6	0	58	58	35	29	0.002
7172_survivor_IT135	chr12R	12	0	10	1	11	12	5	0	0.404
7172_survivor_IT135	chr13L	74	0	5	0	46	46	8	8	0.004
7172_survivor_IT135	chr13R	62	0	25	0	58	58	11	22	-0.137
7172_survivor_IT135	chr14L	42	0	7	0	39	39	18	11	0.005
7172_survivor_IT135	chr14R	33	0	0	0	31	31	15	15	0.004
7172_survivor_IT135	chr15L	51	0	18	0	51	51	13	21	-0.282
7172_survivor_IT135	chr15R	74	0	11	0	59	59	3	3	0.0
7172_survivor_IT135	chr16L	72	0	10	0	67	67	44	42	0.001
7172_survivor_IT135	chr16R	71	0	0	0	64	64	27	27	0.001
7172_survivor_IT135	chr1L	114	0	13	0	114	114	0	0	0.018
7172_survivor_IT135	chr1R	68	0	2	0	67	67	2	3	-0.037
7172_survivor_IT135	chr2L	94	0	8	0	68	68	15	15	0.006
7172_survivor_IT135	chr2R	72	0	9	0	71	71	6	6	0.009
7172_survivor_IT135	chr3L	179	0	12	0	173	173	5	11	-0.031
7172_survivor_IT135	chr3R	179	0	10	0	51	51	0	6	-0.035
7172_survivor_IT135	chr4L	95	0	2	0	95	95	0	0	-0.001
7172_survivor_IT135	chr4R	16	0	1	0	15	15	9	9	0.0
7172_survivor_IT135	chr5L	85	0	3	0	68	68	29	28	0.001
7172_survivor_IT135	chr5R	61	0	3	0	53	53	19	19	0.0
7172_survivor_IT135	chr6L	91	0	0	0	91	91	0	0	0.0
7172_survivor_IT135	chr6R	149	0	25	0	124	124	33	36	-0.112
7172_survivor_IT135	chr7L	37	0	26	0	37	37	5	21	-0.348
7172_survivor_IT135	chr7R	71	0	8	0	47	47	16	16	0.0
7172_survivor_IT135	chr8L	97	0	0	0	70	70	38	38	-0.006
7172_survivor_IT135	chr8R	37	0	0	0	23	23	4	4	0.004
7172_survivor_IT135	chr9L	56	0	3	0	34	34	2	2	0.006
7172_survivor_IT135	chr9R	67	0	20	0	67	67	1	3	0.059
7172_survivor_IT139	chr10L	21	0	0	0	21	21	6	6	0.0
7172_survivor_IT139	chr10R	47	0	0	0	40	40	0	0	0.0
7172_survivor_IT139	chr11L	76	0	17	0	73	73	8	8	-0.024
7172_survivor_IT139	chr11R	55	0	3	0	52	52	1	1	0.022
7172_survivor_IT139	chr12L	76	0	4	0	47	47	31	27	0.002
7172_survivor_IT139	chr12R	10	0	9	3	7	10	4	0	0.342
7172_survivor_IT139	chr13L	71	0	4	0	44	44	10	10	0.006
7172_survivor_IT139	chr13R	40	0	6	0	37	37	18	18	-0.04
7172_survivor_IT139	chr14L	70	0	11	0	70	70	55	44	0.005
7172_survivor_IT139	chr14R	66	0	2	0	53	53	20	21	-0.005
7172_survivor_IT139	chr15L	70	0	24	0	67	67	19	31	-0.185
7172_survivor_IT139	chr15R	35	0	8	0	19	19	1	0	0.001
7172_survivor_IT139	chr16L	41	0	6	0	35	35	23	19	0.003
7172_survivor_IT139	chr16R	63	0	0	0	49	49	17	17	0.001
7172_survivor_IT139	chr1L	71	0	7	0	53	53	25	32	-0.103
7172_survivor_IT139	chr1R	29	0	1	0	29	29	2	2	-0.02
7172_survivor_IT139	chr2L	46	0	4	0	38	38	12	12	0.008
7172_survivor_IT139	chr2R	52	0	7	0	50	50	0	0	-0.04
7172_survivor_IT139	chr3L	77	0	5	0	70	70	11	11	-0.092
7172_survivor_IT139	chr3R	45	0	8	0	45	45	0	0	0.046
7172_survivor_IT139	chr4L	46	0	4	0	38	38	0	0	-0.055
7172_survivor_IT139	chr4R	11	0	2	0	11	11	8	8	0.0
7172_survivor_IT139	chr5L	81	0	8	0	58	58	29	23	0.003
7172_survivor_IT139	chr5R	86	0	12	0	41	41	13	12	0.0
7172_survivor_IT139	chr6L	56	0	0	0	56	56	0	0	0.0
7172_survivor_IT139	chr6R	89	0	17	0	69	69	11	16	-0.12
7172_survivor_IT139	chr7L	236	0	2	0	6	6	4	4	-0.003
7172_survivor_IT139	chr7R	48	0	14	0	40	40	13	13	0.0
7172_survivor_IT139	chr8L	94	0	4	0	63	63	35	31	0.002
7172_survivor_IT139	chr8R	20	0	0	0	15	15	0	0	0.012
7172_survivor_IT139	chr9L	30	0	1	0	30	30	12	12	-0.021
7172_survivor_IT139	chr9R	71	0	7	0	54	54	5	6	-0.075
7172_survivor_IT140	chr10L	71	0	1	0	71	71	49	49	-0.003
7172_survivor_IT140	chr10R	145	0	9	0	143	143	5	5	-0.018
7172_survivor_IT140	chr11L	151	0	47	0	150	150	15	22	-0.004
7172_survivor_IT140	chr11R	138	0	22	0	115	115	16	22	-0.063
7172_survivor_IT140	chr12L	146	0	10	0	106	106	75	65	0.002
7172_survivor_IT140	chr12R	35	0	25	1	34	35	10	0	0.34
7172_survivor_IT140	chr13L	176	0	21	0	126	126	63	60	0.003
7172_survivor_IT140	chr13R	135	0	23	0	67	67	21	22	-0.026
7172_survivor_IT140	chr14L	85	0	9	0	85	85	48	39	0.003
7172_survivor_IT140	chr14R	130	0	16	0	111	111	51	47	-0.005
7172_survivor_IT140	chr15L	173	0	64	0	172	172	20	35	-0.15
7172_survivor_IT140	chr15R	90	0	14	0	79	79	9	7	0.001
7172_survivor_IT140	chr16L	44	0	0	0	44	44	31	31	0.0
7172_survivor_IT140	chr16R	200	0	4	0	78	78	39	38	0.002
7172_survivor_IT140	chr1L	142	0	33	0	117	117	38	53	-0.101
7172_survivor_IT140	chr1R	81	0	5	0	81	81	1	1	-0.022
7172_survivor_IT140	chr2L	137	0	0	0	137	137	18	18	0.0
7172_survivor_IT140	chr2R	155	0	22	0	155	155	6	8	-0.063
7172_survivor_IT140	chr3L	74	0	16	0	68	68	15	25	-0.347
7172_survivor_IT140	chr3R	165	0	28	0	164	164	10	14	-0.001
7172_survivor_IT140	chr4L	70	0	7	0	70	70	0	0	0.018
7172_survivor_IT140	chr4R	46	0	2	0	44	44	23	23	0.0
7172_survivor_IT140	chr5L	247	0	27	0	157	157	93	81	0.004
7172_survivor_IT140	chr5R	227	0	29	0	86	86	42	39	0.0
7172_survivor_IT140	chr6L	205	0	0	0	205	205	0	0	0.0
7172_survivor_IT140	chr6R	263	0	62	0	256	256	82	113	-0.163
7172_survivor_IT140	chr7L	159	0	72	0	159	159	58	112	-0.342
7172_survivor_IT140	chr7R	76	0	0	0	76	76	0	0	-0.015
7172_survivor_IT140	chr8L	175	0	35	0	143	143	101	67	0.006
7172_survivor_IT140	chr8R	99	0	12	0	52	52	14	11	0.005
7172_survivor_IT140	chr9L	110	0	9	0	85	85	20	18	0.002
7172_survivor_IT140	chr9R	181	0	27	0	179	179	28	32	-0.09
7172_survivor_IT150	chr10L	119	0	9	0	94	94	30	28	0.006
7172_survivor_IT150	chr10R	102	0	17	0	85	85	1	2	-0.029
7172_survivor_IT150	chr11L	156	0	21	0	116	116	16	21	-0.057
7172_survivor_IT150	chr11R	160	0	10	0	135	135	4	6	-0.05
7172_survivor_IT150	chr12L	126	0	8	0	71	71	42	36	-0.001
7172_survivor_IT150	chr12R	44	0	34	2	42	44	25	0	0.418
7172_survivor_IT150	chr13L	119	0	15	0	74	74	29	29	0.007
7172_survivor_IT150	chr13R	122	0	34	0	112	112	48	42	-0.055
7172_survivor_IT150	chr14L	86	0	12	0	86	86	66	54	0.004
7172_survivor_IT150	chr14R	108	0	4	0	106	106	42	40	0.002
7172_survivor_IT150	chr15L	133	0	39	0	114	114	22	42	-0.191
7172_survivor_IT150	chr15R	96	0	12	0	50	50	0	0	0.0
7172_survivor_IT150	chr16L	85	0	5	0	74	74	59	57	0.001
7172_survivor_IT150	chr16R	116	0	3	0	91	91	40	40	0.0
7172_survivor_IT150	chr1L	220	0	49	0	207	207	77	69	-0.07
7172_survivor_IT150	chr1R	110	0	3	0	110	110	1	1	0.004
7172_survivor_IT150	chr2L	130	0	9	0	97	97	30	30	0.006
7172_survivor_IT150	chr2R	140	0	20	0	130	130	9	14	-0.057
7172_survivor_IT150	chr3L	221	0	15	0	161	161	8	10	-0.047
7172_survivor_IT150	chr3R	210	0	29	0	203	203	0	0	0.011
7172_survivor_IT150	chr4L	56	0	4	0	55	55	0	1	-0.009
7172_survivor_IT150	chr4R	78	0	0	0	74	74	68	68	0.0
7172_survivor_IT150	chr5L	141	0	39	0	136	136	60	21	0.009
7172_survivor_IT150	chr5R	195	0	47	0	131	131	56	39	0.003
7172_survivor_IT150	chr6L	104	0	0	0	104	104	1	1	0.0
7172_survivor_IT150	chr6R	219	0	2	0	19	19	6	5	-0.011
7172_survivor_IT150	chr7L	116	0	40	0	110	110	30	40	-0.185
7172_survivor_IT150	chr7R	99	0	14	0	56	56	17	17	0.0
7172_survivor_IT150	chr8L	191	0	55	0	165	165	118	64	0.009
7172_survivor_IT150	chr8R	75	0	1	0	48	48	5	5	0.005
7172_survivor_IT150	chr9L	160	0	4	0	102	102	25	23	0.003
7172_survivor_IT150	chr9R	170	0	21	0	148	148	15	19	-0.065
7172_survivor_IT152	chr10L	105	0	4	0	61	61	12	11	0.003
7172_survivor_IT152	chr10R	101	0	12	0	101	101	5	6	0.002
7172_survivor_IT152	chr11L	119	0	29	0	102	102	2	2	0.046
7172_survivor_IT152	chr11R	103	0	14	0	90	90	11	14	-0.039
7172_survivor_IT152	chr12L	83	0	10	0	54	54	36	26	0.004
7172_survivor_IT152	chr12R	22	0	13	3	19	22	5	0	0.259
7172_survivor_IT152	chr13L	100	0	16	0	69	69	32	32	0.005
7172_survivor_IT152	chr13R	124	0	29	0	121	121	49	51	-0.043
7172_survivor_IT152	chr14L	69	0	24	0	69	69	54	30	0.01
7172_survivor_IT152	chr14R	115	0	12	0	86	86	37	32	0.004
7172_survivor_IT152	chr15L	74	0	27	0	70	70	32	50	-0.235
7172_survivor_IT152	chr15R	77	0	13	0	42	42	2	1	0.0
7172_survivor_IT152	chr16L	79	0	3	0	76	76	53	53	0.0
7172_survivor_IT152	chr16R	103	0	5	0	94	94	41	39	0.002
7172_survivor_IT152	chr1L	188	0	53	0	185	185	37	33	-0.041
7172_survivor_IT152	chr1R	117	0	3	0	114	114	0	0	-0.001
7172_survivor_IT152	chr2L	116	0	24	0	103	103	40	40	0.01
7172_survivor_IT152	chr2R	99	0	21	0	93	93	18	20	-0.054
7172_survivor_IT152	chr3L	186	0	17	0	146	146	21	25	-0.031
7172_survivor_IT152	chr3R	140	0	19	0	128	128	35	38	-0.04
7172_survivor_IT152	chr4L	48	0	5	0	48	48	0	0	0.01
7172_survivor_IT152	chr4R	51	0	1	0	51	51	43	42	0.001
7172_survivor_IT152	chr5L	142	0	19	0	125	125	44	29	0.004
7172_survivor_IT152	chr5R	152	0	27	0	106	106	44	41	0.001
7172_survivor_IT152	chr6L	100	0	0	0	100	100	0	0	0.0
7172_survivor_IT152	chr6R	142	0	10	0	60	60	8	11	-0.044
7172_survivor_IT152	chr7L	63	0	15	0	53	53	26	31	-0.081
7172_survivor_IT152	chr7R	63	0	11	0	42	42	12	9	0.002
7172_survivor_IT152	chr8L	126	0	1	0	119	119	59	58	0.001
7172_survivor_IT152	chr8R	56	0	10	0	50	50	8	7	0.007
7172_survivor_IT152	chr9L	116	0	24	0	84	84	14	11	0.004
7172_survivor_IT152	chr9R	160	0	24	0	147	147	19	25	-0.074
7172_survivor_IT154	chr10L	117	0	5	0	66	66	13	13	0.003
7172_survivor_IT154	chr10R	130	0	21	0	128	128	5	6	-0.037
7172_survivor_IT154	chr11L	159	0	35	0	151	151	18	24	-0.098
7172_survivor_IT154	chr11R	127	0	11	0	116	116	16	18	-0.02
7172_survivor_IT154	chr12L	160	0	16	0	71	71	47	31	0.003
7172_survivor_IT154	chr12R	9	0	9	0	9	9	5	0	0.523
7172_survivor_IT154	chr13L	174	0	11	0	92	92	29	29	0.001
7172_survivor_IT154	chr13R	113	0	42	0	98	98	33	35	-0.068
7172_survivor_IT154	chr14L	81	0	20	0	81	81	60	40	0.007
7172_survivor_IT154	chr14R	93	0	2	0	82	82	13	13	0.004
7172_survivor_IT154	chr15L	28	0	13	0	22	22	2	4	-0.094
7172_survivor_IT154	chr15R	95	0	16	0	50	50	2	1	0.0
7172_survivor_IT154	chr16L	69	0	4	0	58	58	44	40	0.002
7172_survivor_IT154	chr16R	170	0	8	0	111	111	63	62	0.003
7172_survivor_IT154	chr1L	194	0	37	0	187	187	32	24	-0.036
7172_survivor_IT154	chr1R	117	0	12	0	115	115	3	4	-0.028
7172_survivor_IT154	chr2L	123	0	16	0	81	81	26	26	0.006
7172_survivor_IT154	chr2R	138	0	23	0	129	129	7	7	-0.05
7172_survivor_IT154	chr3L	207	0	23	0	201	201	3	5	-0.033
7172_survivor_IT154	chr3R	144	0	17	0	137	137	5	5	0.009
7172_survivor_IT154	chr4L	57	0	7	0	56	56	0	0	0.02
7172_survivor_IT154	chr4R	39	0	1	0	38	38	35	35	0.0
7172_survivor_IT154	chr5L	196	0	26	1	130	129	61	48	0.005
7172_survivor_IT154	chr5R	193	0	31	0	140	140	86	82	0.001
7172_survivor_IT154	chr6L	124	0	0	0	124	124	1	1	0.0
7172_survivor_IT154	chr6R	145	0	10	0	37	37	12	11	-0.042
7172_survivor_IT154	chr7L	120	0	37	0	106	106	30	44	-0.107
7172_survivor_IT154	chr7R	69	0	11	0	57	57	15	14	0.001
7172_survivor_IT154	chr8L	229	0	25	0	155	155	95	70	0.003
7172_survivor_IT154	chr8R	73	0	7	0	47	47	9	4	0.005
7172_survivor_IT154	chr9L	125	0	10	0	87	87	15	15	0.003
7172_survivor_IT154	chr9R	168	0	22	0	158	158	13	13	-0.039
7172_survivor_IT155	chr10L	178	0	9	0	90	90	17	15	0.004
7172_survivor_IT155	chr10R	177	0	19	0	169	169	9	11	-0.017
7172_survivor_IT155	chr11L	295	0	62	0	231	231	43	53	-0.049
7172_survivor_IT155	chr11R	264	0	29	0	230	230	24	28	-0.035
7172_survivor_IT155	chr12L	315	0	26	0	162	162	117	91	0.003
7172_survivor_IT155	chr12R	40	0	26	0	40	40	24	0	0.351
7172_survivor_IT155	chr13L	166	0	12	0	112	112	54	51	0.002
7172_survivor_IT155	chr13R	282	0	75	0	235	235	83	87	-0.05
7172_survivor_IT155	chr14L	307	0	22	0	307	307	282	260	0.002
7172_survivor_IT155	chr14R	309	0	65	0	294	294	190	135	0.004
7172_survivor_IT155	chr15L	284	0	95	0	259	259	72	100	-0.201
7172_survivor_IT155	chr15R	195	0	22	0	80	80	4	1	0.0
7172_survivor_IT155	chr16L	127	0	12	0	120	120	98	87	0.003
7172_survivor_IT155	chr16R	316	0	46	0	213	213	112	106	0.005
7172_survivor_IT155	chr1L	252	0	48	0	233	233	66	49	-0.027
7172_survivor_IT155	chr1R	93	0	6	0	90	90	0	0	-0.01
7172_survivor_IT155	chr2L	236	0	10	0	165	165	90	89	0.005
7172_survivor_IT155	chr2R	246	0	30	0	209	209	25	28	-0.02
7172_survivor_IT155	chr3L	331	0	41	0	239	239	21	23	-0.021
7172_survivor_IT155	chr3R	246	0	40	0	223	223	31	35	-0.029
7172_survivor_IT155	chr4L	102	0	6	0	97	97	4	4	-0.017
7172_survivor_IT155	chr4R	64	0	5	0	61	61	43	42	0.0
7172_survivor_IT155	chr5L	294	0	20	0	208	208	124	105	0.003
7172_survivor_IT155	chr5R	315	0	53	0	190	190	83	73	0.001
7172_survivor_IT155	chr6L	232	0	0	0	232	232	0	0	0.0
7172_survivor_IT155	chr6R	263	0	27	0	88	88	20	29	-0.047
7172_survivor_IT155	chr7L	251	0	87	0	211	211	59	90	-0.132
7172_survivor_IT155	chr7R	192	0	34	0	133	133	39	38	0.0
7172_survivor_IT155	chr8L	322	0	11	0	276	276	56	45	0.003
7172_survivor_IT155	chr8R	79	0	12	0	58	58	10	5	0.008
7172_survivor_IT155	chr9L	175	0	14	0	129	129	22	22	0.002
7172_survivor_IT155	chr9R	270	0	35	0	224	224	23	24	-0.038
7302_day0_with_selection	chr10L	359	0	1	0	1	1	1	0	0.0
7302_day0_with_selection	chr10R	395	0	0	0	5	5	0	0	0.0
7302_day0_with_selection	chr11L	436	0	0	0	0	0	0	0	0.0
7302_day0_with_selection	chr11R	519	0	1	0	7	7	0	0	-0.001
7302_day0_with_selection	chr12L	513	0	0	0	2	2	0	0	0.0
7302_day0_with_selection	chr12R	123	0	0	0	9	9	8	8	0.0
7302_day0_with_selection	chr13L	292	0	2	0	15	15	12	12	0.0
7302_day0_with_selection	chr13R	432	0	4	0	11	11	4	5	-0.003
7302_day0_with_selection	chr14L	133	0	1	0	14	14	13	13	0.0
7302_day0_with_selection	chr14R	536	0	0	0	3	3	3	3	0.0
7302_day0_with_selection	chr15L	533	0	0	0	0	0	0	0	0.0
7302_day0_with_selection	chr15R	363	0	2	0	3	3	1	0	0.0
7302_day0_with_selection	chr16L	349	0	1	0	1	1	0	0	0.0
7302_day0_with_selection	chr16R	590	0	1	0	1	1	1	0	0.0
7302_day0_with_selection	chr1L	428	0	0	0	1	1	0	0	0.0
7302_day0_with_selection	chr1R	213	0	0	0	4	4	0	0	0.0
7302_day0_with_selection	chr2L	424	0	0	0	2	2	2	2	0.0
7302_day0_with_selection	chr2R	507	0	1	0	3	3	0	0	-0.001
7302_day0_with_selection	chr3L	627	0	0	0	0	0	0	0	0.0
7302_day0_with_selection	chr3R	628	0	1	0	3	3	0	0	-0.001
7302_day0_with_selection	chr4L	273	0	0	0	3	3	0	0	0.0
7302_day0_with_selection	chr4R	113	0	1	0	13	13	12	12	0.0
7302_day0_with_selection	chr5L	609	0	0	0	0	0	0	0	0.0
7302_day0_with_selection	chr5R	582	0	2	0	6	6	3	1	0.0
7302_day0_with_selection	chr6L	595	0	2	0	27	27	19	18	0.0
7302_day0_with_selection	chr6R	817	0	0	0	2	2	0	0	0.0
7302_day0_with_selection	chr7L	557	0	0	0	0	0	0	0	0.0
7302_day0_with_selection	chr7R	418	0	0	0	2	2	0	0	0.0
7302_day0_with_selection	chr8L	600	0	0	0	2	2	0	0	0.0
7302_day0_with_selection	chr8R	228	0	1	0	2	2	2	1	0.0
