sample	strain	chr_end	read_id	copy_index	n_copies	true_element	matched_element	matched_end	yp_start	yp_end	read_length	telo_side	true_len	matched_len
6991_day0_with_selection	6991	chr14L	SRR33298395.1352573	1	5	E-chr14L-1	E-chr7R-1	chr7R	218	30636	45940	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1112954	1	5	E-chr14L-1	E-chr7R-1	chr7R	173	30628	45946	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.68112	1	5	E-chr14L-1	E-chr7R-1	chr7R	175	30607	45952	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.610353	1	5	E-chr14L-1	E-chr7R-1	chr7R	192	30622	43950	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.164880	1	5	E-chr14L-1	E-chr7R-1	chr7R	196	30604	45939	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1808529	1	5	E-chr14L-1	E-chr7R-1	chr7R	222	30625	45935	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.98478	1	5	E-chr14L-1	E-chr7R-1	chr7R	206	30605	45944	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.814052	1	5	E-chr14L-1	E-chr7R-1	chr7R	175	30647	45928	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1352494	1	5	E-chr14L-1	E-chr7R-1	chr7R	188	30619	45936	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.820222	1	5	E-chr14L-1	E-chr7R-1	chr7R	15334	45736	45944	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.200567	1	5	E-chr14L-1	E-chr7R-1	chr7R	15336	45763	45942	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.668719	1	5	E-chr14L-1	E-chr7R-1	chr7R	207	30610	45945	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1069798	1	5	E-chr14L-1	E-chr7R-1	chr7R	15363	45727	45943	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.7053	1	5	E-chr14L-1	E-chr7R-1	chr7R	174	30603	45950	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.358902	1	5	E-chr14L-1	E-chr7R-1	chr7R	231	30666	45932	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.287202	1	5	E-chr14L-1	E-chr7R-1	chr7R	204	30619	45941	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1714684	1	5	E-chr14L-1	E-chr7R-1	chr7R	158	30603	45922	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1581631	1	5	E-chr14L-1	E-chr7R-1	chr7R	15331	45772	45932	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.159025	1	5	E-chr14L-1	E-chr7R-1	chr7R	14875	45233	45492	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.465043	1	5	E-chr14L-1	E-chr7R-1	chr7R	169	30596	45928	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1159002	1	5	E-chr14L-1	E-chr7R-1	chr7R	145	30603	45934	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.278135	1	5	E-chr14L-1	E-chr7R-1	chr7R	213	30602	45934	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.380551	1	5	E-chr14L-1	E-chr7R-1	chr7R	15313	45745	45927	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1252712	1	5	E-chr14L-1	E-chr7R-1	chr7R	149	30576	45959	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.746766	1	5	E-chr14L-1	E-chr7R-1	chr7R	15324	45705	45932	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1112420	1	5	E-chr14L-1	E-chr7R-1	chr7R	178	30622	45923	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1428727	1	5	E-chr14L-1	E-chr7R-1	chr7R	263	30626	45928	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1180940	1	5	E-chr14L-1	E-chr7R-1	chr7R	172	30590	45848	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.683264	1	5	E-chr14L-1	E-chr7R-1	chr7R	192	30610	45925	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.872612	1	5	E-chr14L-1	E-chr7R-1	chr7R	178	30611	43571	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1464148	1	5	E-chr14L-1	E-chr7R-1	chr7R	181	30614	45920	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.892421	1	5	E-chr14L-1	E-chr7R-1	chr7R	15333	45770	45928	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.599420	1	5	E-chr14L-1	E-chr7R-1	chr7R	15333	45743	45929	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.302464	1	5	E-chr14L-1	E-chr7R-1	chr7R	189	30627	45924	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.736721	1	5	E-chr14L-1	E-chr7R-1	chr7R	232	30621	43533	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1559042	1	5	E-chr14L-1	E-chr7R-1	chr7R	205	30624	45929	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.281002	1	5	E-chr14L-1	E-chr7R-1	chr7R	14818	45254	45407	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1644031	1	5	E-chr14L-1	E-chr7R-1	chr7R	15326	45690	45928	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.388440	1	5	E-chr14L-1	E-chr7R-1	chr7R	15323	45692	45924	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.399037	1	5	E-chr14L-1	E-chr7R-1	chr7R	15314	45767	45930	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1379808	1	5	E-chr14L-1	E-chr7R-1	chr7R	15318	45732	45928	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1297934	1	5	E-chr14L-1	E-chr7R-1	chr7R	15335	45721	45917	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1845659	1	5	E-chr14L-1	E-chr7R-1	chr7R	148	30607	45915	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.172780	1	5	E-chr14L-1	E-chr7R-1	chr7R	15307	45738	45925	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1581459	1	5	E-chr14L-1	E-chr7R-1	chr7R	146	30582	45929	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.198280	1	5	E-chr14L-1	E-chr7R-1	chr7R	15322	45749	45914	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1038524	1	5	E-chr14L-1	E-chr7R-1	chr7R	164	30599	45897	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.458193	1	5	E-chr14L-1	E-chr7R-1	chr7R	229	30601	45919	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.797200	1	5	E-chr14L-1	E-chr7R-1	chr7R	192	30631	45916	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.211670	1	5	E-chr14L-1	E-chr7R-1	chr7R	165	30594	45910	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1163660	1	5	E-chr14L-1	E-chr7R-1	chr7R	189	30610	45911	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1096070	1	5	E-chr14L-1	E-chr7R-1	chr7R	160	30592	45917	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.631218	1	5	E-chr14L-1	E-chr7R-1	chr7R	182	30588	45928	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.605133	1	5	E-chr14L-1	E-chr7R-1	chr7R	162	30622	45920	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1708465	1	5	E-chr14L-1	E-chr7R-1	chr7R	189	30589	45920	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1069575	1	5	E-chr14L-1	E-chr7R-1	chr7R	152	30596	45917	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.562725	1	5	E-chr14L-1	E-chr7R-1	chr7R	15318	45740	45900	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.907250	1	5	E-chr14L-1	E-chr7R-1	chr7R	171	30590	45899	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.245283	1	5	E-chr14L-1	E-chr16L-1	chr16L	15321	45726	45908	end	5720	6653
6991_day0_with_selection	6991	chr14L	SRR33298395.1005653	1	5	E-chr14L-1	E-chr7R-1	chr7R	122	30585	43537	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.545956	1	5	E-chr14L-1	E-chr7R-1	chr7R	15330	45758	45913	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1059321	1	5	E-chr14L-1	E-chr7R-1	chr7R	153	30580	45906	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.845055	1	5	E-chr14L-1	E-chr7R-1	chr7R	164	30605	45888	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.325156	1	5	E-chr14L-1	E-chr7R-1	chr7R	144	30575	45911	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1048730	1	5	E-chr14L-1	E-chr7R-1	chr7R	151	30590	45885	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1700922	1	5	E-chr14L-1	E-chr7R-1	chr7R	15340	45762	45911	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1270719	1	5	E-chr14L-1	E-chr7R-1	chr7R	142	30587	45892	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1540771	1	5	E-chr14L-1	E-chr7R-1	chr7R	208	30581	45910	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1484869	1	5	E-chr14L-1	E-chr7R-1	chr7R	15324	45760	45909	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1083591	1	5	E-chr14L-1	E-chr7R-1	chr7R	15345	45778	45908	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.336083	1	5	E-chr14L-1	E-chr7R-1	chr7R	163	30584	45902	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.690824	1	5	E-chr14L-1	E-chr7R-1	chr7R	159	30588	45908	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1139569	1	5	E-chr14L-1	E-chr7R-1	chr7R	15347	45726	45904	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.373974	1	5	E-chr14L-1	E-chr7R-1	chr7R	184	30594	45880	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.48510	1	5	E-chr14L-1	E-chr7R-1	chr7R	15331	45738	45906	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.99775	1	5	E-chr14L-1	E-chr7R-1	chr7R	15338	45736	45898	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.30112	1	5	E-chr14L-1	E-chr7R-1	chr7R	260	30653	45926	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.596845	1	5	E-chr14L-1	E-chr7R-1	chr7R	159	30592	45888	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1612278	1	5	E-chr14L-1	E-chr7R-1	chr7R	162	30596	45895	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.580974	1	5	E-chr14L-1	E-chr7R-1	chr7R	145	30560	45898	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.523723	1	5	E-chr14L-1	E-chr7R-1	chr7R	176	30604	45893	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1567744	1	5	E-chr14L-1	E-chr7R-1	chr7R	107	30560	45884	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.778210	1	5	E-chr14L-1	E-chr7R-1	chr7R	156	30594	45893	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.632403	1	5	E-chr14L-1	E-chr7R-1	chr7R	15337	45749	45904	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1039941	1	5	E-chr14L-1	E-chr7R-1	chr7R	119	30557	45888	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.905113	1	5	E-chr14L-1	E-chr7R-1	chr7R	15326	45766	45898	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1808203	1	5	E-chr14L-1	E-chr7R-1	chr7R	193	30590	45892	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.417888	1	5	E-chr14L-1	E-chr7R-1	chr7R	175	30568	45887	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1760648	1	5	E-chr14L-1	E-chr7R-1	chr7R	15305	45679	45879	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.474762	1	5	E-chr14L-1	E-chr7R-1	chr7R	177	30572	45888	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.400686	1	5	E-chr14L-1	E-chr7R-1	chr7R	172	30582	45869	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1420829	1	5	E-chr14L-1	E-chr7R-1	chr7R	215	30579	45897	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1415311	1	5	E-chr14L-1	E-chr7R-1	chr7R	15322	45750	45890	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1568590	1	5	E-chr14L-1	E-chr7R-1	chr7R	131	30538	45878	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.39802	1	5	E-chr14L-1	E-chr7R-1	chr7R	118	30564	45869	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.47580	1	5	E-chr14L-1	E-chr7R-1	chr7R	132	30566	45893	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.523724	1	5	E-chr14L-1	E-chr7R-1	chr7R	15295	45732	45886	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1626285	1	5	E-chr14L-1	E-chr7R-1	chr7R	176	30553	45866	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1468038	1	5	E-chr14L-1	E-chr7R-1	chr7R	15331	45737	45883	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1376502	1	5	E-chr14L-1	E-chr7R-1	chr7R	141	30557	45890	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.580770	1	5	E-chr14L-1	E-chr7R-1	chr7R	15313	45719	45883	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1180675	1	5	E-chr14L-1	E-chr7R-1	chr7R	15340	45756	45893	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1787711	1	5	E-chr14L-1	E-chr7R-1	chr7R	152	30563	45886	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1413152	1	5	E-chr14L-1	E-chr7R-1	chr7R	146	30569	45904	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1432802	1	5	E-chr14L-1	E-chr7R-1	chr7R	197	30577	45869	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1860015	1	5	E-chr14L-1	E-chr7R-1	chr7R	143	30572	44274	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.872875	1	5	E-chr14L-1	E-chr7R-1	chr7R	145	30563	43924	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.394127	1	5	E-chr14L-1	E-chr7R-1	chr7R	15321	45718	45878	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1643501	1	5	E-chr14L-1	E-chr7R-1	chr7R	203	30550	45870	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1890733	1	5	E-chr14L-1	E-chr7R-1	chr7R	144	30540	45861	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1379529	1	5	E-chr14L-1	E-chr7R-1	chr7R	200	30651	45887	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.132856	1	5	E-chr14L-1	E-chr7R-1	chr7R	102	30553	45884	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.87032	1	5	E-chr14L-1	E-chr16L-1	chr16L	164	30543	45229	beginning	5720	6653
6991_day0_with_selection	6991	chr14L	SRR33298395.798452	1	5	E-chr14L-1	E-chr7R-1	chr7R	15339	45771	45881	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1740175	1	5	E-chr14L-1	E-chr7R-1	chr7R	15309	45719	45869	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1294430	1	5	E-chr14L-1	E-chr7R-1	chr7R	15361	45749	45880	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.461661	1	5	E-chr14L-1	E-chr7R-1	chr7R	14640	45052	45184	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.98792	1	5	E-chr14L-1	E-chr7R-1	chr7R	15290	45726	45864	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1518652	1	5	E-chr14L-1	E-chr7R-1	chr7R	14876	45317	45413	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1046868	1	5	E-chr14L-1	E-chr7R-1	chr7R	15330	45727	45882	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.784939	1	5	E-chr14L-1	E-chr7R-1	chr7R	151	30560	45869	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.697305	1	5	E-chr14L-1	E-chr7R-1	chr7R	122	30557	44621	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.390655	1	5	E-chr14L-1	E-chr7R-1	chr7R	146	30540	45873	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.315998	1	5	E-chr14L-1	E-chr7R-1	chr7R	15333	45754	45878	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.172635	1	5	E-chr14L-1	E-chr7R-1	chr7R	134	30568	45871	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.696419	1	5	E-chr14L-1	E-chr7R-1	chr7R	101	30544	45875	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.996646	1	5	E-chr14L-1	E-chr7R-1	chr7R	15321	45729	45863	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.32627	1	5	E-chr14L-1	E-chr7R-1	chr7R	15307	45728	45859	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.308280	1	5	E-chr14L-1	E-chr7R-1	chr7R	15354	45738	45892	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.814054	1	5	E-chr14L-1	E-chr7R-1	chr7R	15313	45750	45868	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1679138	1	5	E-chr14L-1	E-chr7R-1	chr7R	130	30553	45868	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1384319	1	5	E-chr14L-1	E-chr7R-1	chr7R	13235	43651	43762	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1492525	1	5	E-chr14L-1	E-chr7R-1	chr7R	159	30562	45166	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1760358	1	5	E-chr14L-1	E-chr7R-1	chr7R	166	30562	45870	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1092879	1	5	E-chr14L-1	E-chr7R-1	chr7R	15331	45758	45862	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1649954	1	5	E-chr14L-1	E-chr7R-1	chr7R	15297	45620	45842	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.379148	1	5	E-chr14L-1	E-chr7R-1	chr7R	106	30539	45864	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1360057	1	5	E-chr14L-1	E-chr7R-1	chr7R	113	30546	45860	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.248137	1	5	E-chr14L-1	E-chr7R-1	chr7R	145	30575	45343	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1507271	1	5	E-chr14L-1	E-chr7R-1	chr7R	59	30524	45856	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.286745	1	5	E-chr14L-1	E-chr7R-1	chr7R	130	30539	45851	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.68400	1	5	E-chr14L-1	E-chr7R-1	chr7R	163	30619	45860	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1306733	1	5	E-chr14L-1	E-chr7R-1	chr7R	15331	45755	45863	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.558251	1	5	E-chr14L-1	E-chr7R-1	chr7R	144	30521	45867	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1745320	1	5	E-chr14L-1	E-chr7R-1	chr7R	12882	43299	43410	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.499146	1	5	E-chr14L-1	E-chr7R-1	chr7R	211	30568	45836	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1562750	1	5	E-chr14L-1	E-chr7R-1	chr7R	15343	45742	45860	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.309684	1	5	E-chr14L-1	E-chr7R-1	chr7R	13780	44152	44318	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.801921	1	5	E-chr14L-1	E-chr7R-1	chr7R	15325	45726	45860	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1395470	1	5	E-chr14L-1	E-chr7R-1	chr7R	15317	45689	45859	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1394265	1	5	E-chr14L-1	E-chr7R-1	chr7R	13976	44363	44502	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1869644	1	5	E-chr14L-1	E-chr7R-1	chr7R	15336	45770	45862	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.21435	1	5	E-chr14L-1	E-chr7R-1	chr7R	103	30526	45849	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1801293	1	5	E-chr14L-1	E-chr7R-1	chr7R	114	30521	45850	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1488353	1	5	E-chr14L-1	E-chr7R-1	chr7R	15339	45714	45858	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.76131	1	5	E-chr14L-1	E-chr7R-1	chr7R	14787	45230	45336	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.168686	1	5	E-chr14L-1	E-chr7R-1	chr7R	129	30536	45845	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1504299	1	5	E-chr14L-1	E-chr7R-1	chr7R	166	30580	45821	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.964739	1	5	E-chr14L-1	E-chr7R-1	chr7R	143	30523	45851	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1883541	1	5	E-chr14L-1	E-chr7R-1	chr7R	164	30598	45851	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1864412	1	5	E-chr14L-1	E-chr7R-1	chr7R	189	30555	45843	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.650714	1	5	E-chr14L-1	E-chr7R-1	chr7R	13837	44258	44365	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.172371	1	5	E-chr14L-1	E-chr7R-1	chr7R	15327	45741	45843	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.947425	1	5	E-chr14L-1	E-chr7R-1	chr7R	120	30525	45837	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.930185	1	5	E-chr14L-1	E-chr7R-1	chr7R	15334	45715	45855	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1273808	1	5	E-chr14L-1	E-chr7R-1	chr7R	15327	45739	45849	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1321274	1	5	E-chr14L-1	E-chr7R-1	chr7R	89	30536	45849	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1239059	1	5	E-chr14L-1	E-chr7R-1	chr7R	112	30529	45840	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1356672	1	5	E-chr14L-1	E-chr7R-1	chr7R	177	30620	45778	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1254154	1	5	E-chr14L-1	E-chr7R-1	chr7R	15307	45659	45845	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.461449	1	5	E-chr14L-1	E-chr7R-1	chr7R	12979	43396	43506	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1855837	1	5	E-chr14L-1	E-chr7R-1	chr7R	15331	45713	45836	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1166852	1	5	E-chr14L-1	E-chr7R-1	chr7R	15315	45712	45847	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1708313	1	5	E-chr14L-1	E-chr7R-1	chr7R	15335	45741	45835	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1657843	1	5	E-chr14L-1	E-chr7R-1	chr7R	15307	45705	45831	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.854309	1	5	E-chr14L-1	E-chr7R-1	chr7R	15351	45746	45842	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1495423	1	5	E-chr14L-1	E-chr7R-1	chr7R	15305	45714	45841	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1625551	1	5	E-chr14L-1	E-chr7R-1	chr7R	15307	45679	45834	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1169185	1	5	E-chr14L-1	E-chr7R-1	chr7R	15333	45741	45846	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.887841	1	5	E-chr14L-1	E-chr7R-1	chr7R	15330	45719	45826	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.40292	1	5	E-chr14L-1	E-chr7R-1	chr7R	88	30523	45827	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1043530	1	5	E-chr14L-1	E-chr7R-1	chr7R	15319	45734	45834	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.543619	1	5	E-chr14L-1	E-chr7R-1	chr7R	105	30516	45684	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.967434	1	5	E-chr14L-1	E-chr7R-1	chr7R	15331	45771	45831	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1094098	1	5	E-chr14L-1	E-chr7R-1	chr7R	15311	45706	45835	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.593564	1	5	E-chr14L-1	E-chr7R-1	chr7R	15304	45714	45816	end	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.219677	1	5	E-chr14L-1	E-chr7R-1	chr7R	163	30515	45802	beginning	5720	6654
6991_day0_with_selection	6991	chr14L	SRR33298395.1690263	1	5	E-chr14L-1	E-chr7R-1	chr7R	15285	45712	45821	end	5720	6654
