sample	strain	chr_end	read_id	copy_index	n_copies	true_element	matched_element	matched_end	yp_start	yp_end	read_length	telo_side
6991_day0_reference	6991	chr16L	SRR33298378.305547	1	1	E-chr16L-1	E-chr5L-1	chr5L	19298	25829	25943	end
6991_day0_reference	6991	chr16L	SRR33298378.91972	1	1	E-chr16L-1	E-chr7R-1	chr7R	232	6879	25790	beginning
6991_day0_reference	6991	chr16L	SRR33298378.35783	1	1	E-chr16L-1	E-chr7R-1	chr7R	19057	25712	25911	end
6991_day0_reference	6991	chr16L	SRR33298378.543815	1	1	E-chr16L-1	E-chr7R-1	chr7R	17439	24083	24295	end
6991_day0_reference	6991	chr16L	SRR33298378.519981	1	1	E-chr16L-1	E-chr7R-1	chr7R	202	6858	25934	beginning
6991_day0_reference	6991	chr16L	SRR33298378.731561	1	1	E-chr16L-1	E-chr7R-1	chr7R	239	6880	25886	beginning
6991_day0_reference	6991	chr16L	SRR33298378.734155	1	1	E-chr16L-1	E-chr7R-1	chr7R	197	6844	25912	beginning
6991_day0_reference	6991	chr16L	SRR33298378.656809	1	1	E-chr16L-1	E-chr7R-1	chr7R	193	6856	25929	beginning
6991_day0_reference	6991	chr16L	SRR33298378.718500	1	1	E-chr16L-1	E-chr7R-1	chr7R	19093	25736	25915	end
6991_day0_reference	6991	chr16L	SRR33298378.230633	1	1	E-chr16L-1	E-chr7R-1	chr7R	186	6850	25929	beginning
6991_day0_reference	6991	chr16L	SRR33298378.559657	1	1	E-chr16L-1	E-chr7R-1	chr7R	19126	25744	25928	end
6991_day0_reference	6991	chr16L	SRR33298378.705300	1	1	E-chr16L-1	E-chr7R-1	chr7R	19095	25753	25929	end
6991_day0_reference	6991	chr16L	SRR33298378.466714	1	1	E-chr16L-1	E-chr7R-1	chr7R	215	6860	25913	beginning
6991_day0_reference	6991	chr16L	SRR33298378.317194	1	1	E-chr16L-1	E-chr7R-1	chr7R	170	6824	25916	beginning
6991_day0_reference	6991	chr16L	SRR33298378.158280	1	1	E-chr16L-1	E-chr7R-1	chr7R	149	6818	25934	beginning
6991_day0_reference	6991	chr16L	SRR33298378.658033	1	1	E-chr16L-1	E-chr7R-1	chr7R	172	6819	25917	beginning
6991_day0_reference	6991	chr16L	SRR33298378.547553	1	1	E-chr16L-1	E-chr7R-1	chr7R	219	6865	25922	beginning
6991_day0_reference	6991	chr16L	SRR33298378.669457	1	1	E-chr16L-1	E-chr7R-1	chr7R	196	6834	25918	beginning
6991_day0_reference	6991	chr16L	SRR33298378.179806	1	1	E-chr16L-1	E-chr14L-1	chr14L	186	6827	25924	beginning
6991_day0_reference	6991	chr16L	SRR33298378.298896	1	1	E-chr16L-1	E-chr7R-1	chr7R	19073	25719	25918	end
6991_day0_reference	6991	chr16L	SRR33298378.482141	1	1	E-chr16L-1	E-chr7R-1	chr7R	176	6812	25873	beginning
6991_day0_reference	6991	chr16L	SRR33298378.98054	1	1	E-chr16L-1	E-chr7R-1	chr7R	190	6859	25908	beginning
6991_day0_reference	6991	chr16L	SRR33298378.509958	1	1	E-chr16L-1	E-chr7R-1	chr7R	19081	25716	25897	end
6991_day0_reference	6991	chr16L	SRR33298378.180686	1	1	E-chr16L-1	E-chr7R-1	chr7R	19089	25719	25921	end
6991_day0_reference	6991	chr16L	SRR33298378.271814	1	1	E-chr16L-1	E-chr7R-1	chr7R	19094	25743	25906	end
6991_day0_reference	6991	chr16L	SRR33298378.215209	1	1	E-chr16L-1	E-chr7R-1	chr7R	18348	24992	25180	end
6991_day0_reference	6991	chr16L	SRR33298378.177129	1	1	E-chr16L-1	E-chr7R-1	chr7R	19075	25718	25896	end
6991_day0_reference	6991	chr16L	SRR33298378.276586	1	1	E-chr16L-1	E-chr7R-1	chr7R	185	6832	25904	beginning
6991_day0_reference	6991	chr16L	SRR33298378.619384	1	1	E-chr16L-1	E-chr7R-1	chr7R	182	6831	25846	beginning
6991_day0_reference	6991	chr16L	SRR33298378.599570	1	1	E-chr16L-1	E-chr7R-1	chr7R	158	6819	25901	beginning
6991_day0_reference	6991	chr16L	SRR33298378.486240	1	1	E-chr16L-1	E-chr7R-1	chr7R	169	6809	25871	beginning
6991_day0_reference	6991	chr16L	SRR33298378.613129	1	1	E-chr16L-1	E-chr7R-1	chr7R	19102	25746	25894	end
6991_day0_reference	6991	chr16L	SRR33298378.232552	1	1	E-chr16L-1	E-chr7R-1	chr7R	19096	25751	25896	end
6991_day0_reference	6991	chr16L	SRR33298378.134444	1	1	E-chr16L-1	E-chr7R-1	chr7R	19133	25781	25915	end
6991_day0_reference	6991	chr16L	SRR33298378.432096	1	1	E-chr16L-1	E-chr7R-1	chr7R	19078	25714	25896	end
6991_day0_reference	6991	chr16L	SRR33298378.14100	1	1	E-chr16L-1	E-chr7R-1	chr7R	19116	25771	25912	end
6991_day0_reference	6991	chr16L	SRR33298378.535162	1	1	E-chr16L-1	E-chr7R-1	chr7R	19088	25743	25896	end
6991_day0_reference	6991	chr16L	SRR33298378.590332	1	1	E-chr16L-1	E-chr7R-1	chr7R	18452	25085	25244	end
6991_day0_reference	6991	chr16L	SRR33298378.100675	1	1	E-chr16L-1	E-chr7R-1	chr7R	144	6772	25866	beginning
6991_day0_reference	6991	chr16L	SRR33298378.502509	1	1	E-chr16L-1	E-chr7R-1	chr7R	19067	25703	25877	end
6991_day0_reference	6991	chr16L	SRR33298378.158714	1	1	E-chr16L-1	E-chr7R-1	chr7R	19094	25733	25873	end
6991_day0_reference	6991	chr16L	SRR33298378.342775	1	1	E-chr16L-1	E-chr7R-1	chr7R	132	6786	25898	beginning
6991_day0_reference	6991	chr16L	SRR33298378.184392	1	1	E-chr16L-1	E-chr7R-1	chr7R	19084	25721	25876	end
6991_day0_reference	6991	chr16L	SRR33298378.393762	1	1	E-chr16L-1	E-chr7R-1	chr7R	179	6825	25909	beginning
6991_day0_reference	6991	chr16L	SRR33298378.151530	1	1	E-chr16L-1	E-chr7R-1	chr7R	19093	25740	25879	end
6991_day0_reference	6991	chr16L	SRR33298378.357763	1	1	E-chr16L-1	E-chr7R-1	chr7R	19124	25778	25887	end
6991_day0_reference	6991	chr16L	SRR33298378.218417	1	1	E-chr16L-1	E-chr7R-1	chr7R	19084	25719	25867	end
6991_day0_reference	6991	chr16L	SRR33298378.114085	1	1	E-chr16L-1	E-chr14L-1	chr14L	19102	25743	25871	end
6991_day0_reference	6991	chr16L	SRR33298378.5283	1	1	E-chr16L-1	E-chr7R-1	chr7R	19085	25720	25866	end
6991_day0_reference	6991	chr16L	SRR33298378.462544	1	1	E-chr16L-1	E-chr7R-1	chr7R	19092	25743	25869	end
6991_day0_reference	6991	chr16L	SRR33298378.451155	1	1	E-chr16L-1	E-chr7R-1	chr7R	19112	25745	25886	end
6991_day0_reference	6991	chr16L	SRR33298378.475324	1	1	E-chr16L-1	E-chr7R-1	chr7R	19074	25729	25869	end
6991_day0_reference	6991	chr16L	SRR33298378.12535	1	1	E-chr16L-1	E-chr7R-1	chr7R	127	6770	25870	beginning
6991_day0_reference	6991	chr16L	SRR33298378.610910	1	1	E-chr16L-1	E-chr7R-1	chr7R	19084	25720	25856	end
6991_day0_reference	6991	chr16L	SRR33298378.656564	1	1	E-chr16L-1	E-chr7R-1	chr7R	19102	25747	25852	end
6991_day0_reference	6991	chr16L	SRR33298378.86586	1	1	E-chr16L-1	E-chr7R-1	chr7R	122	6760	25861	beginning
6991_day0_reference	6991	chr16L	SRR33298378.592021	1	1	E-chr16L-1	E-chr7R-1	chr7R	19099	25733	25862	end
6991_day0_reference	6991	chr16L	SRR33298378.179906	1	1	E-chr16L-1	E-chr7R-1	chr7R	124	6767	25139	beginning
6991_day0_reference	6991	chr16L	SRR33298378.601534	1	1	E-chr16L-1	E-chr7R-1	chr7R	115	6762	25120	beginning
6991_day0_reference	6991	chr16L	SRR33298378.150373	1	1	E-chr16L-1	E-chr7R-1	chr7R	19092	25748	25852	end
6991_day0_reference	6991	chr16L	SRR33298378.328433	1	1	E-chr16L-1	E-chr7R-1	chr7R	19121	25762	25869	end
6991_day0_reference	6991	chr16L	SRR33298378.657238	1	1	E-chr16L-1	E-chr7R-1	chr7R	124	6775	25851	beginning
6991_day0_reference	6991	chr16L	SRR33298378.509900	1	1	E-chr16L-1	E-chr7R-1	chr7R	128	6794	25845	beginning
6991_day0_reference	6991	chr16L	SRR33298378.489735	1	1	E-chr16L-1	E-chr7R-1	chr7R	122	6760	25840	beginning
6991_day0_reference	6991	chr16L	SRR33298378.443644	1	1	E-chr16L-1	E-chr7R-1	chr7R	19086	25736	25838	end
6991_day0_reference	6991	chr16L	SRR33298378.76037	1	1	E-chr16L-1	E-chr7R-1	chr7R	19100	25723	25825	end
6991_day0_reference	6991	chr16L	SRR33298378.269914	1	1	E-chr16L-1	E-chr7R-1	chr7R	17647	24210	24455	end
6991_day0_reference	6991	chr16L	SRR33298378.491099	1	1	E-chr16L-1	E-chr7R-1	chr7R	19100	25746	25827	end
6991_day0_reference	6991	chr16L	SRR33298378.117405	1	1	E-chr16L-1	E-chr7R-1	chr7R	19067	25708	25827	end
6991_day0_reference	6991	chr16L	SRR33298378.667336	1	1	E-chr16L-1	E-chr7R-1	chr7R	19095	25746	25843	end
6991_day0_reference	6991	chr16L	SRR33298378.89503	1	1	E-chr16L-1	E-chr7R-1	chr7R	18927	25552	25736	end
6991_day0_reference	6991	chr16L	SRR33298378.61611	1	1	E-chr16L-1	E-chr7R-1	chr7R	107	6759	25825	beginning
6991_day0_reference	6991	chr16L	SRR33298378.219428	1	1	E-chr16L-1	E-chr7R-1	chr7R	19076	25735	25838	end
6991_day0_reference	6991	chr16L	SRR33298378.716444	1	1	E-chr16L-1	E-chr7R-1	chr7R	93	6737	25827	beginning
6991_day0_reference	6991	chr16L	SRR33298378.390064	1	1	E-chr16L-1	E-chr7R-1	chr7R	19012	25669	25779	end
6991_day0_reference	6991	chr16L	SRR33298378.286169	1	1	E-chr16L-1	E-chr7R-1	chr7R	19105	25749	25827	end
6991_day0_reference	6991	chr16L	SRR33298378.549349	1	1	E-chr16L-1	E-chr7R-1	chr7R	19042	25672	25818	end
6991_day0_reference	6991	chr16L	SRR33298378.535863	1	1	E-chr16L-1	E-chr7R-1	chr7R	122	6769	25839	beginning
6991_day0_reference	6991	chr16L	SRR33298378.471142	1	1	E-chr16L-1	E-chr7R-1	chr7R	19071	25702	25813	end
6991_day0_reference	6991	chr16L	SRR33298378.622391	1	1	E-chr16L-1	E-chr7R-1	chr7R	19075	25692	25812	end
6991_day0_reference	6991	chr16L	SRR33298378.111826	1	1	E-chr16L-1	E-chr7R-1	chr7R	110	6749	25807	beginning
6991_day0_reference	6991	chr16L	SRR33298378.601840	1	1	E-chr16L-1	E-chr7R-1	chr7R	93	6752	25799	beginning
6991_day0_reference	6991	chr16L	SRR33298378.212489	1	1	E-chr16L-1	E-chr7R-1	chr7R	19079	25721	25807	end
6991_day0_reference	6991	chr16L	SRR33298378.479387	1	1	E-chr16L-1	E-chr7R-1	chr7R	19086	25734	25804	end
6991_day0_reference	6991	chr16L	SRR33298378.111245	1	1	E-chr16L-1	E-chr7R-1	chr7R	145	6779	25818	beginning
6991_day0_reference	6991	chr16L	SRR33298378.382842	1	1	E-chr16L-1	E-chr7R-1	chr7R	19043	25682	25799	end
6991_day0_reference	6991	chr16L	SRR33298378.355980	1	1	E-chr16L-1	E-chr7R-1	chr7R	132	6757	25781	beginning
6991_day0_reference	6991	chr16L	SRR33298378.630795	1	1	E-chr16L-1	E-chr7R-1	chr7R	19050	25692	25783	end
6991_day0_reference	6991	chr16L	SRR33298378.696836	1	1	E-chr16L-1	E-chr7R-1	chr7R	19102	25714	25813	end
6991_day0_reference	6991	chr16L	SRR33298378.440562	1	1	E-chr16L-1	E-chr7R-1	chr7R	19082	25715	25792	end
6991_day0_reference	6991	chr16L	SRR33298378.559369	1	1	E-chr16L-1	E-chr7R-1	chr7R	19047	25699	25780	end
6991_day0_reference	6991	chr16L	SRR33298378.136091	1	1	E-chr16L-1	E-chr7R-1	chr7R	19070	25723	25784	end
6991_day0_reference	6991	chr16L	SRR33298378.269993	1	1	E-chr16L-1	E-chr7R-1	chr7R	19110	25747	25809	end
6991_day0_reference	6991	chr16L	SRR33298378.453914	1	1	E-chr16L-1	E-chr14L-1	chr14L	19072	25673	25774	end
6991_day0_reference	6991	chr16L	SRR33298378.497285	1	1	E-chr16L-1	E-chr7R-1	chr7R	69	6698	25769	beginning
6991_day0_reference	6991	chr16L	SRR33298378.35738	1	1	E-chr16L-1	E-chr7R-1	chr7R	19046	25696	25770	end
6991_day0_reference	6991	chr16L	SRR33298378.654994	1	1	E-chr16L-1	E-chr7R-1	chr7R	19091	25739	25784	end
6991_day0_reference	6991	chr16L	SRR33298378.659974	1	1	E-chr16L-1	E-chr7R-1	chr7R	239	6841	25749	beginning
6991_day0_reference	6991	chr16L	SRR33298378.499873	1	1	E-chr16L-1	E-chr7R-1	chr7R	19072	25709	25766	end
6991_day0_reference	6991	chr16L	SRR33298378.11892	1	1	E-chr16L-1	E-chr7R-1	chr7R	187	6822	25704	beginning
6991_day0_reference	6991	chr16L	SRR33298378.131279	1	1	E-chr16L-1	E-chr7R-1	chr7R	18993	25615	25692	end
6991_day0_reference	6991	chr16L	SRR33298378.312324	1	1	E-chr16L-1	E-chr7R-1	chr7R	18953	25609	25715	end
6991_day0_reference	6991	chr16L	SRR33298378.414696	1	1	E-chr16L-1	E-chr7R-1	chr7R	19058	25614	25725	end
6991_day0_reference	6991	chr16L	SRR33298378.155631	1	1	E-chr16L-1	E-chr7R-1	chr7R	85	6693	24136	beginning
6991_day0_reference	6991	chr16R	SRR33298378.400808	1	1	E-chr16R-1	E-chr14L-5	chr14L	6340	11519	11675	end
6991_day0_reference	6991	chr2L	SRR33298378.69401	1	1	E-chr2L-1	E-chr14L-5	chr14L	188	5767	15548	beginning
6991_day0_reference	6991	chr2L	SRR33298378.722027	1	1	E-chr2L-1	E-chr8R-1	chr8R	9784	15259	15419	end
6991_day0_reference	6991	chr2L	SRR33298378.427420	1	1	E-chr2L-1	E-chr8R-1	chr8R	120	5585	15364	beginning
6991_day0_reference	6991	chr4R	SRR33298378.613462	2	7	E-chr4R-2	E-chr14L-2	chr14L	108	47185	55234	beginning
6991_day0_reference	6991	chr4R	SRR33298378.544379	1	7	E-chr4R-1	E-chr14L-2	chr14L	8061	55001	55230	end
6991_day0_reference	6991	chr4R	SRR33298378.544379	2	7	E-chr4R-2	E-chr14L-2	chr14L	8061	55001	55230	end
6991_day0_reference	6991	chr4R	SRR33298378.544379	3	7	E-chr4R-3	E-chr14L-2	chr14L	8061	55001	55230	end
6991_day0_reference	6991	chr4R	SRR33298378.544379	4	7	E-chr4R-4	E-chr14L-2	chr14L	8061	55001	55230	end
6991_day0_reference	6991	chr4R	SRR33298378.544379	6	7	E-chr4R-6	E-chr14L-2	chr14L	8061	55001	55230	end
6991_day0_reference	6991	chr4R	SRR33298378.544379	7	7	E-chr4R-7	E-chr14L-2	chr14L	8061	55001	55230	end
6991_day0_reference	6991	chr4R	SRR33298378.275453	2	7	E-chr4R-2	E-chr14L-2	chr14L	8068	54968	55221	end
6991_day0_reference	6991	chr4R	SRR33298378.275453	3	7	E-chr4R-3	E-chr14L-2	chr14L	8068	54968	55221	end
6991_day0_reference	6991	chr4R	SRR33298378.275453	7	7	E-chr4R-7	E-chr14L-2	chr14L	8068	54968	55221	end
6991_day0_reference	6991	chr4R	SRR33298378.397478	1	7	E-chr4R-1	E-chr14L-2	chr14L	265	47169	55223	beginning
6991_day0_reference	6991	chr4R	SRR33298378.548972	1	7	E-chr4R-1	E-chr14L-2	chr14L	8085	55036	55218	end
6991_day0_reference	6991	chr4R	SRR33298378.548972	4	7	E-chr4R-4	E-chr14L-2	chr14L	8085	55036	55218	end
6991_day0_reference	6991	chr4R	SRR33298378.548972	6	7	E-chr4R-6	E-chr14L-2	chr14L	8085	55036	55218	end
6991_day0_reference	6991	chr4R	SRR33298378.226398	6	7	E-chr4R-6	E-chr14L-2	chr14L	211	47124	55198	beginning
6991_day0_reference	6991	chr4R	SRR33298378.108665	1	7	E-chr4R-1	E-chr14L-2	chr14L	196	47124	55167	beginning
6991_day0_reference	6991	chr4R	SRR33298378.383593	1	7	E-chr4R-1	E-chr14L-2	chr14L	8054	54945	55173	end
6991_day0_reference	6991	chr4R	SRR33298378.383593	2	7	E-chr4R-2	E-chr14L-2	chr14L	8054	54945	55173	end
6991_day0_reference	6991	chr4R	SRR33298378.383593	3	7	E-chr4R-3	E-chr14L-2	chr14L	8054	54945	55173	end
6991_day0_reference	6991	chr4R	SRR33298378.383593	4	7	E-chr4R-4	E-chr14L-2	chr14L	8054	54945	55173	end
6991_day0_reference	6991	chr4R	SRR33298378.383593	7	7	E-chr4R-7	E-chr14L-2	chr14L	8054	54945	55173	end
6991_day0_reference	6991	chr4R	SRR33298378.372390	2	7	E-chr4R-2	E-chr14L-2	chr14L	7732	54649	54856	end
6991_day0_reference	6991	chr4R	SRR33298378.372390	3	7	E-chr4R-3	E-chr14L-2	chr14L	7732	54649	54856	end
6991_day0_reference	6991	chr4R	SRR33298378.372390	6	7	E-chr4R-6	E-chr14L-2	chr14L	7732	54649	54856	end
6991_day0_reference	6991	chr4R	SRR33298378.372390	7	7	E-chr4R-7	E-chr14L-2	chr14L	7732	54649	54856	end
6991_day0_reference	6991	chr4R	SRR33298378.568841	7	7	E-chr4R-7	E-chr14L-2	chr14L	227	47137	55157	beginning
6991_day0_reference	6991	chr4R	SRR33298378.275633	1	7	E-chr4R-1	E-chr14L-2	chr14L	178	47099	55164	beginning
6991_day0_reference	6991	chr4R	SRR33298378.545526	2	7	E-chr4R-2	E-chr14L-2	chr14L	8067	54967	55152	end
6991_day0_reference	6991	chr4R	SRR33298378.545526	4	7	E-chr4R-4	E-chr14L-2	chr14L	8067	54967	55152	end
6991_day0_reference	6991	chr4R	SRR33298378.238144	1	7	E-chr4R-1	E-chr14L-2	chr14L	8049	54923	55128	end
6991_day0_reference	6991	chr4R	SRR33298378.238144	2	7	E-chr4R-2	E-chr14L-2	chr14L	8049	54923	55128	end
6991_day0_reference	6991	chr4R	SRR33298378.238144	4	7	E-chr4R-4	E-chr14L-2	chr14L	8049	54923	55128	end
6991_day0_reference	6991	chr4R	SRR33298378.238144	6	7	E-chr4R-6	E-chr14L-2	chr14L	8049	54923	55128	end
6991_day0_reference	6991	chr4R	SRR33298378.238144	7	7	E-chr4R-7	E-chr14L-2	chr14L	8049	54923	55128	end
6991_day0_reference	6991	chr4R	SRR33298378.228165	2	7	E-chr4R-2	E-chr14L-2	chr14L	6571	53459	53654	end
6991_day0_reference	6991	chr4R	SRR33298378.228165	3	7	E-chr4R-3	E-chr14L-2	chr14L	6571	53459	53654	end
6991_day0_reference	6991	chr4R	SRR33298378.228165	6	7	E-chr4R-6	E-chr14L-2	chr14L	6571	53459	53654	end
6991_day0_reference	6991	chr4R	SRR33298378.570946	4	7	E-chr4R-4	E-chr14L-2	chr14L	8047	54986	55137	end
6991_day0_reference	6991	chr4R	SRR33298378.570946	6	7	E-chr4R-6	E-chr14L-2	chr14L	8047	54986	55137	end
6991_day0_reference	6991	chr4R	SRR33298378.693838	1	7	E-chr4R-1	E-chr14L-2	chr14L	8041	54947	55141	end
6991_day0_reference	6991	chr4R	SRR33298378.693838	4	7	E-chr4R-4	E-chr14L-2	chr14L	8041	54947	55141	end
6991_day0_reference	6991	chr4R	SRR33298378.693838	6	7	E-chr4R-6	E-chr14L-2	chr14L	8041	54947	55141	end
6991_day0_reference	6991	chr4R	SRR33298378.693838	7	7	E-chr4R-7	E-chr14L-2	chr14L	8041	54947	55141	end
6991_day0_reference	6991	chr4R	SRR33298378.698858	3	7	E-chr4R-3	E-chr14L-2	chr14L	8064	54941	55122	end
6991_day0_reference	6991	chr4R	SRR33298378.698858	4	7	E-chr4R-4	E-chr14L-2	chr14L	8064	54941	55122	end
6991_day0_reference	6991	chr4R	SRR33298378.698858	7	7	E-chr4R-7	E-chr14L-2	chr14L	8064	54941	55122	end
6991_day0_reference	6991	chr4R	SRR33298378.35511	1	7	E-chr4R-1	E-chr14L-2	chr14L	8022	54929	55093	end
6991_day0_reference	6991	chr4R	SRR33298378.35511	3	7	E-chr4R-3	E-chr14L-2	chr14L	8022	54929	55093	end
6991_day0_reference	6991	chr4R	SRR33298378.35511	4	7	E-chr4R-4	E-chr14L-2	chr14L	8022	54929	55093	end
6991_day0_reference	6991	chr4R	SRR33298378.35511	6	7	E-chr4R-6	E-chr14L-2	chr14L	8022	54929	55093	end
6991_day0_reference	6991	chr4R	SRR33298378.35511	7	7	E-chr4R-7	E-chr14L-2	chr14L	8022	54929	55093	end
6991_day0_reference	6991	chr4R	SRR33298378.614341	1	7	E-chr4R-1	E-chr14L-2	chr14L	8024	54920	55101	end
6991_day0_reference	6991	chr4R	SRR33298378.614341	7	7	E-chr4R-7	E-chr14L-2	chr14L	8024	54920	55101	end
6991_day0_reference	6991	chr4R	SRR33298378.225591	1	7	E-chr4R-1	E-chr14L-2	chr14L	8047	54923	55104	end
6991_day0_reference	6991	chr4R	SRR33298378.225591	2	7	E-chr4R-2	E-chr14L-2	chr14L	8047	54923	55104	end
6991_day0_reference	6991	chr4R	SRR33298378.225591	6	7	E-chr4R-6	E-chr14L-2	chr14L	8047	54923	55104	end
6991_day0_reference	6991	chr4R	SRR33298378.118474	1	7	E-chr4R-1	E-chr14L-2	chr14L	8061	54915	55098	end
6991_day0_reference	6991	chr4R	SRR33298378.118474	2	7	E-chr4R-2	E-chr14L-2	chr14L	8061	54915	55098	end
6991_day0_reference	6991	chr4R	SRR33298378.118474	4	7	E-chr4R-4	E-chr14L-2	chr14L	8061	54915	55098	end
6991_day0_reference	6991	chr4R	SRR33298378.118474	7	7	E-chr4R-7	E-chr14L-2	chr14L	8061	54915	55098	end
6991_day0_reference	6991	chr4R	SRR33298378.198520	1	7	E-chr4R-1	E-chr14L-2	chr14L	8058	54947	55120	end
6991_day0_reference	6991	chr4R	SRR33298378.198520	3	7	E-chr4R-3	E-chr14L-2	chr14L	8058	54947	55120	end
6991_day0_reference	6991	chr4R	SRR33298378.12813	1	7	E-chr4R-1	E-chr14L-2	chr14L	8043	54969	55112	end
6991_day0_reference	6991	chr4R	SRR33298378.12813	7	7	E-chr4R-7	E-chr14L-2	chr14L	8043	54969	55112	end
6991_day0_reference	6991	chr4R	SRR33298378.679563	1	7	E-chr4R-1	E-chr14L-2	chr14L	8058	54947	55102	end
6991_day0_reference	6991	chr4R	SRR33298378.679563	3	7	E-chr4R-3	E-chr14L-2	chr14L	8058	54947	55102	end
6991_day0_reference	6991	chr4R	SRR33298378.679563	4	7	E-chr4R-4	E-chr14L-2	chr14L	8058	54947	55102	end
6991_day0_reference	6991	chr4R	SRR33298378.679563	6	7	E-chr4R-6	E-chr14L-2	chr14L	8058	54947	55102	end
6991_day0_reference	6991	chr4R	SRR33298378.679563	7	7	E-chr4R-7	E-chr14L-2	chr14L	8058	54947	55102	end
6991_day0_reference	6991	chr4R	SRR33298378.442651	2	7	E-chr4R-2	E-chr14L-2	chr14L	6602	53460	53639	end
6991_day0_reference	6991	chr4R	SRR33298378.442651	3	7	E-chr4R-3	E-chr14L-2	chr14L	6602	53460	53639	end
6991_day0_reference	6991	chr4R	SRR33298378.442651	7	7	E-chr4R-7	E-chr14L-2	chr14L	6602	53460	53639	end
6991_day0_reference	6991	chr4R	SRR33298378.273494	1	7	E-chr4R-1	E-chr14L-2	chr14L	8048	54981	55096	end
6991_day0_reference	6991	chr4R	SRR33298378.273494	6	7	E-chr4R-6	E-chr14L-2	chr14L	8048	54981	55096	end
6991_day0_reference	6991	chr4R	SRR33298378.273494	7	7	E-chr4R-7	E-chr14L-2	chr14L	8048	54981	55096	end
6991_day0_reference	6991	chr4R	SRR33298378.425811	1	7	E-chr4R-1	E-chr14L-2	chr14L	8032	54912	55089	end
6991_day0_reference	6991	chr4R	SRR33298378.425811	3	7	E-chr4R-3	E-chr14L-2	chr14L	8032	54912	55089	end
6991_day0_reference	6991	chr4R	SRR33298378.425811	7	7	E-chr4R-7	E-chr14L-2	chr14L	8032	54912	55089	end
6991_day0_reference	6991	chr4R	SRR33298378.427920	2	7	E-chr4R-2	E-chr14L-2	chr14L	8045	54973	55086	end
6991_day0_reference	6991	chr4R	SRR33298378.427920	3	7	E-chr4R-3	E-chr14L-2	chr14L	8045	54973	55086	end
6991_day0_reference	6991	chr4R	SRR33298378.427920	4	7	E-chr4R-4	E-chr14L-2	chr14L	8045	54973	55086	end
6991_day0_reference	6991	chr4R	SRR33298378.427920	6	7	E-chr4R-6	E-chr14L-2	chr14L	8045	54973	55086	end
6991_day0_reference	6991	chr4R	SRR33298378.427920	7	7	E-chr4R-7	E-chr14L-2	chr14L	8045	54973	55086	end
6991_day0_reference	6991	chr4R	SRR33298378.389751	2	7	E-chr4R-2	E-chr14L-2	chr14L	8063	54939	55096	end
6991_day0_reference	6991	chr4R	SRR33298378.389751	3	7	E-chr4R-3	E-chr14L-2	chr14L	8063	54939	55096	end
6991_day0_reference	6991	chr4R	SRR33298378.389751	7	7	E-chr4R-7	E-chr14L-2	chr14L	8063	54939	55096	end
6991_day0_reference	6991	chr4R	SRR33298378.139438	3	7	E-chr4R-3	E-chr14L-2	chr14L	8027	54888	55067	end
6991_day0_reference	6991	chr4R	SRR33298378.139438	6	7	E-chr4R-6	E-chr14L-2	chr14L	8027	54888	55067	end
6991_day0_reference	6991	chr4R	SRR33298378.222379	3	7	E-chr4R-3	E-chr14L-2	chr14L	8048	54945	55076	end
6991_day0_reference	6991	chr4R	SRR33298378.222379	6	7	E-chr4R-6	E-chr14L-2	chr14L	8048	54945	55076	end
6991_day0_reference	6991	chr4R	SRR33298378.222379	7	7	E-chr4R-7	E-chr14L-2	chr14L	8048	54945	55076	end
6991_day0_reference	6991	chr4R	SRR33298378.259118	2	7	E-chr4R-2	E-chr14L-2	chr14L	8059	54937	55077	end
6991_day0_reference	6991	chr4R	SRR33298378.259118	4	7	E-chr4R-4	E-chr14L-2	chr14L	8059	54937	55077	end
6991_day0_reference	6991	chr4R	SRR33298378.259118	6	7	E-chr4R-6	E-chr14L-2	chr14L	8059	54937	55077	end
6991_day0_reference	6991	chr4R	SRR33298378.419482	3	7	E-chr4R-3	E-chr14L-2	chr14L	7248	54113	54264	end
6991_day0_reference	6991	chr4R	SRR33298378.419482	4	7	E-chr4R-4	E-chr14L-2	chr14L	7248	54113	54264	end
6991_day0_reference	6991	chr4R	SRR33298378.67376	1	7	E-chr4R-1	E-chr14L-2	chr14L	8045	54871	55061	end
6991_day0_reference	6991	chr4R	SRR33298378.67376	4	7	E-chr4R-4	E-chr14L-2	chr14L	8045	54871	55061	end
6991_day0_reference	6991	chr4R	SRR33298378.590151	6	7	E-chr4R-6	E-chr14L-2	chr14L	7298	54124	54308	end
6991_day0_reference	6991	chr4R	SRR33298378.628631	3	7	E-chr4R-3	E-chr14L-2	chr14L	8042	54954	55060	end
6991_day0_reference	6991	chr4R	SRR33298378.628631	4	7	E-chr4R-4	E-chr14L-2	chr14L	8042	54954	55060	end
6991_day0_reference	6991	chr4R	SRR33298378.628631	6	7	E-chr4R-6	E-chr14L-2	chr14L	8042	54954	55060	end
6991_day0_reference	6991	chr4R	SRR33298378.441138	2	7	E-chr4R-2	E-chr14L-2	chr14L	8063	54907	55065	end
6991_day0_reference	6991	chr4R	SRR33298378.441138	4	7	E-chr4R-4	E-chr14L-2	chr14L	8063	54907	55065	end
6991_day0_reference	6991	chr4R	SRR33298378.441138	6	7	E-chr4R-6	E-chr14L-2	chr14L	8063	54907	55065	end
