read_id	anchor_name	Repeat_Type	repeat_length	Adapter_After_Telomere	Tag_After_Telomere	both_adapter_and_tag	either_adapter_or_tag	trimmed_read_length_past_anchor	length_to_trim_end_of_read	y_prime_probe_count	reference_y_primes	y_primes_relative_to_ref	delta_y_prime_sign	reference_y_prime_end_status	read_y_prime_end_status	y_prime_type_delta_y_prime_sign	chr_end	chr_end_rank
9c57052e-91ee-4397-9513-3a52fa353c52	chr4L_anchor	TG		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
5d2596cd-3126-4d1d-9bbe-e03d3f32f2d9	chr4L_anchor	TG		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
35e2c684-fc57-42c5-a0fc-5bbe4246b3d9	chr4L_anchor	AC		False	False	False	False			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
354bdbbe-e93b-418f-ba3f-c339a582c0fe	chr4L_anchor	AC	102.0	True	False	False	True	20897.0	31.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
50e57cfb-af56-4e6b-8c1f-c9f73391709c	chr4L_anchor	AC		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
a7018ea7-fc3e-4557-9110-cf2840ede334	chr4L_anchor	TG	145.0	False	False	False	False	20902.0	0.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
05c0c82a-85ed-46ca-a698-f02b713e394c	chr4L_anchor	TG	140.0	True	False	False	True	20914.0	7.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
5b5aa95f-f405-471e-8e30-595d3b8f4135	chr4L_anchor	TG		False	False	False	False			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
5b45bcf9-672e-41ad-94dd-9d21582a3df0	chr4L_anchor	AC	119.0	True	False	False	True	20912.0	38.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
5b435e71-6cd4-4cc7-91ee-e062bbaf8c52	chr4L_anchor	AC	125.0	True	False	False	True	20924.0	22.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
bbfdbc17-b9a3-4b4d-907d-0088e157280b	chr4L_anchor	TG	113.0	True	False	False	True	20914.0	11.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
8dfc7b4b-9367-4d77-8037-55100b27ce6c	chr4L_anchor	AC	188.0	True	False	False	True	20971.0	40.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
90d4610d-b51b-4415-9c38-5668552e812b	chr4L_anchor	AC	146.0	True	False	False	True	20917.0	33.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
f88fad97-72df-42ef-954d-4dc873ced161	chr4L_anchor	AC	135.0	True	False	False	True	20881.0	38.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
97767b94-7675-48d3-aead-fc74a6e22a2e	chr4L_anchor	AC		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
c5ab26a8-427c-4eca-87e1-ae034dd2a78f	chr4L_anchor	AC	76.0	True	False	False	True	20864.0	29.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
abf551ea-74b3-406a-8151-f70d396c122b	chr4L_anchor	AC		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
574491f7-e7cd-43fd-be57-a6e4b171e4a8	chr4L_anchor	AC	113.0	True	False	False	True	20915.0	33.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
49c45b32-1e10-4291-879b-b9e141d76d3f	chr4L_anchor	TG	147.0	True	False	False	True	20960.0	8.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
1ec69045-38ac-44b5-a681-d68cfcb4b0ad	chr4L_anchor	AC		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
f0a272cf-8b7c-4666-accb-45a5207029ca	chr4L_anchor	AC		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
e8f73ced-77e6-42cd-82e5-123b9562ce30	chr4L_anchor	TG	159.0	True	False	False	True	20936.0	7.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
05f494b4-f893-4cfd-83ec-c23196d674c4	chr4L_anchor	TG	91.0	True	False	False	True	20891.0	7.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
f0ca3e0d-a9eb-4433-a767-396071638d09	chr4L_anchor	TG		False	False	False	False			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
90457264-94c1-436f-9acd-2b88e701b38e	chr4L_anchor	AC		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
64499d32-20a1-4aa6-b106-94fb203f05e3	chr4L_anchor	TG	221.0	True	False	False	True	21017.0	6.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
11c04a4c-382c-467b-af94-85ee7adf0492	chr4L_anchor	TG	86.0	True	False	False	True	20900.0	10.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
f2d0727d-f2ff-40bd-a663-7ea817f43f83	chr4L_anchor	AC		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
97a28ddd-0430-432b-b299-5957c403a3c8	chr4L_anchor	AC		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
dc9cc5ba-0a88-42fa-a06f-4be308778e44	chr4L_anchor	TG		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
9736f09d-8fa0-41fd-859e-0fcb75767cc3	chr4L_anchor	AC		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
fb6740c6-475d-4b64-8968-d532d5c93b1c	chr4L_anchor	AC	115.0	True	False	False	True	20850.0	38.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
fb60247a-222b-44d8-a2c2-c123ba280706	chr4L_anchor	TG	157.0	True	False	False	True	20948.0	9.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
db9f9d25-a732-47f3-8ad9-c98dc3dd74c1	chr4L_anchor	TG	296.0	True	False	False	True	21103.0	7.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
d6d9cd31-da9e-4795-8dde-533f0fa2d7ed	chr4L_anchor	AC	212.0	True	False	False	True	20980.0	51.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
33fdb6ea-c84f-4683-92a6-e6420e8f902b	chr4L_anchor	TG	115.0	True	False	False	True	20813.0	8.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
33bbb61c-2ffb-48ed-a88e-0467aa09fe24	chr4L_anchor	AC	134.0	True	False	False	True	20935.0	31.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
b6555353-413e-4a9e-b0fc-1abe4213ea06	chr4L_anchor	TG	155.0	True	False	False	True	20965.0	9.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
1f21db18-b7a7-4215-9b6d-699a903018d4	chr4L_anchor	AC	145.0	True	False	False	True	20912.0	31.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
517dc1a8-3aed-404b-945b-1506ade6958c	chr4L_anchor	AC	109.0	True	False	False	True	20863.0	24.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
1f7b2b57-e061-48e0-ba1c-91426545db9f	chr4L_anchor	AC		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
089e0aba-4596-421b-9220-a763835ae8a9	chr4L_anchor	TG		False	False	False	False			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
6719c535-98c7-4368-b572-9e143cda2a67	chr4L_anchor	AC		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
6f04c413-990c-4a6b-83f7-640e60757121	chr4L_anchor	TG		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
d4761d2c-dbe0-4d6b-8610-61d1e9f1f6d5	chr4L_anchor	AC	152.0	True	False	False	True	20935.0	30.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
dc37bb30-b735-429f-913a-44e8f7222ab8	chr4L_anchor	AC		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
7bc42c08-5367-46c2-b8e7-a87cf8c61f5b	chr4L_anchor	AC	137.0	True	False	False	True	20928.0	31.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
bd32025b-a22d-4460-bc72-a1f270bb037c	chr4L_anchor	TG		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
e330a6e3-1bb5-4eaf-aa6d-23ecb9ba31d0	chr4L_anchor	AC	185.0	True	False	False	True	20973.0	30.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
0854f141-a912-45b2-8578-fa2ac8fd2292	chr4L_anchor	TG		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
e30081fb-5279-4d6b-8bf1-ffa874c0f57f	chr4L_anchor	TG		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
0826ca79-ce96-4b3f-97a9-f12f1b77490b	chr4L_anchor	AC		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
720fa215-3236-4f9b-8f4e-91411cf66a2a	chr4L_anchor	AC	81.0	True	False	False	True	20845.0	38.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
71c1be22-82ae-4ad2-9e82-9c41e6827e81	chr4L_anchor	TG		False	False	False	False			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
edf6f440-6c7b-40e7-8031-bf9bfd751d92	chr4L_anchor	TG	149.0	True	False	False	True	20966.0	8.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
29d71461-b21e-41a7-8c94-464cdc5cf3cd	chr4L_anchor	AC	73.0	True	False	False	True	20879.0	37.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
29d228d6-44e9-4498-8e20-8d675549319b	chr4L_anchor	TG		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
46f54979-fae1-43f7-b514-685fb300c15b	chr4L_anchor	AC	187.0	True	False	False	True	20966.0	33.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
29b2cc23-285c-40de-92d3-ae2f7e71ad6b	chr4L_anchor	TG		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
29b2296b-3e7e-417a-b5d4-90dd42ac8b0b	chr4L_anchor	AC	197.0	False	False	False	False	21814.0	24.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
f1627586-98ac-4fae-b7cb-f0a05e9178ee	chr4L_anchor	TG	169.0	True	False	False	True	20958.0	7.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
290cf807-78ac-4411-b8c2-6eae4d7439b1	chr4L_anchor	AC	94.0	True	False	False	True	20908.0	30.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
c5d8365f-7d81-4a85-be08-ca9ea1db1fb9	chr4L_anchor	TG	173.0	True	False	False	True	20954.0	9.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
2a051c30-0ef2-4e4b-a2fc-352aee4dc894	chr4L_anchor	TG	1312.0	False	False	False	False	22108.0	0.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
970e0257-41f0-451e-b988-83c5f124c608	chr4L_anchor	AC	120.0	True	False	False	True	21000.0	36.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
9701d6f5-673e-468e-9f76-923fc125f3d3	chr4L_anchor	AC		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
07b21894-5c7b-4341-b8fd-c9814846ed2a	chr4L_anchor	TG		False	True	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
07af4f42-cbe4-4a4e-a2ed-2c5f87c1014d	chr4L_anchor	TG	158.0	True	False	False	True	20893.0	9.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
83355d19-ea72-4927-a6d4-ec77a11d9e73	chr4L_anchor	TG		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
fa0fe521-6025-4423-ac11-e4ca29f8f297	chr4L_anchor	AC	198.0	True	False	False	True	20978.0	33.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
fa0aa69f-58a1-460b-973c-e58d932278d6	chr4L_anchor	AC	135.0	True	False	False	True	20930.0	25.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
f1dd6be0-7d1f-47ca-aafb-dd2e75eec631	chr4L_anchor	TG	155.0	True	False	False	True	20940.0	9.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
7bdae076-dfdf-4e65-ab32-0c7b37b61029	chr4L_anchor	TG		False	False	False	False			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
5b7cc67f-be38-42b7-87ba-8260af567e7e	chr4L_anchor	AC		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
34cb0daa-3dfe-4301-9e08-bfc2f6dfcfcf	chr4L_anchor	TG		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
4742b4cd-5caa-4e02-a612-a1facd5cdef3	chr4L_anchor	TG		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
ae6493c1-ee80-457b-b1b2-9659b1fa2feb	chr4L_anchor	AC	137.0	True	False	False	True	20925.0	30.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
a270186e-7cb6-489d-82e4-0a67029a316a	chr4L_anchor	AC	174.0	True	False	False	True	20999.0	35.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
f1591d82-e2f2-4c1b-a41c-677ed7b0bff0	chr4L_anchor	TG	168.0	True	False	False	True	20965.0	8.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
6ee4e50c-c1a3-4ac8-b7c7-f5b7a675eafa	chr4L_anchor	TG	87.0	True	False	False	True	20829.0	10.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
528c3f68-df9a-4dd6-a37f-295d1d0a6349	chr4L_anchor	AC		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
f6b1b37b-2e99-47b6-8018-e1408556fbf8	chr4L_anchor	AC	213.0	True	False	False	True	20999.0	32.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
7567fcb4-3f86-471c-b0f2-a348fe352d0a	chr4L_anchor	AC	80.0	True	False	False	True	20871.0	45.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
7562a71d-5f67-4017-a27c-f79405d0bf44	chr4L_anchor	AC	159.0	True	False	False	True	20946.0	31.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
838b9bab-aa5a-4959-8d1d-ae34275f1552	chr4L_anchor	TG		False	False	False	False			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
e387bcae-9440-41ee-a490-23bb7eae6577	chr4L_anchor	TG		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
cb82335c-35bd-4ae1-882d-095743b4ce5c	chr4L_anchor	AC	132.0	True	False	False	True	20933.0	32.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
069249d0-b3a2-4c94-9310-b9de72381c17	chr4L_anchor	AC		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
5baaece1-d68a-488e-9540-f248601e45cb	chr4L_anchor	AC	19.0	True	False	False	True	21014.0	5.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
7be4e81f-6ba5-4af8-be7e-dca8cbf75fea	chr4L_anchor	TG		False	False	False	False			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
e393e8ce-06fe-49f8-9583-09739ffe5233	chr4L_anchor	AC	223.0	True	False	False	True	21017.0	29.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
cb58f2b5-a3d4-4f4a-94ef-d32101e38ff3	chr4L_anchor	AC	174.0	True	False	False	True	20988.0	33.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
23a7bec8-4881-4fa7-b328-f0832481cadf	chr4L_anchor	TG	20.0	False	False	False	False	20801.0	0.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
d73eb5bb-184c-49c2-a469-315a0745684b	chr4L_anchor	AC	166.0	True	False	False	True	20966.0	31.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
8611bfb0-a872-41d5-9f0b-5b9ff951e1bb	chr4L_anchor	TG	177.0	True	False	False	True	20983.0	8.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
601beb17-fe23-4f75-ad0e-c0923dba7be2	chr4L_anchor	AC		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
9a8359e8-e6a1-4bc4-ba35-9edfaca9a902	chr4L_anchor	TG		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
df0dbdae-8d51-4e2a-85a4-a85239fe0007	chr4L_anchor	TG	265.0	True	False	False	True	21070.0	9.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
df9cdcf6-f0e5-407c-aedb-af29e1085d56	chr4L_anchor	AC		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
8b793b7d-378a-4543-8e18-529405bf331e	chr4L_anchor	TG	152.0	False	False	False	False	20963.0	7.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
f90b8132-eab6-4228-9fbe-0a8daac21ab3	chr4L_anchor	AC	177.0	False	False	False	False	20970.0	33.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
a84c1e7f-646c-478a-9755-48b46f383376	chr4L_anchor	TG		False	False	False	False			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
e75e1456-e75a-4aef-bf72-48052a651f5c	chr4L_anchor	TG	143.0	True	False	False	True	20947.0	7.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
59668acf-caf1-4cb7-852b-2d9f7fce344b	chr4L_anchor	TG	55.0	True	False	False	True	20868.0	16.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
9fa06f3b-8d3a-4561-8be5-913bf1351848	chr4L_anchor	TG	134.0	True	False	False	True	20868.0	12.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
9f94e210-7801-41d8-a56a-4b08d8795651	chr4L_anchor	TG		False	False	False	False			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
390439fa-adf1-42b8-b5b8-13e3d39529c1	chr4L_anchor	TG		False	False	False	False			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
0274195d-7e58-4409-9cd7-01a71bfdf193	chr4L_anchor	TG	109.0	True	False	False	True	20900.0	7.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
50900110-9aed-472a-ae0c-8686c1494668	chr4L_anchor	AC		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
c9fd205e-c27c-4b74-b327-d3912161c26e	chr4L_anchor	TG		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
b8b71b8c-53de-48fa-9b74-014f2fc63e94	chr4L_anchor	AC	161.0	True	False	False	True	20967.0	36.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
b8ca1955-5069-4c13-965a-da6d1201a869	chr4L_anchor	AC	113.0	True	False	False	True	20920.0	35.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
b8cdbeca-0273-48ef-be4f-a6487ce85f8c	chr4L_anchor	TG	181.0	True	False	False	True	20967.0	6.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
39dfbf28-9044-4314-ae6d-c0ed40e12469	chr4L_anchor	TG		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
ed173e24-6ec5-4e35-9623-5576e4ca6f0e	chr4L_anchor	TG		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
e7e4fdf3-470a-45e2-bb01-574b2d22610f	chr4L_anchor	TG	271.0	False	False	False	False	20996.0	8.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
4c2b8ea1-6e58-4c84-8df5-62d98038c252	chr4L_anchor	AC	273.0	False	False	False	False	21054.0	36.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
e803467e-8b86-4bc5-a0a0-58bbd908a45d	chr4L_anchor	AC		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
7f720e3e-2349-4b5a-9bc7-1c6edccf5bd3	chr4L_anchor	TG	141.0	True	False	False	True	20928.0	8.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
7fa659dc-170a-4684-89cd-b4a7eabcd188	chr4L_anchor	TG	123.0	True	False	False	True	20890.0	37.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	4L	6
602c358b-bc35-491a-a4e9-46c9455c0969	chr4R_anchor	AC		True	False	False	True			2.0	7	-5.0	-	Reference Y Primes = 2+	Read Y Primes = 2+	- Reference Y Primes = 2+	4R	7
f91fb6b9-1323-4cab-9119-411465495e03	chr4R_anchor	TG		True	False	False	True			3.0	7	-4.0	-	Reference Y Primes = 2+	Read Y Primes = 2+	- Reference Y Primes = 2+	4R	7
ef086051-3420-42b8-a636-e718f28538cb	chr4R_anchor	TG		False	False	False	False			5.0	7	-2.0	-	Reference Y Primes = 2+	Read Y Primes = 2+	- Reference Y Primes = 2+	4R	7
ed2907dd-53c5-44cf-bb61-18133523516f	chr4R_anchor	TG		False	False	False	False			0.0	7	-7.0	-	Reference Y Primes = 2+	Read Y Primes = 0	- Reference Y Primes = 2+	4R	7
ed17fe47-5073-445e-9235-8049cd12db41	chr4R_anchor	TG		True	False	False	True			1.0	7	-6.0	-	Reference Y Primes = 2+	Read Y Primes = 1	- Reference Y Primes = 2+	4R	7
41592170-bd52-44df-a047-127549df4b92	chr4R_anchor	TG		False	False	False	False			4.0	7	-3.0	-	Reference Y Primes = 2+	Read Y Primes = 2+	- Reference Y Primes = 2+	4R	7
6c44f5c3-868d-42ae-9d73-5a25856ee90d	chr4R_anchor	AC		True	False	False	True			5.0	7	-2.0	-	Reference Y Primes = 2+	Read Y Primes = 2+	- Reference Y Primes = 2+	4R	7
8011c800-a8a4-47a8-8380-62762033fd52	chr4R_anchor	AC		True	False	False	True			0.0	7	-7.0	-	Reference Y Primes = 2+	Read Y Primes = 0	- Reference Y Primes = 2+	4R	7
