sample	read_id	chr_end	copy_index	n_copies	true_element	true_group	matched_element	matched_group	donor_end	same_end	telo_side	read_length	yp_start	yp_end
6991_day0_with_selection	SRR33298395.1059321	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45906	153	30580
6991_day0_with_selection	SRR33298395.845055	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45888	164	30605
6991_day0_with_selection	SRR33298395.325156	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45911	144	30575
6991_day0_with_selection	SRR33298395.1048730	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45885	151	30590
6991_day0_with_selection	SRR33298395.1700922	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45911	15340	45762
6991_day0_with_selection	SRR33298395.1270719	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45892	142	30587
6991_day0_with_selection	SRR33298395.1540771	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45910	208	30581
6991_day0_with_selection	SRR33298395.1484869	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45909	15324	45760
6991_day0_with_selection	SRR33298395.1083591	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45908	15345	45778
6991_day0_with_selection	SRR33298395.336083	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45902	163	30584
6991_day0_with_selection	SRR33298395.690824	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45908	159	30588
6991_day0_with_selection	SRR33298395.1139569	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45904	15347	45726
6991_day0_with_selection	SRR33298395.373974	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45880	184	30594
6991_day0_with_selection	SRR33298395.48510	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45906	15331	45738
6991_day0_with_selection	SRR33298395.99775	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45898	15338	45736
6991_day0_with_selection	SRR33298395.30112	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45926	260	30653
6991_day0_with_selection	SRR33298395.596845	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45888	159	30592
6991_day0_with_selection	SRR33298395.1612278	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45895	162	30596
6991_day0_with_selection	SRR33298395.580974	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45898	145	30560
6991_day0_with_selection	SRR33298395.523723	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45893	176	30604
6991_day0_with_selection	SRR33298395.1567744	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45884	107	30560
6991_day0_with_selection	SRR33298395.778210	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45893	156	30594
6991_day0_with_selection	SRR33298395.632403	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45904	15337	45749
6991_day0_with_selection	SRR33298395.1039941	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45888	119	30557
6991_day0_with_selection	SRR33298395.905113	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45898	15326	45766
6991_day0_with_selection	SRR33298395.1808203	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45892	193	30590
6991_day0_with_selection	SRR33298395.417888	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45887	175	30568
6991_day0_with_selection	SRR33298395.1760648	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45879	15305	45679
6991_day0_with_selection	SRR33298395.474762	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45888	177	30572
6991_day0_with_selection	SRR33298395.400686	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45869	172	30582
6991_day0_with_selection	SRR33298395.1420829	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45897	215	30579
6991_day0_with_selection	SRR33298395.1415311	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45890	15322	45750
6991_day0_with_selection	SRR33298395.1568590	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45878	131	30538
6991_day0_with_selection	SRR33298395.39802	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45869	118	30564
6991_day0_with_selection	SRR33298395.47580	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45893	132	30566
6991_day0_with_selection	SRR33298395.523724	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45886	15295	45732
6991_day0_with_selection	SRR33298395.1626285	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45866	176	30553
6991_day0_with_selection	SRR33298395.1468038	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45883	15331	45737
6991_day0_with_selection	SRR33298395.1376502	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45890	141	30557
6991_day0_with_selection	SRR33298395.580770	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45883	15313	45719
6991_day0_with_selection	SRR33298395.1180675	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45893	15340	45756
6991_day0_with_selection	SRR33298395.1787711	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45886	152	30563
6991_day0_with_selection	SRR33298395.1413152	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45904	146	30569
6991_day0_with_selection	SRR33298395.1432802	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45869	197	30577
6991_day0_with_selection	SRR33298395.1860015	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	44274	143	30572
6991_day0_with_selection	SRR33298395.872875	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	43924	145	30563
6991_day0_with_selection	SRR33298395.394127	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45878	15321	45718
6991_day0_with_selection	SRR33298395.1643501	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45870	203	30550
6991_day0_with_selection	SRR33298395.1890733	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45861	144	30540
6991_day0_with_selection	SRR33298395.1379529	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45887	200	30651
6991_day0_with_selection	SRR33298395.132856	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45884	102	30553
6991_day0_with_selection	SRR33298395.87032	chr14L	1	5	E-chr14L-1	G10	E-chr16L-1	G8	chr16L	False	beginning	45229	164	30543
6991_day0_with_selection	SRR33298395.798452	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45881	15339	45771
6991_day0_with_selection	SRR33298395.1740175	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45869	15309	45719
6991_day0_with_selection	SRR33298395.1294430	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45880	15361	45749
6991_day0_with_selection	SRR33298395.461661	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45184	14640	45052
6991_day0_with_selection	SRR33298395.98792	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45864	15290	45726
6991_day0_with_selection	SRR33298395.1518652	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45413	14876	45317
6991_day0_with_selection	SRR33298395.1046868	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45882	15330	45727
6991_day0_with_selection	SRR33298395.784939	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45869	151	30560
6991_day0_with_selection	SRR33298395.697305	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	44621	122	30557
6991_day0_with_selection	SRR33298395.390655	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45873	146	30540
6991_day0_with_selection	SRR33298395.315998	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45878	15333	45754
6991_day0_with_selection	SRR33298395.172635	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45871	134	30568
6991_day0_with_selection	SRR33298395.696419	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45875	101	30544
6991_day0_with_selection	SRR33298395.996646	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45863	15321	45729
6991_day0_with_selection	SRR33298395.32627	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45859	15307	45728
6991_day0_with_selection	SRR33298395.308280	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45892	15354	45738
6991_day0_with_selection	SRR33298395.814054	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45868	15313	45750
6991_day0_with_selection	SRR33298395.1679138	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45868	130	30553
6991_day0_with_selection	SRR33298395.1384319	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	43762	13235	43651
6991_day0_with_selection	SRR33298395.1492525	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45166	159	30562
6991_day0_with_selection	SRR33298395.1760358	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45870	166	30562
6991_day0_with_selection	SRR33298395.1092879	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45862	15331	45758
6991_day0_with_selection	SRR33298395.1649954	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45842	15297	45620
6991_day0_with_selection	SRR33298395.379148	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45864	106	30539
6991_day0_with_selection	SRR33298395.1360057	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45860	113	30546
6991_day0_with_selection	SRR33298395.248137	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45343	145	30575
6991_day0_with_selection	SRR33298395.1507271	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45856	59	30524
6991_day0_with_selection	SRR33298395.286745	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45851	130	30539
6991_day0_with_selection	SRR33298395.68400	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45860	163	30619
6991_day0_with_selection	SRR33298395.1306733	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45863	15331	45755
6991_day0_with_selection	SRR33298395.558251	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45867	144	30521
6991_day0_with_selection	SRR33298395.1745320	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	43410	12882	43299
6991_day0_with_selection	SRR33298395.499146	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45836	211	30568
6991_day0_with_selection	SRR33298395.1562750	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45860	15343	45742
6991_day0_with_selection	SRR33298395.309684	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	44318	13780	44152
6991_day0_with_selection	SRR33298395.801921	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45860	15325	45726
6991_day0_with_selection	SRR33298395.1395470	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45859	15317	45689
6991_day0_with_selection	SRR33298395.1394265	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	44502	13976	44363
6991_day0_with_selection	SRR33298395.1869644	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45862	15336	45770
6991_day0_with_selection	SRR33298395.21435	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45849	103	30526
6991_day0_with_selection	SRR33298395.1801293	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45850	114	30521
6991_day0_with_selection	SRR33298395.1488353	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45858	15339	45714
6991_day0_with_selection	SRR33298395.76131	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45336	14787	45230
6991_day0_with_selection	SRR33298395.168686	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45845	129	30536
6991_day0_with_selection	SRR33298395.1504299	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45821	166	30580
6991_day0_with_selection	SRR33298395.964739	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45851	143	30523
6991_day0_with_selection	SRR33298395.1883541	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45851	164	30598
6991_day0_with_selection	SRR33298395.1864412	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45843	189	30555
6991_day0_with_selection	SRR33298395.650714	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	44365	13837	44258
6991_day0_with_selection	SRR33298395.172371	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45843	15327	45741
6991_day0_with_selection	SRR33298395.947425	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45837	120	30525
6991_day0_with_selection	SRR33298395.930185	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45855	15334	45715
6991_day0_with_selection	SRR33298395.1273808	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45849	15327	45739
6991_day0_with_selection	SRR33298395.1321274	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45849	89	30536
6991_day0_with_selection	SRR33298395.1239059	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45840	112	30529
6991_day0_with_selection	SRR33298395.1356672	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45778	177	30620
6991_day0_with_selection	SRR33298395.1254154	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45845	15307	45659
6991_day0_with_selection	SRR33298395.461449	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	43506	12979	43396
6991_day0_with_selection	SRR33298395.1855837	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45836	15331	45713
6991_day0_with_selection	SRR33298395.1166852	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45847	15315	45712
6991_day0_with_selection	SRR33298395.1708313	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45835	15335	45741
6991_day0_with_selection	SRR33298395.1657843	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45831	15307	45705
6991_day0_with_selection	SRR33298395.854309	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45842	15351	45746
6991_day0_with_selection	SRR33298395.1495423	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45841	15305	45714
6991_day0_with_selection	SRR33298395.1625551	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45834	15307	45679
6991_day0_with_selection	SRR33298395.1169185	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45846	15333	45741
6991_day0_with_selection	SRR33298395.887841	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45826	15330	45719
6991_day0_with_selection	SRR33298395.40292	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45827	88	30523
6991_day0_with_selection	SRR33298395.1043530	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45834	15319	45734
6991_day0_with_selection	SRR33298395.543619	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45684	105	30516
6991_day0_with_selection	SRR33298395.967434	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45831	15331	45771
6991_day0_with_selection	SRR33298395.1094098	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45835	15311	45706
6991_day0_with_selection	SRR33298395.593564	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45816	15304	45714
6991_day0_with_selection	SRR33298395.219677	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45802	163	30515
6991_day0_with_selection	SRR33298395.1690263	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45821	15285	45712
6991_day0_with_selection	SRR33298395.1520973	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45819	15318	45671
6991_day0_with_selection	SRR33298395.1856155	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45817	138	30497
6991_day0_with_selection	SRR33298395.417960	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45819	15326	45735
6991_day0_with_selection	SRR33298395.556315	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45797	161	30596
6991_day0_with_selection	SRR33298395.1223597	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45813	15313	45631
6991_day0_with_selection	SRR33298395.1871383	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45814	15328	45716
6991_day0_with_selection	SRR33298395.94638	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	44992	14459	44850
6991_day0_with_selection	SRR33298395.1699621	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45803	129	30483
6991_day0_with_selection	SRR33298395.1457172	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45811	218	30493
6991_day0_with_selection	SRR33298395.1313275	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45815	194	30504
6991_day0_with_selection	SRR33298395.1413153	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	44615	14116	44531
6991_day0_with_selection	SRR33298395.1171862	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45802	183	30551
6991_day0_with_selection	SRR33298395.1769377	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45808	112	30521
6991_day0_with_selection	SRR33298395.808806	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45799	57	30460
6991_day0_with_selection	SRR33298395.45787	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45800	171	30472
6991_day0_with_selection	SRR33298395.1873984	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45805	15353	45713
6991_day0_with_selection	SRR33298395.229393	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45769	124	30480
6991_day0_with_selection	SRR33298395.1602383	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45765	230	30528
6991_day0_with_selection	SRR33298395.614810	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	44150	13653	44037
6991_day0_with_selection	SRR33298395.1425574	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45778	15350	45615
6991_day0_with_selection	SRR33298395.614839	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45747	15291	45576
6991_day0_with_selection	SRR33298395.725852	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45778	157	30586
6991_day0_with_selection	SRR33298395.932054	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45757	15260	45598
6991_day0_with_selection	SRR33298395.1680449	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45761	15320	45671
6991_day0_with_selection	SRR33298395.623650	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45765	107	30460
6991_day0_with_selection	SRR33298395.1895310	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45718	213	30477
6991_day0_with_selection	SRR33298395.1684331	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45765	164	30602
6991_day0_with_selection	SRR33298395.804308	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45737	139	30514
6991_day0_with_selection	SRR33298395.1415318	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45736	164	30471
6991_day0_with_selection	SRR33298395.1105386	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45754	114	30471
6991_day0_with_selection	SRR33298395.1162528	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45743	15269	45671
6991_day0_with_selection	SRR33298395.1616382	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45709	15290	45661
6991_day0_with_selection	SRR33298395.1589903	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45238	129	30433
6991_day0_with_selection	SRR33298395.1642275	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45709	275	30693
6991_day0_with_selection	SRR33298395.1227184	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45717	15133	45549
6991_day0_with_selection	SRR33298395.1565551	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45152	14749	44988
6991_day0_with_selection	SRR33298395.1332427	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45663	15315	45578
6991_day0_with_selection	SRR33298395.1891822	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45671	15328	45590
6991_day0_with_selection	SRR33298395.444584	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45672	167	30599
6991_day0_with_selection	SRR33298395.768550	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45690	15305	45599
6991_day0_with_selection	SRR33298395.1612606	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45624	138	30443
6991_day0_with_selection	SRR33298395.1682178	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45673	15327	45610
6991_day0_with_selection	SRR33298395.632405	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45631	233	30639
6991_day0_with_selection	SRR33298395.15459	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45636	15271	45556
6991_day0_with_selection	SRR33298395.1362805	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45587	15265	45464
6991_day0_with_selection	SRR33298395.116162	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	43407	13144	43345
6991_day0_with_selection	SRR33298395.1121377	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45510	15207	45326
6991_day0_with_selection	SRR33298395.375597	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45567	194	30221
6991_day0_with_selection	SRR33298395.398939	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45526	15277	45349
6991_day0_with_selection	SRR33298395.708635	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45005	14726	44876
6991_day0_with_selection	SRR33298395.1323710	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45448	15234	45312
6991_day0_with_selection	SRR33298395.283658	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45350	140	30329
6991_day0_with_selection	SRR33298395.1859418	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45401	223	30287
6991_day0_with_selection	SRR33298395.1313018	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45380	171	30228
6991_day0_with_selection	SRR33298395.1616381	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45379	114	30045
6991_day0_with_selection	SRR33298395.1409075	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45304	15330	45095
6991_day0_with_selection	SRR33298395.1373269	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45140	150	30125
6991_day0_with_selection	SRR33298395.444173	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45188	15315	45070
6991_day0_with_selection	SRR33298395.857075	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45133	76	29817
6991_day0_with_selection	SRR33298395.794534	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	45040	222	29998
6991_day0_with_selection	SRR33298395.332436	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	end	45135	14728	45010
6991_day0_with_selection	SRR33298395.1313228	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	43562	131	29719
6991_day0_with_selection	SRR33298395.845865	chr14L	1	5	E-chr14L-1	G10	E-chr7R-1	G8	chr7R	False	beginning	44921	197	30598
