strain	sample	read_id	chr_end	copy	expected_element	expected_group	donor_element	donor_group	anchorHalf_vs_expected	anchorHalf_vs_donor	anchor_margin	teloHalf_vs_expected	teloHalf_vs_donor	telo_margin	pair_longest_homology_bp	pair_homology_identity	evidence	explanation	telo_side
6991	6991_day0_with_selection	SRR33298395.495125	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1537026	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1797464	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.1747448	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.655647	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.957933	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.142464	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.651359	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.800183	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1664400	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.302232	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1328439	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.394125	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.199971	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.245128	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.1082645	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.1000358	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1411373	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.1835348	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.261747	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.975868	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1158786	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.1680078	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.316121	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.48813	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.118833	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1474819	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1595650	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.251326	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1352573	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1112954	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.68112	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.610353	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.164880	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1808529	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.98478	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.814052	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1352494	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.820222	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.200567	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.668719	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1069798	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.7053	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.358902	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.287202	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1714684	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1581631	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.159025	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.465043	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1159002	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.278135	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.380551	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.1252712	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.746766	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.1112420	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1428727	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1180940	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.683264	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.872612	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1464148	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.892421	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.599420	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.302464	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.736721	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1559042	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.281002	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.1644031	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.388440	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.399037	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.1379808	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.1297934	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.1845659	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.172780	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.1581459	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.198280	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.1038524	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.458193	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.797200	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.211670	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1163660	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1096070	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.631218	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.605133	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1708465	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1069575	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.562725	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.907250	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.245283	chr14L	1/5	chr14L-1	G10	chr16L-1	G8							5721	99.93%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.1005653	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.545956	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.1059321	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.845055	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.325156	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1048730	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1700922	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.1270719	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1540771	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1484869	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.1083591	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.336083	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.690824	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1139569	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.373974	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.48510	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.99775	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.30112	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.596845	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1612278	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.580974	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.523723	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1567744	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.778210	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.632403	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.1039941	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.905113	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.1808203	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.417888	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1760648	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.474762	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.400686	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1420829	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1415311	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.1568590	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.39802	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.47580	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.523724	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.1626285	chr14L	1/5	chr14L-1	G10	chr7R-1	G8							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
