read_id	chr_end	y_prime_observed_array	y_prime_gained_segment	y_prime_path	cat	recombination_source	overall_confidence
SRR33298447.342210	chr3R	ID1,ID2,ID2,ID2,ID2	ID1,ID2,ID2,ID2,ID2	chr12L|chr16R|chr5R|chr8L|chr8R:ID1 > chr12R|chr13L|chr14L|chr15R|chr4R:ID2,ID2,ID2(circ x3.0) > chr12R|chr13L|chr14L|chr15R|chr4R:ID2	unique donor by IDs	chr12R	0.66
SRR33298447.490300	chr3R	ID7,ID2,ID7,ID2,ID2	ID7,ID2,ID7,ID2,ID2	chr13L[1-4]:ID7,ID2,ID7,ID2 > chr12R|chr13L|chr14L|chr15R|chr4R:ID2	unique donor by IDs	chr13L	0.66
SRR33298447.207200	chr3R	ID7,ID2,ID7,ID2	ID7,ID2,ID7,ID2	chr13L[1-4]:ID7,ID2,ID7,ID2	unique donor by IDs	chr13L	0.66
SRR33298447.504250	chr3R	ID5,ID2,ID2	ID5,ID2,ID2	chr14L[1-2]:ID5,ID2 > chr12R|chr13L|chr14L|chr15R|chr4R:ID2	unique donor by IDs	chr14L	0.44
SRR33298447.491600	chr3R	ID2,ID2	ID2,ID2	chr12R|chr4R:ID2,ID2	unresolved	chr12R	0.33
SRR33298447.219880	chr3R	ID5,ID7	ID5,ID7	chr14L|chr16L|chr7R:ID5 > chr13L[1]:ID7	unresolved	chr14L	0.33
SRR33298447.121168	chr4L	ID5,ID2,ID3,ID3,ID3	ID5,ID2,ID3,ID3,ID3	chr14L[1-5]:ID5,ID2,ID3,ID3,ID3	unique donor by IDs	chr14L	0.66
SRR33298447.447599	chr4L	ID5,ID2,ID3,ID3,ID3	ID5,ID2,ID3,ID3,ID3	chr14L[1-5]:ID5,ID2,ID3,ID3,ID3	unique donor by IDs	chr14L	1.0
SRR33298447.168241	chr4L	ID7,ID2,ID7,ID2	ID7,ID2,ID7,ID2	chr13L[1-4]:ID7,ID2,ID7,ID2	unique donor by IDs	chr13L	0.66
SRR33298447.434153	chr4L	ID7,ID2,ID7,ID2	ID7,ID2,ID7,ID2	chr13L[2-3]:ID7,ID2,ID7,ID2(circ x2.0 moderate | alt chr13L[1] + chr13L[2-4])	unique donor by IDs	chr13L	0.66
SRR33298447.451141	chr4L	ID5,ID2,ID3	ID5,ID2,ID3	chr14L[1-2]:ID5,ID2 > chr14L[3]:ID3	unique donor by IDs	chr14L	0.66
SRR33298447.321783	chr4L	ID7,ID2	ID7,ID2	chr13L[1-2]:ID7,ID2	unique donor by IDs	chr13L	0.44
SRR33298447.204657	chr4R	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	self[1-4]:ID2,ID2,ID2,ID2 > self[1-5]:ID2,ID2,ID2,ID2,ID2,ID2(circ x1.2 moderate | alt chr4R[1-4] + chr4R[4-5])	self (tandem amplification)	chr4R	0.33
SRR33298447.316158	chr4R	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	self[1-4]:ID2,ID2,ID2,ID2 > self[1-5]:ID2,ID2,ID2,ID2,ID2	self (tandem amplification)	chr4R	0.33
SRR33298447.219650	chr4R	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	ID2,ID2,ID2	self[5-7]:ID2,ID2,ID2	self (tandem amplification)	chr4R	0.33
SRR33298447.330460	chr5L	ID6,ID2,ID2,ID2,ID2,ID2,ID2	ID2,ID2,ID2,ID2,ID2,ID2	chr14L?[2]:ID2 > chr4R[2-5]:ID2,ID2,ID2,ID2,ID2(circ x1.2 moderate | alt chr4R[3-5] + chr4R[1-2])	unique donor by IDs	chr4R	0.66
SRR33298447.458491	chr5L	ID6,ID2,ID2,ID2	ID2,ID2,ID2	chr12R|chr4R:ID2,ID2,ID2(circ x1.5)	unresolved	chr12R	0.33
SRR33298447.156684	chr5L	ID6,ID2,ID2,ID2	ID2,ID2,ID2	chr12R|chr4R:ID2,ID2,ID2	unresolved	chr12R	0.33
SRR33298447.295395	chr5L	ID6,ID2,ID7,ID2	ID2,ID7,ID2	chr13L[2-4]:ID2,ID7,ID2	unique donor by IDs	chr13L	0.66
SRR33298447.207293	chr5L	ID6,ID2,ID2,ID7	ID2,ID2,ID7	chr14L?[2]:ID2 > chr13L[2-3]:ID2,ID7	unique donor by IDs	chr13L	0.66
SRR33298447.290929	chr5L	ID6,ID2,ID3,ID3	ID2,ID3,ID3	chr14L[2-4]:ID2,ID3,ID3	unique donor by IDs	chr14L	0.66
SRR33298447.16244	chr5L	ID6,ID3,ID2,ID3	ID3,ID2,ID3	chr14L[2-3]:ID3,ID2,ID3(circ x1.5 moderate | alt chr14L[3] + chr14L[2-3])	unique donor by IDs	chr14L	0.66
SRR33298447.299350	chr5L	ID6,ID2,ID2	ID2,ID2	chr12R|chr13L|chr14L|chr15R|chr4R:ID2 > chr12R|chr13L|chr14L|chr15R|chr4R:ID2	unresolved	chr12R	0.33
SRR33298447.334678	chr5L	ID6,ID2,ID2	ID2,ID2	chr12R|chr4R:ID2,ID2	unresolved	chr12R	0.33
SRR33298447.315720	chr5R	ID1,ID2,ID2,ID2,ID2,ID2,ID2,ID2	ID2,ID2,ID2,ID2,ID2,ID2,ID2	chr12R|chr4R:ID2,ID2,ID2,ID2,ID2,ID2,ID2(circ x3.5)	unique donor by IDs	chr4R	0.66
SRR33298447.318447	chr5R	ID1,ID7,ID2,ID7,ID7,ID7,ID7,ID7,ID4	ID7,ID2,ID7,ID7,ID7,ID7,ID7,ID4	chr13L[1-2]:ID7,ID2,ID7(circ x1.5 moderate | alt chr13L[1-2] + chr13L[1]) > chr13L[1]:ID7 > chr13L[1]:ID7 > chr13L[1]:ID7 > chr13L[1]:ID7 > chr2L|chr6L:ID4	unique donor by IDs	chr13L	0.66
SRR33298447.150387	chr5R	ID1,ID2,ID3,ID3,ID3,ID3	ID2,ID3,ID3,ID3,ID3	chr14L[2-5]:ID2,ID3,ID3,ID3 > chr14L[3]:ID3	unique donor by IDs	chr14L	0.66
SRR33298447.138438	chr5R	ID1,ID2,ID2,ID2	ID2,ID2,ID2	chr12R|chr13L|chr14L:ID2,ID2,ID2(circ x3.0)	unresolved	chr12R	0.33
SRR33298447.337123	chr5R	ID1,ID2,ID2	ID2,ID2	chr12R|chr4R:ID2,ID2	unresolved	chr12R	0.33
SRR33298447.325287	chr5R	ID1,ID7,ID2	ID7,ID2	chr13L[1]:ID7 > chr12R|chr13L|chr14L|chr15R|chr4R:ID2	unique donor by IDs	chr13L	0.44
SRR33298447.498649	chr5R	ID1,ID7,ID2	ID7,ID2	chr13L[1-2]:ID7,ID2	unique donor by IDs	chr13L	0.44
SRR33298447.320367	chr6L	ID4,ID2,ID3,ID3,ID3	ID2,ID3,ID3,ID3	chr14L[2-5]:ID2,ID3,ID3,ID3	unique donor by IDs	chr14L	0.66
SRR33298447.323044	chr6L	ID4,ID2,ID2	ID2,ID2	chr12R|chr4R:ID2,ID2	unresolved	chr12R	0.33
SRR33298447.335104	chr6L	ID3,ID2,ID2	ID3,ID2,ID2	chr14L[3]:ID3 > chr12R|chr4R:ID2,ID2	unique donor by IDs	chr14L	0.44
SRR33298447.164457	chr6L	ID4,ID2,ID7	ID2,ID7	chr13L[2-3]:ID2,ID7	unique donor by IDs	chr13L	0.44
SRR33298447.216130	chr6L	ID4,ID2,ID7	ID2,ID7	chr13L[2-3]:ID2,ID7	unique donor by IDs	chr13L	0.44
SRR33298447.355237	chr6L	ID4,ID7,ID2	ID7,ID2	chr13L[1]:ID7 > chr12R|chr13L|chr14L|chr15R|chr4R:ID2	unique donor by IDs	chr13L	0.44
SRR33298447.304996	chr6L	ID4,ID3,ID3	ID3,ID3	chr14L[3-4]:ID3,ID3	unique donor by IDs	chr14L	0.44
SRR33298447.476293	chr6L	ID4,ID3,ID3	ID3,ID3	chr14L[3-4]:ID3,ID3	unique donor by IDs	chr14L	0.44
SRR33298447.215081	chr6L	ID4,ID3,ID3	ID3,ID3	chr14L[3-4]:ID3,ID3	unique donor by IDs	chr14L	0.44
SRR33298447.285688	chr6L	ID3,ID2	ID3,ID2	chr14L[3]:ID3 > chr12R|chr13L|chr14L|chr15R|chr4R:ID2	unique donor by IDs	chr14L	0.44
SRR33298447.484240	chr6R	ID3,ID3	ID3,ID3	chr14L[3-4]:ID3,ID3	unique donor by IDs	chr14L	0.44
SRR33298447.110843	chr7L	ID5,ID2,ID3,ID3,ID3	ID5,ID2,ID3,ID3,ID3	chr14L[1-5]:ID5,ID2,ID3,ID3,ID3	unique donor by IDs	chr14L	0.66
SRR33298447.16552	chr7L	ID5,ID2,ID3,ID3,ID3	ID5,ID2,ID3,ID3,ID3	chr14L[1-2]:ID5,ID2 > chr14L[3-5]:ID3,ID3,ID3	unique donor by IDs	chr14L	0.66
SRR33298447.343515	chr7L	ID5,ID2,ID3,ID3,ID3	ID5,ID2,ID3,ID3,ID3	chr14L[1-5]:ID5,ID2,ID3,ID3,ID3	unique donor by IDs	chr14L	0.66
SRR33298447.185163	chr7L	ID4,ID2,ID2,ID2	ID4,ID2,ID2,ID2	chr2L|chr6L:ID4 > chr4R[3-5]:ID2,ID2,ID2	unique donor by IDs+ITS	chr4R	0.33
SRR33298447.280347	chr7R	ID5,ID2,ID2,ID2,ID2,ID2	ID2,ID2,ID2,ID2,ID2	chr4R[1-4]:ID2,ID2,ID2,ID2,ID2(circ x1.2 moderate | alt chr4R[1-4] + chr4R[1])	unique donor by IDs+ITS	chr4R	0.33
SRR33298447.22803	chr7R	ID5,ID7,ID2,ID7,ID2	ID7,ID2,ID7,ID2	chr13L[1-4]:ID7,ID2,ID7,ID2	unique donor by IDs	chr13L	0.66
SRR33298447.434937	chr7R	ID5,ID2,ID2,ID7,ID7	ID2,ID2,ID7,ID7	chr4R[1-2]:ID2,ID2 > chr13L[1]:ID7 > chr13L[1]:ID7	unique donor by IDs	chr13L	0.66
SRR33298447.508772	chr7R	ID5,ID7,ID2,ID7,ID3	ID7,ID2,ID7,ID3	chr13L[1-3]:ID7,ID2,ID7 > chr14L[3]:ID3	unique donor by IDs	chr13L	0.66
SRR33298447.263048	chr7R	ID5,ID2,ID2,ID2	ID2,ID2,ID2	chr12R|chr4R:ID2,ID2,ID2	unresolved	chr12R	0.33
SRR33298447.278251	chr7R	ID5,ID2,ID2,ID2	ID2,ID2,ID2	chr4R[3-5]:ID2,ID2,ID2	unique donor by IDs+ITS	chr4R	0.33
SRR33298447.150844	chr7R	ID5,ID2,ID3,ID2	ID2,ID3,ID2	chr14L[2-3]:ID2,ID3,ID2(circ x1.5 moderate | alt chr14L[2-3] + chr14L[2])	unique donor by IDs	chr14L	0.44
SRR33298447.482744	chr7R	ID5,ID2,ID2	ID2,ID2	chr12R|chr4R:ID2,ID2	unresolved	chr12R	0.33
SRR33298447.179824	chr7R	ID5,ID2,ID2	ID2,ID2	chr13L?[2]:ID2 > chr12R|chr13L|chr14L|chr15R|chr4R:ID2	unresolved	chr12R	0.33
SRR33298447.329763	chr7R	ID5,ID7,ID5	ID7,ID5	chr13L[1]:ID7 > self[1]:ID5	unique donor by IDs+ITS	chr13	0.3
SRR33298447.18466	chr7R	ID5,ID7,ID2	ID7,ID2	chr13L[1-2]:ID7,ID2	unique donor by IDs	chr13L	0.44
SRR33298447.484670	chr7R	ID5,ID2,ID7	ID2,ID7	chr13L[2-3]:ID2,ID7	unique donor by IDs	chr13L	0.44
SRR33298447.404240	chr8L	ID3,ID2,ID2,ID2,ID2,ID2	ID3,ID2,ID2,ID2,ID2,ID2	chr14L[3]:ID3 > chr4R[3-4]:ID2,ID2,ID2,ID2,ID2(circ x2.5 moderate | alt chr4R[4-5] + chr4R[5-7])	unique donor by IDs	chr6L	0.6256
SRR33298447.501504	chr8L	ID3,ID3,ID3,ID3	ID3,ID3,ID3,ID3	chr14L[3]:ID3,ID3,ID3,ID3(circ x4.0 moderate | alt chr14L[3-5] + chr14L[3])	unique donor by IDs	chr14L	0.66
SRR33298447.176687	chr8L	ID1,ID2,ID2	ID2,ID2	chr12R|chr4R:ID2,ID2	unresolved	chr12R	0.33
SRR33298447.448787	chr8L	ID1,ID2,ID2	ID2,ID2	chr12R|chr4R:ID2,ID2	unresolved	chr12R	0.33
SRR33298447.299888	chr8L	ID1,ID3,ID3	ID3,ID3	chr14L[3-4]:ID3,ID3	unique donor by IDs	chr14L	0.44
SRR33298447.247339	chr8R	ID1,ID2,ID2,ID2,ID2,ID2,ID2,ID2	ID2,ID2,ID2,ID2,ID2,ID2,ID2	chr12R[2-5]:ID2,ID2,ID2,ID2,ID2,ID2,ID2(circ x1.8 strong)	unique donor by IDs	chr4R	0.66
SRR33298447.325162	chr8R	ID3,ID2,ID2	ID3,ID2,ID2	chr14L[3]:ID3 > chr12R|chr4R:ID2,ID2	unique donor by IDs	chr14L	0.44
SRR33298447.342640	chr8R	ID1,ID2,ID2	ID2,ID2	chr4R[1-2]:ID2,ID2	unique donor by IDs+ITS	chr4R	0.33
SRR33298447.335578	chr9L	ID6,ID2,ID2,ID2,ID2,ID2,ID2,ID2	ID2,ID2,ID2,ID2,ID2,ID2,ID2	chr4R[1-7]:ID2,ID2,ID2,ID2,ID2,ID2,ID2	unique donor by IDs	chr4R	0.66
SRR33298447.219329	chr9L	ID6,ID2,ID2,ID2	ID2,ID2,ID2	chr12R|chr4R:ID2,ID2,ID2	unresolved	chr12R	0.33
SRR33298447.238020	chr9L	ID6,ID2,ID2	ID2,ID2	chr12R|chr4R:ID2,ID2	unresolved	chr12R	0.33
