read_id_paper	chr_end_paper	n_yprime	switch	our_read_id	groups	read_id_ours	chr_end_ours	read_length	telo_side	anchor_start	anchor_end	spacer_start	spacer_end	spacer_size	spacer_source	spacer_plurality_source	spacer_switch_pos	spacer_best_identity	spacer_second_best_identity	spacer_confidence	spacer_recombination	spacer_quick_check_skipped	x_element_start	x_element_end	x_element_size	x_element_source	x_element_switch_pos	x_element_best_identity	x_element_second_best_identity	x_element_confidence	x_element_recombination	x_element_cluster_id	y_prime_count_on_read	y_prime_observed_array	y_prime_positions	y_prime_start	y_prime_end	y_prime_size	y_prime_recombination_status	y_prime_divergence_idx	y_prime_expected_at_divergence	y_prime_found_at_divergence	y_prime_downstream_consistent	y_prime_compatible_ends	y_prime_gained_segment	y_prime_fingerprint_window	y_prime_fingerprint_len	y_prime_fingerprint_kind	y_prime_array_matches	y_prime_self_match	y_prime_fingerprint_source	y_prime_fingerprint_specificity	y_prime_path	y_prime_path_n_segments	y_prime_path_primary_donor	y_prime_path_primary_len	y_prime_path_circles	y_prime_path_its_verified	y_prime_path_its_checked	recombination_source	recombination_detected	overall_confidence	cross_feature_consistent	cross_feature_detail	is_complex_event	confidence_factors	source_votes	source_tie	source_resolution	recombination_mechanism	y_prime_donor	telomere_end_confirmed	telomere_repeat_length	y_prime_probe_count	y_prime_tail_bp	qc_flags
2c12d66b-ca28-4145-83f6-5545b6d2732e	chr5L	3	N	SRR33298449.235892	ID7,ID8,ID6	SRR33298449.235892	chr5L	24859.0	beginning	19820.0	24859.0	19183.0	19820.0	637.0	chr5L	chr5L	-1.0	92.64	0.0	0.95	no_change	False	19074.0	19183.0	109.0	chr5L	-1.0	100.0	93.24	0.8379	no_change	ID21	3.0	ID6,ID2,ID7	ID6:12562-19048;ID2:5765-12386;ID7:140-5616	140.0	19048.0	18908.0	Y' Gain	1.0		ID2	True	chr10L,chr14R,chr5L,chr9L	ID2,ID7	ID2,ID7	2.0	contiguous	chr13L:contiguous	False	chr13L	1.0	chr13L[2-3]:ID2,ID7	1.0	chr13L	2.0		1.0	1.0	chr13L	True	0.44	True	y_prime=chr13L; y_prime_compatible=chr10L,chr14R,chr5L,chr9L; y_prime_array_matches=chr13L:contiguous; y_prime_status=Y' Gain; y_prime_path=chr13L[2-3]:ID2,ID7	False	base=0.40, complexity=1.10	chr13L=0.60	False	arm	donor_transfer	chr13L	True	114.0	3.0	140.0	
32183604-a706-4ed1-bc5f-70dd6d1cb5a5	chr7R	4	N	SRR33298449.347234	ID5,ID7,ID8,ID7	SRR33298449.347234	chr7R	38824.0	end	0.0	5045.0	5045.0	13336.0	8291.0	chr7R	chr7R	-1.0	97.09	0.0	0.95	no_change	False	13336.0	14044.0	708.0	chr7R	-1.0	100.0	89.31	1.0	no_change	ID26	4.0	ID5,ID7,ID2,ID7	ID5:13963-20698;ID7:20849-26337;ID2:26499-33138;ID7:33278-38758	13963.0	38758.0	24795.0	Y' Gain	1.0		ID7	True	chr14L,chr16L,chr7R	ID7,ID2,ID7	ID7,ID2,ID7	3.0	contiguous	chr13L:contiguous	False	chr13L	1.0	chr13L[1-2]:ID7,ID2,ID7(circ x1.5 moderate | alt chr13L[1-2] + chr13L[1])	1.0	chr13L	3.0	chr13L[1-2]:ID7,ID2x1.5:moderate	1.0	2.0	chr13L	True	0.66	True	y_prime=chr13L; y_prime_compatible=chr14L,chr16L,chr7R; y_prime_array_matches=chr13L:contiguous; y_prime_status=Y' Gain; y_prime_path=chr13L[1-2]:ID7,ID2,ID7(circ x1.5 moderate | alt chr13L[1-2] + chr13L[1])	False	base=0.60, complexity=1.10	chr13L=1.00	False	arm	donor_transfer	chr13L	True	58.0	4.0	66.0	
3601a98e-2bcf-4771-85eb-df9d61f2bf9f	chr14R	3	N	SRR33298449.132130	ID6,ID6,ID6	SRR33298449.132130	chr14R	29942.0	end	0.0	5028.0	5028.0	8277.0	3249.0	chr14R	chr14R	-1.0	95.54	0.0	0.95	no_change	False	8277.0	9071.0	794.0	chr14R	-1.0	99.87	90.2	0.9827	no_change	ID11	3.0	ID6,ID6,ID6	ID6:9196-15926;ID6:16127-22873;ID6:23072-29814	9196.0	29814.0	20618.0	Y' Gain	1.0		ID6	True	chr10L,chr14R,chr5L,chr9L	ID6,ID6		0.0			False		0.0	self[1]:ID6 > self[1]:ID6	2.0	self	1.0		0.0	1.0	ambiguous	True	0.3	True	y_prime_compatible=chr10L,chr14R,chr5L,chr9L; y_prime_status=Y' Gain; y_prime_path=self[1]:ID6 > self[1]:ID6	False	base=0.30, complexity=1.00		False		unmatched_array		True	122.0	3.0	128.0	
36231450-6fae-4d2b-b0af-e80c197d3e0e	chr12L	3	N	SRR33298449.75975	ID2,ID2,ID1	SRR33298449.75975	chr12L	24397.0	beginning	19373.0	24397.0	19244.0	19373.0	129.0	chr12L	chr12L	-1.0	100.0	0.0	0.95	no_change	True	18830.0	19244.0	414.0	chr12L	-1.0	100.0	94.82	0.7588	no_change	ID7	3.0	ID1,ID2,ID2	ID1:13613-18800;ID2:6810-13447;ID2:149-6801	149.0	18800.0	18651.0	Y' Gain	1.0		ID2	True	chr12L,chr12R,chr16R,chr5R,chr8L,chr8R	ID2,ID2	ID2,ID2	2.0	contiguous	chr12R:contiguous;chr4R:contiguous	False		0.5	chr4R[1-2]:ID2,ID2	1.0	chr4R	2.0		1.0	1.0	chr4R	True	0.33	True	y_prime=chr4R; y_prime_compatible=chr12L,chr12R,chr16R,chr5R,chr8L; y_prime_array_matches=chr12R:contiguous,chr4R:contiguous; y_prime_status=Y' Gain; y_prime_path=chr4R[1-2]:ID2,ID2	False	base=0.30, complexity=1.10	chr4R=0.60	False	arm	donor_transfer	chr4R	True	119.0	3.0	149.0	
37d6f4f6-90b3-4b6b-98dd-22e109b674e3	chr15R	5	N	SRR33298449.42529	ID2,ID2,ID3,ID3,ID3	SRR33298449.42529	chr15R	49851.0	end	0.0	5033.0	5033.0	18507.0	13474.0	chr15R	chr15R	-1.0	98.85	0.0	0.95	no_change	False	18507.0	19203.0	696.0	chr15R	-1.0	99.86	90.97	0.9428	no_change	ID2	5.0	ID2,ID2,ID3,ID3,ID3	ID2:19203-25868;ID2:26039-32684;ID3:32854-38339;ID3:38512-43984;ID3:44157-49646	19203.0	49646.0	30443.0	Y' Gain	1.0		ID2	True	chr15R,chr4R	ID2,ID3,ID3,ID3	ID2,ID3,ID3,ID3	4.0	contiguous	chr14L:contiguous	False	chr14L	1.0	chr14L[2-5]:ID2,ID3,ID3,ID3	1.0	chr14L	4.0		3.0	3.0	chr14L	True	0.66	True	y_prime=chr14L; y_prime_compatible=chr15R,chr4R; y_prime_array_matches=chr14L:contiguous; y_prime_status=Y' Gain; y_prime_path=chr14L[2-5]:ID2,ID3,ID3,ID3	False	base=0.60, complexity=1.10	chr14L=1.00	False	arm	donor_transfer	chr14L	True	198.0	5.0	205.0	
38e1e12c-ec7c-4264-89bf-c812a8111225	chr16R	3	Y	SRR33298449.148131	ID8,ID7,ID3	SRR33298449.148131	chr16R	24087.0	beginning	19068.0	24087.0	18165.0	19068.0	903.0	chr16R	chr16R	-1.0	99.44	0.0	0.95	no_change	False	17794.0	18165.0	371.0	chr16R	-1.0	99.46	94.24	0.7572	no_change	ID13	3.0	ID3,ID7,ID2	ID3:12577-17758;ID7:6958-12427;ID2:172-6798	172.0	17758.0	17586.0	1st Y' Change	0.0	ID1	ID3	False		ID3,ID7,ID2	ID7,ID2	2.0	contiguous	chr13L:contiguous	False	chr13L	1.0	chr14L[3]:ID3 > chr13L[1-2]:ID7,ID2	2.0	chr13L	2.0		1.0	2.0	chr13L	True	0.44	True	y_prime=chr13L; y_prime_array_matches=chr13L:contiguous; y_prime_status=1st Y' Change; y_prime_path=chr14L[3]:ID3 > chr13L[1-2]:ID7,ID2	False	base=0.40, complexity=1.10	chr13L=0.60	False	arm	donor_transfer	chr13L	True	139.0	3.0	172.0	
3ea1bd4f-14ef-4650-ae99-ee16e0f45f7c	chr14R	4	N	SRR33298449.95832	ID6,ID8,ID8,ID8	SRR33298449.95832	chr14R	36213.0	end	0.0	5036.0	5036.0	8296.0	3260.0	chr14R	chr14R	-1.0	95.9	0.0	0.95	no_change	False	8296.0	9090.0	794.0	chr14R	-1.0	99.25	89.94	0.9583	no_change	ID11	4.0	ID6,ID2,ID2,ID2	ID6:9166-15696;ID2:15857-22502;ID2:22666-29306;ID2:29470-36114	9166.0	36114.0	26948.0	Y' Gain	1.0		ID2	True	chr10L,chr14R,chr5L,chr9L	ID2,ID2,ID2	ID2,ID2,ID2	3.0	contiguous	chr12R:contiguous;chr4R:contiguous	False		0.5	chr12R|chr4R:ID2,ID2,ID2	1.0		3.0		2.0	2.0	chr12R	True	0.33	True	y_prime_compatible=chr10L,chr14R,chr5L,chr9L; y_prime_array_matches=chr12R:contiguous,chr4R:contiguous; y_prime_status=Y' Gain; y_prime_path=chr12R|chr4R:ID2,ID2,ID2	False	base=0.30, complexity=1.10	chr12R=0.15;chr4R=0.15	True	arm	donor_transfer_candidates:2		True	89.0	4.0	99.0	
4081ddef-46b3-4611-ba4e-189a63fe2e23	chr14L	8	N	SRR33298449.278119	ID2,ID5,ID5,ID2,ID5,ID5,ID2,ID5	SRR33298449.278119	chr14L	69891.0	beginning	64854.0	69891.0	55553.0	64854.0	9301.0	chr14L	chr14L	-1.0	98.18	0.0	0.95	no_change	False	54820.0	55553.0	733.0	chr14L	-1.0	100.0	91.69	0.9156	no_change	ID10	8.0	ID5,ID2,ID5,ID5,ID2,ID5,ID5,ID2	ID5:47899-54932;ID2:41085-47733;ID5:34263-40917;ID5:27449-34095;ID2:20624-27281;ID5:13802-20456;ID5:6978-13632;ID2:186-6810	186.0	54932.0	54746.0	Y' Recombination	2.0	ID3	ID5	False	chr14L,chr16L,chr7R	ID5,ID5,ID2,ID5,ID5,ID2	ID5,ID2	2.0	contiguous	chr14L:contiguous	True		1.0	self[1]:ID5 > self[1-2]:ID5,ID2,ID5(circ x1.5 moderate | alt chr14L[1-2] + chr14L[1]) > self[1-2]:ID5,ID2	3.0	self	3.0	self[1-2]:ID5,ID2x1.5:moderate	5.0	5.0	chr14L	True	0.33	True	y_prime_compatible=chr14L,chr16L,chr7R; y_prime_array_matches=chr14L:contiguous; y_prime_status=Y' Recombination; y_prime_path=self[1]:ID5 > self[1-2]:ID5,ID2,ID5(circ x1.5 moderate | alt chr14L[1-2] + chr14L[1]) > self[1-2]:ID5,ID2	False	base=0.30, complexity=1.10		False	self	tandem_amplification_same_end		True	148.0	8.0	186.0	
44cc9e63-041d-4002-af75-5b2a5a7a1f3e	chr4L	5	N	SRR33298449.23058	ID7,ID8,ID7,ID8,ID7	SRR33298449.23058	chr4L	56384.0	end	0.0	5042.0	5042.0	25130.0	20088.0	chr4L	chr4L	-1.0	99.29	0.0	0.95	no_change	False	25130.0	25840.0	710.0	chr4L	-1.0	99.58	95.75	0.6885	no_change	ID19	5.0	ID7,ID2,ID7,ID2,ID7	ID7:25914-31397;ID2:31559-38211;ID7:38362-43835;ID2:43995-50643;ID7:50803-56267	25914.0	56267.0	30353.0	Y' Gain	0.0		ID7	True	chr13L	ID7,ID2,ID7,ID2,ID7	ID7,ID2,ID7,ID2,ID7	5.0	periodic	chr13L:periodic	False	chr13L	1.0	chr13L[2-3]:ID7,ID2,ID7,ID2,ID7(circ x2.5 strong)	1.0	chr13L	5.0	chr13L[2-3]:ID7,ID2x2.5:strong	4.0	4.0	chr13L	True	0.66	True	y_prime=chr13L; y_prime_compatible=chr13L; y_prime_array_matches=chr13L:periodic; y_prime_status=Y' Gain; y_prime_path=chr13L[2-3]:ID7,ID2,ID7,ID2,ID7(circ x2.5 strong)	False	base=0.60, complexity=1.10	chr13L=1.00	False	arm	donor_transfer	chr13L	True	108.0	5.0	117.0	
44d4a8e5-afd7-41e2-b203-afba9708c1b9	chr16R	3	N	SRR33298449.309344	ID2,ID2,ID1	SRR33298449.309344	chr16R	23585.0	beginning	20364.0	23585.0	19463.0	20364.0	901.0	chr16R	chr16R	-1.0	99.85	0.0	0.95	no_change	False	19089.0	19463.0	374.0	chr16R	-1.0	100.0	94.92	0.7542	no_change	ID13	3.0	ID1,ID2,ID2	ID1:13771-19054;ID2:6940-13597;ID2:126-6775	126.0	19054.0	18928.0	Y' Gain	1.0		ID2	True	chr12L,chr12R,chr16R,chr5R,chr8L,chr8R	ID2,ID2	ID2,ID2	2.0	contiguous	chr12R:contiguous;chr4R:contiguous	False		0.5	chr12R|chr4R:ID2,ID2	1.0		2.0		1.0	1.0	chr12R	True	0.33	True	y_prime_compatible=chr12L,chr12R,chr16R,chr5R,chr8L; y_prime_array_matches=chr12R:contiguous,chr4R:contiguous; y_prime_status=Y' Gain; y_prime_path=chr12R|chr4R:ID2,ID2	False	base=0.30, complexity=1.10	chr12R=0.15;chr4R=0.15	True	arm	donor_transfer_candidates:2		True	91.0	3.0	126.0	
458af5fd-38ed-46b7-8f16-442656c275a8	chr15R	4	Y	SRR33298449.557763	ID2,ID2,ID8,ID8	SRR33298449.557763	chr15R	46508.0	end	0.0	5043.0	5043.0	18518.0	13475.0	chr15R	chr15R	-1.0	98.91	0.0	0.95	no_change	False	18518.0	19213.0	695.0	chr15R	-1.0	99.71	90.69	0.9484	no_change	ID2	4.0	ID2,ID2,ID2,ID2	ID2:19213-25852;ID2:26012-32652;ID2:32807-39466;ID2:39621-46271	19213.0	46271.0	27058.0	Y' Gain	1.0		ID2	True	chr15R,chr4R	ID2,ID2,ID2	ID2,ID2,ID2	3.0	contiguous	chr12R:contiguous;chr4R:contiguous	False		0.5	chr12R|chr13L:ID2,ID2,ID2(circ x3.0)	1.0		3.0	chr12R|chr13L:ID2x3.0:na	2.0	2.0	chr12R	True	0.33	True	y_prime_compatible=chr15R,chr4R; y_prime_array_matches=chr12R:contiguous,chr4R:contiguous; y_prime_status=Y' Gain; y_prime_path=chr12R|chr13L:ID2,ID2,ID2(circ x3.0)	False	base=0.30, complexity=1.10	chr12R=0.15;chr4R=0.15	True	arm	donor_transfer_candidates:2		True	229.0	4.0	237.0	
48c16cfd-eaa9-4ffe-8dc2-34403657c68a	chr7R	4	N	SRR33298449.420201	ID3,ID3,ID2,ID5	SRR33298449.420201	chr7R	37096.0	beginning	33924.0	37096.0	25627.0	33924.0	8297.0	chr7R	chr7R	-1.0	98.33	0.0	0.95	no_change	False	24919.0	25627.0	708.0	chr7R	-1.0	99.44	88.89	1.0	no_change	ID26	4.0	ID5,ID2,ID3,ID3	ID5:18261-25000;ID2:11439-18093;ID3:5783-11267;ID3:107-5612	107.0	25000.0	24893.0	Y' Gain	1.0		ID2	True	chr14L,chr16L,chr7R	ID2,ID3,ID3	ID2,ID3,ID3	3.0	contiguous	chr14L:contiguous	False	chr14L	1.0	chr14L[2-4]:ID2,ID3,ID3	1.0	chr14L	3.0		2.0	2.0	chr14L	True	0.66	True	y_prime=chr14L; y_prime_compatible=chr14L,chr16L,chr7R; y_prime_array_matches=chr14L:contiguous; y_prime_status=Y' Gain; y_prime_path=chr14L[2-4]:ID2,ID3,ID3	False	base=0.60, complexity=1.10	chr14L=1.00	False	arm	donor_transfer	chr14L	True	74.0	4.0	107.0	
49744c86-4a2e-49ef-b1a8-b03833ad93f3	chr2L	4	N	SRR33298449.214186	ID2,ID2,ID2,ID4	SRR33298449.214186	chr2L	36246.0	beginning	31207.0	36246.0	27215.0	31207.0	3992.0	chr2L	chr2L	-1.0	99.08	0.0	0.95	no_change	False	26457.0	27215.0	758.0	chr2L	-1.0	100.0	91.7	0.915	no_change	ID16	4.0	ID4,ID2,ID2,ID2	ID4:20481-26455;ID2:13659-20311;ID2:6842-13487;ID2:180-6833	180.0	26455.0	26275.0	Y' Gain	1.0		ID2	True	chr2L,chr6L	ID2,ID2,ID2	ID2,ID2,ID2	3.0	contiguous	chr12R:contiguous;chr4R:contiguous	False		0.5	chr4R[5-7]:ID2,ID2,ID2	1.0	chr4R	3.0		2.0	2.0	chr4R	True	0.33	True	y_prime=chr4R; y_prime_compatible=chr2L,chr6L; y_prime_array_matches=chr12R:contiguous,chr4R:contiguous; y_prime_status=Y' Gain; y_prime_path=chr4R[5-7]:ID2,ID2,ID2	False	base=0.30, complexity=1.10	chr4R=1.00	False	arm	donor_transfer	chr4R	True	143.0	4.0	180.0	
4bf3de54-d9df-424f-9bde-72a8a4b56b30	chr14L	12	N	SRR33298449.389750	ID3,ID3,ID3,ID3,ID3,ID3,ID3,ID3,ID3,ID3,ID2,ID5	SRR33298449.389750	chr14L	85570.0	beginning	80542.0	85570.0	71242.0	80542.0	9300.0	chr14L	chr14L	-1.0	98.56	0.0	0.95	no_change	False	70509.0	71242.0	733.0	chr14L	-1.0	100.0	91.69	0.9156	no_change	ID10	12.0	ID5,ID2,ID3,ID3,ID3,ID3,ID3,ID3,ID3,ID3,ID3,ID3	ID5:63582-70621;ID2:56756-63405;ID3:51102-56584;ID3:45439-50925;ID3:39765-45262;ID3:34104-39590;ID3:28441-33925;ID3:22784-28266;ID3:17127-22611;ID3:11467-16952;ID3:5804-11293;ID3:153-5627	153.0	70621.0	70468.0	Y' Gain	5.0		ID3	True	chr14L,chr16L,chr7R	ID3,ID3,ID3,ID3,ID3,ID3,ID3	ID3,ID3,ID3,ID3,ID3,ID3,ID3	7.0	periodic	chr14L:periodic	True		1.0	self[3]:ID3,ID3,ID3,ID3,ID3,ID3,ID3(circ x7.0 strong)	1.0	self	7.0	self[3]:ID3x7.0:strong	6.0	6.0	chr14L	True	0.33	True	supplementary=chr4; y_prime_compatible=chr14L,chr16L,chr7R; y_prime_array_matches=chr14L:periodic; y_prime_status=Y' Gain; y_prime_path=self[3]:ID3,ID3,ID3,ID3,ID3,ID3,ID3(circ x7.0 strong)	False	base=0.30, complexity=1.10	chr4=0.25	False	self	tandem_amplification_same_end		True	116.0	12.0	153.0	
50aca7eb-cf02-4fda-a682-d5bfa0b5a255	chr14L	8	N	SRR33298449.568949	ID3,ID3,ID3,ID3,ID3,ID3,ID2,ID5	SRR33298449.568949	chr14L	62956.0	beginning	57929.0	62956.0	48630.0	57929.0	9299.0	chr14L	chr14L	-1.0	99.36	0.0	0.95	no_change	False	47897.0	48630.0	733.0	chr14L	-1.0	100.0	91.69	0.9156	no_change	ID10	8.0	ID5,ID2,ID3,ID3,ID3,ID3,ID3,ID3	ID5:40969-48009;ID2:34147-40801;ID3:28479-33973;ID3:22821-28304;ID3:17157-22646;ID3:11526-16985;ID3:5874-11351;ID3:213-5699	213.0	48009.0	47796.0	Y' Gain	5.0		ID3	True	chr14L,chr16L,chr7R	ID3,ID3,ID3	ID3,ID3,ID3	3.0	contiguous	chr14L:contiguous	True		1.0	self[3-5]:ID3,ID3,ID3	1.0	self	3.0		2.0	2.0	chr14L	True	0.33	True	supplementary=chr4; y_prime_compatible=chr14L,chr16L,chr7R; y_prime_array_matches=chr14L:contiguous; y_prime_status=Y' Gain; y_prime_path=self[3-5]:ID3,ID3,ID3	False	base=0.30, complexity=1.10	chr4=0.25	False	self	tandem_amplification_same_end		True	173.0	8.0	213.0	
528c9417-9044-4f09-ab29-8cf7323787fc	chr14R	3	N	SRR33298449.313063	ID6,ID3,ID3																																																																							
54ff7e49-8e52-446c-be70-18f2727a386a	chr5R	5	N	SRR33298449.439307	ID1,ID8,ID8,ID8,ID8	SRR33298449.439307	chr5R	40264.0	end	0.0	4124.0	4124.0	5609.0	1485.0	chr5R	chr5R	-1.0	99.89	0.0	0.95	no_change	False	5609.0	6231.0	622.0	chr5R	-1.0	99.84	92.06	0.8878	no_change	ID22	5.0	ID1,ID2,ID2,ID2,ID2	ID1:6247-12934;ID2:13098-19746;ID2:19910-26540;ID2:26704-33344;ID2:33508-40164	6247.0	40164.0	33917.0	Y' Gain	1.0		ID2	True	chr12L,chr12R,chr16R,chr5R,chr8L,chr8R	ID2,ID2,ID2,ID2	ID2,ID2,ID2,ID2	4.0	contiguous	chr12R:contiguous;chr4R:contiguous	False		0.5	chr12R[2-5]:ID2,ID2,ID2,ID2	1.0	chr12R	4.0		3.0	3.0	chr12R	True	0.33	True	y_prime=chr12R; y_prime_compatible=chr12L,chr12R,chr16R,chr5R,chr8L; y_prime_array_matches=chr12R:contiguous,chr4R:contiguous; y_prime_status=Y' Gain; y_prime_path=chr12R[2-5]:ID2,ID2,ID2,ID2	False	base=0.30, complexity=1.10	chr12R=1.00	False	arm	donor_transfer	chr12R	True	88.0	5.0	100.0	
56b9ca64-183f-4051-a4f0-6a52d6b50d69	chr12L	8	N	SRR33298449.12734	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID1	SRR33298449.12734	chr12L	58056.0	beginning	53013.0	58056.0	52884.0	53013.0	129.0			-1.0	0.0	0.0	0.0	no_data	False	52470.0	52884.0	414.0	chr12L	-1.0	100.0	94.82	0.7588	no_change	ID7	8.0	ID1,ID2,ID2,ID2,ID2,ID2,ID2,ID2	ID1:47271-52440;ID2:40613-47262;ID2:33797-40441;ID2:27138-33788;ID2:20312-26966;ID2:13655-20303;ID2:6835-13483;ID2:183-6826	183.0	52440.0	52257.0	Y' Gain	1.0		ID2	True	chr12L,chr12R,chr16R,chr5R,chr8L,chr8R	ID2,ID2,ID2,ID2,ID2,ID2,ID2	ID2,ID2,ID2,ID2,ID2,ID2,ID2	7.0	contiguous	chr12R:periodic;chr4R:contiguous	False	chr4R	1.0	chr4R[3-4]:ID2,ID2,ID2,ID2,ID2,ID2,ID2(circ x3.5 moderate)	1.0	chr4R	7.0	chr4R[3-4]:ID2,ID2x3.5:moderate	6.0	6.0	chr4R	True	0.66	True	y_prime=chr4R; y_prime_compatible=chr12L,chr12R,chr16R,chr5R,chr8L; y_prime_array_matches=chr12R:periodic,chr4R:contiguous; y_prime_status=Y' Gain; y_prime_path=chr4R[3-4]:ID2,ID2,ID2,ID2,ID2,ID2,ID2(circ x3.5 moderate)	False	base=0.60, complexity=1.10	chr4R=1.00	False	arm	donor_transfer	chr4R	True	142.0	8.0	183.0	
58abea61-134d-4061-8d2b-b2f436df4982	chr8R	3	N	SRR33298449.118344	ID7,ID7,ID1	SRR33298449.118344	chr8R	52042.0	beginning	47023.0	52042.0	17644.0	47023.0	29379.0	chr8R	chr8R	-1.0	98.95	0.0	0.95	no_change	False	16924.0	17644.0	720.0	chr8R	-1.0	99.03	93.84	0.7525	no_change	ID28	3.0	ID1,ID7,ID7	ID1:11313-16730;ID7:5730-11154;ID7:84-5573	84.0	16730.0	16646.0	Y' Gain	1.0		ID7	True	chr12L,chr12R,chr16R,chr5R,chr8L,chr8R	ID7,ID7		0.0			False		0.0	chr13L[1]:ID7 > chr13L[1]:ID7	2.0	chr13L	1.0		1.0	1.0	chr13	True	0.3	True	supplementary=chr13; y_prime_compatible=chr12L,chr12R,chr16R,chr5R,chr8L; y_prime_status=Y' Gain; y_prime_path=chr13L[1]:ID7 > chr13L[1]:ID7	False	base=0.30, complexity=1.00	chr13=0.25	False	chromosome	unmatched_array		True	50.0	3.0	84.0	
5dc892a5-0485-409d-b54a-7e547542305a	chr7L	4	N	SRR33298449.107663	ID2,ID2,ID2,ID2	SRR33298449.107663	chr7L	34011.0	beginning	28972.0	34011.0	27984.0	28972.0	988.0	chr7L	chr7L	-1.0	99.57	0.0	0.95	no_change	False	27254.0	27984.0	730.0	chr7L	-1.0	98.5	93.17	0.7546	no_change	ID25	4.0	ID2,ID2,ID2,ID2	ID2:20612-27248;ID2:13786-20438;ID2:6972-13614;ID2:168-6814	168.0	27248.0	27080.0	Y' Gain	0.0		ID2	True	chr15R,chr4R	ID2,ID2,ID2,ID2	ID2,ID2,ID2,ID2	4.0	contiguous	chr12R:contiguous;chr4R:contiguous	False		0.5	chr12R[2-4]:ID2,ID2,ID2,ID2(circ x1.3 moderate | alt chr12R[2-4] + chr12R[2])	1.0	chr12R	4.0	chr12R[2-4]:ID2,ID2,ID2x1.3:moderate	3.0	3.0	chr12R	True	0.33	True	y_prime=chr12R; y_prime_compatible=chr15R,chr4R; y_prime_array_matches=chr12R:contiguous,chr4R:contiguous; y_prime_status=Y' Gain; y_prime_path=chr12R[2-4]:ID2,ID2,ID2,ID2(circ x1.3 moderate | alt chr12R[2-4] + chr12R[2])	False	base=0.30, complexity=1.10	chr12R=1.00	False	arm	donor_transfer	chr12R	True	110.0	4.0	168.0	
6005aa22-9d6a-4928-ab71-1494cbd781a7	chr3R	4	N	SRR33298449.43071	ID8,ID7,ID8,ID7	SRR33298449.43071	chr3R	40559.0	beginning	35539.0	40559.0	25616.0	35539.0	9923.0	chr3R	chr3R	-1.0	96.3	0.0	0.95	no_change	False	24911.0	25616.0	705.0	chr3R	-1.0	97.19	86.75	0.9937	no_change	ID18	4.0	ID7,ID2,ID7,ID2	ID7:19365-24848;ID2:12543-19203;ID7:6915-12392;ID2:109-6737	109.0	24848.0	24739.0	Y' Gain	0.0		ID7	True	chr13L	ID7,ID2,ID7,ID2	ID7,ID2,ID7,ID2	4.0	contiguous	chr13L:contiguous	False	chr13L	1.0	chr13L[1-3]:ID7,ID2,ID7 > chr12R|chr13L|chr14L|chr15R|chr4R:ID2	2.0	chr13L	3.0		2.0	3.0	chr13L	True	0.66	True	y_prime=chr13L; y_prime_compatible=chr13L; y_prime_array_matches=chr13L:contiguous; y_prime_status=Y' Gain; y_prime_path=chr13L[1-3]:ID7,ID2,ID7 > chr12R|chr13L|chr14L|chr15R|chr4R:ID2	False	base=0.60, complexity=1.10	chr13L=1.00	False	arm	donor_transfer	chr13L	True	70.0	4.0	109.0	
6412e72e-0d21-4c2f-94d9-298d3e860a51	chr6L	4	N	SRR33298449.333059	ID4,ID2,ID3,ID3	SRR33298449.333059	chr6L	42642.0	end	0.0	5041.0	5041.0	17542.0	12501.0	chr6L	chr6L	-1.0	99.74	0.0	0.95	no_change	False	17542.0	18246.0	704.0	chr6L	-1.0	99.58	90.49	0.9501	no_change	ID23	4.0	ID4,ID2,ID3,ID3	ID4:18362-24340;ID2:24503-31176;ID3:31351-36839;ID3:37015-42498	18362.0	42498.0	24136.0	Y' Gain	1.0		ID2	True	chr2L,chr6L	ID2,ID3,ID3	ID2,ID3,ID3	3.0	contiguous	chr14L:contiguous	False	chr14L	1.0	chr14L[2-4]:ID2,ID3,ID3	1.0	chr14L	3.0		2.0	2.0	chr14L	True	0.66	True	y_prime=chr14L; y_prime_compatible=chr2L,chr6L; y_prime_array_matches=chr14L:contiguous; y_prime_status=Y' Gain; y_prime_path=chr14L[2-4]:ID2,ID3,ID3	False	base=0.60, complexity=1.10	chr14L=1.00	False	arm	donor_transfer	chr14L	True	136.0	3.0	144.0	
65de6779-a6e6-4c1c-9b7d-6250e8963e6e	chr4L	4	N	SRR33298449.141373	ID7,ID8,ID7,ID8	SRR33298449.141373	chr4L	50747.0	end	0.0	5035.0	5035.0	25093.0	20058.0	chr4L	chr4L	-1.0	99.06	0.0	0.95	no_change	False	25093.0	25805.0	712.0	chr4L	-1.0	99.86	96.03	0.6903	no_change	ID19	4.0	ID7,ID2,ID7,ID2	ID7:25846-31333;ID2:31495-38146;ID7:38297-43780;ID2:43943-50585	25846.0	50585.0	24739.0	Y' Gain	0.0		ID7	True	chr13L	ID7,ID2,ID7,ID2	ID7,ID2,ID7,ID2	4.0	contiguous	chr13L:contiguous	False	chr13L	1.0	chr13L[1-4]:ID7,ID2,ID7,ID2	1.0	chr13L	4.0		3.0	3.0	chr13L	True	0.66	True	y_prime=chr13L; y_prime_compatible=chr13L; y_prime_array_matches=chr13L:contiguous; y_prime_status=Y' Gain; y_prime_path=chr13L[1-4]:ID7,ID2,ID7,ID2	False	base=0.60, complexity=1.10	chr13L=1.00	False	arm	donor_transfer	chr13L	True	131.0	3.0	162.0	
