sample	chr_end	n	n_status_changed	n_source_changed	n_detected_changed	n_detected_a	n_detected_b	n_ambiguous_a	n_ambiguous_b	mean_dconf
7172_survivor_IT134	chr2R	35	0	29	0	32	32	0	4	0.007
7172_survivor_IT134	chr3L	58	0	35	0	54	54	0	2	0.074
7172_survivor_IT134	chr3R	52	0	27	0	44	44	0	2	0.058
7172_survivor_IT134	chr4L	15	0	0	0	15	15	0	0	0.164
7172_survivor_IT134	chr4R	25	0	1	0	25	25	24	24	-0.024
7172_survivor_IT134	chr5L	41	0	34	0	36	36	0	23	0.001
7172_survivor_IT134	chr5R	29	0	17	0	17	17	1	5	0.019
7172_survivor_IT134	chr6L	26	0	0	0	26	26	0	0	0.258
7172_survivor_IT134	chr6R	69	0	26	0	44	44	1	10	0.023
7172_survivor_IT134	chr7L	31	0	15	0	28	28	0	3	0.06
7172_survivor_IT134	chr7R	29	0	16	0	18	18	0	3	-0.003
7172_survivor_IT134	chr8L	52	0	33	0	41	41	1	19	0.046
7172_survivor_IT134	chr8R	12	0	7	0	7	7	0	1	0.025
7172_survivor_IT134	chr9L	33	0	12	0	24	24	7	11	0.017
7172_survivor_IT134	chr9R	31	0	23	0	30	30	0	2	0.028
7172_survivor_IT135	chr10L	24	0	21	0	23	23	0	4	0.011
7172_survivor_IT135	chr10R	71	0	19	0	24	24	0	2	0.008
7172_survivor_IT135	chr11L	66	0	31	0	60	60	0	5	0.102
7172_survivor_IT135	chr11R	43	0	25	0	41	41	0	1	0.041
7172_survivor_IT135	chr12L	95	0	22	0	58	58	57	35	0.017
7172_survivor_IT135	chr12R	12	0	4	0	11	11	6	5	0.019
7172_survivor_IT135	chr13L	74	0	31	0	46	46	1	8	0.016
7172_survivor_IT135	chr13R	62	0	25	0	58	58	2	12	0.084
7172_survivor_IT135	chr14L	42	0	21	0	39	39	19	18	-0.006
7172_survivor_IT135	chr14R	33	0	19	0	31	31	11	15	0.074
7172_survivor_IT135	chr15L	51	0	28	0	51	51	1	15	0.032
7172_survivor_IT135	chr15R	74	0	54	0	59	59	2	3	0.02
7172_survivor_IT135	chr16L	72	0	22	0	67	67	43	44	-0.002
7172_survivor_IT135	chr16R	71	0	54	0	64	64	3	27	0.038
7172_survivor_IT135	chr1L	114	0	12	0	114	114	0	0	0.063
7172_survivor_IT135	chr1R	68	0	33	0	67	67	0	2	0.088
7172_survivor_IT135	chr2L	94	0	47	0	68	68	0	15	0.035
7172_survivor_IT135	chr2R	72	0	50	0	71	71	0	6	0.129
7172_survivor_IT135	chr3L	179	0	43	0	173	173	0	6	0.022
7172_survivor_IT135	chr3R	179	0	25	0	51	51	0	0	0.021
7172_survivor_IT135	chr4L	95	0	0	0	95	95	0	0	0.055
7172_survivor_IT135	chr4R	16	0	6	0	15	15	13	9	0.032
7172_survivor_IT135	chr5L	85	0	58	0	68	68	5	29	0.073
7172_survivor_IT135	chr5R	61	0	53	0	53	53	1	19	0.034
7172_survivor_IT135	chr6L	91	0	0	0	91	91	0	0	0.148
7172_survivor_IT135	chr6R	149	0	83	0	124	124	5	35	0.031
7172_survivor_IT135	chr7L	37	0	13	0	37	37	0	5	0.063
7172_survivor_IT135	chr7R	71	0	47	0	47	47	0	16	0.007
7172_survivor_IT135	chr8L	97	0	68	0	70	70	1	39	0.025
7172_survivor_IT135	chr8R	37	0	11	0	23	23	3	4	0.01
7172_survivor_IT135	chr9L	56	0	11	0	34	34	1	2	0.023
7172_survivor_IT135	chr9R	67	0	22	0	67	67	0	1	0.212
7172_survivor_IT139	chr10L	21	0	13	0	21	21	4	6	0.019
7172_survivor_IT139	chr10R	47	0	21	0	40	40	0	0	0.07
7172_survivor_IT139	chr11L	76	0	60	0	73	73	0	8	0.076
7172_survivor_IT139	chr11R	55	0	6	0	52	52	0	1	0.213
7172_survivor_IT139	chr12L	76	0	14	0	47	47	45	31	0.008
7172_survivor_IT139	chr12R	10	0	1	0	7	7	5	5	0.003
7172_survivor_IT139	chr13L	71	0	21	0	44	44	0	10	0.005
7172_survivor_IT139	chr13R	40	0	23	0	37	37	2	19	0.11
7172_survivor_IT139	chr14L	70	0	15	0	70	70	56	55	-0.006
7172_survivor_IT139	chr14R	66	0	26	0	53	53	15	21	0.018
7172_survivor_IT139	chr15L	70	0	41	0	67	67	0	25	0.043
7172_survivor_IT139	chr15R	35	0	16	0	19	19	1	1	0.003
7172_survivor_IT139	chr16L	41	0	10	0	35	35	23	23	0.01
7172_survivor_IT139	chr16R	63	0	41	0	49	49	5	17	0.072
7172_survivor_IT139	chr1L	71	0	18	0	53	53	28	29	0.006
7172_survivor_IT139	chr1R	29	0	5	0	29	29	0	2	0.127
7172_survivor_IT139	chr2L	46	0	25	0	38	38	0	12	0.0
7172_survivor_IT139	chr2R	52	0	22	0	50	50	0	0	0.106
7172_survivor_IT139	chr3L	77	0	47	0	70	70	0	11	0.017
7172_survivor_IT139	chr3R	45	0	8	0	45	45	0	0	0.262
7172_survivor_IT139	chr4L	46	0	11	0	38	38	3	0	0.061
7172_survivor_IT139	chr4R	11	0	3	0	11	11	8	8	-0.025
7172_survivor_IT139	chr5L	81	0	49	0	58	58	7	29	0.038
7172_survivor_IT139	chr5R	86	0	40	0	41	41	1	13	-0.001
7172_survivor_IT139	chr6L	56	0	0	0	56	56	0	0	0.148
7172_survivor_IT139	chr6R	89	0	47	0	69	69	0	13	0.027
7172_survivor_IT139	chr7L	236	0	5	0	6	6	0	4	-0.001
7172_survivor_IT139	chr7R	48	0	39	0	40	40	0	13	-0.005
7172_survivor_IT139	chr8L	94	0	52	0	63	63	5	35	0.001
7172_survivor_IT139	chr8R	20	0	6	0	15	15	0	0	0.018
7172_survivor_IT139	chr9L	30	0	16	0	30	30	9	12	0.026
7172_survivor_IT139	chr9R	71	0	40	0	54	54	0	5	0.021
7172_survivor_IT140	chr10L	71	0	63	0	71	71	0	49	0.032
7172_survivor_IT140	chr10R	145	0	80	0	143	143	0	5	0.119
7172_survivor_IT140	chr11L	151	0	84	0	150	150	0	16	0.145
7172_survivor_IT140	chr11R	138	0	76	0	115	115	0	16	0.079
7172_survivor_IT140	chr12L	146	0	27	0	106	106	101	75	0.024
7172_survivor_IT140	chr12R	35	0	12	0	34	34	14	13	-0.001
7172_survivor_IT140	chr13L	176	0	87	0	126	126	5	63	0.015
7172_survivor_IT140	chr13R	135	0	47	0	67	67	0	24	0.06
7172_survivor_IT140	chr14L	85	0	42	0	85	85	33	48	-0.01
7172_survivor_IT140	chr14R	130	0	49	0	111	111	31	52	0.009
7172_survivor_IT140	chr15L	173	0	141	0	172	172	0	20	0.027
7172_survivor_IT140	chr15R	90	0	77	0	79	79	2	9	0.047
7172_survivor_IT140	chr16L	44	0	25	0	44	44	20	31	-0.001
7172_survivor_IT140	chr16R	200	0	55	0	78	78	9	39	0.011
7172_survivor_IT140	chr1L	142	0	51	0	117	117	24	44	0.019
7172_survivor_IT140	chr1R	81	0	3	0	81	81	0	1	0.178
7172_survivor_IT140	chr2L	137	0	124	0	137	137	12	18	0.237
7172_survivor_IT140	chr2R	155	0	51	0	155	155	0	6	0.061
7172_survivor_IT140	chr3L	74	0	32	0	68	68	0	15	0.004
7172_survivor_IT140	chr3R	165	0	40	0	164	164	0	10	0.204
7172_survivor_IT140	chr4L	70	0	2	0	70	70	0	0	0.187
7172_survivor_IT140	chr4R	46	0	21	0	44	44	24	23	-0.001
7172_survivor_IT140	chr5L	247	0	122	0	157	157	11	93	0.017
7172_survivor_IT140	chr5R	227	0	84	0	86	86	1	42	0.004
7172_survivor_IT140	chr6L	205	0	0	0	205	205	0	0	0.104
7172_survivor_IT140	chr6R	263	0	197	0	256	256	0	87	0.023
7172_survivor_IT140	chr7L	159	0	89	0	159	159	0	68	-0.005
7172_survivor_IT140	chr7R	76	0	0	0	76	76	0	0	-0.001
7172_survivor_IT140	chr8L	175	0	110	0	143	143	18	101	0.007
7172_survivor_IT140	chr8R	99	0	24	0	52	52	6	14	-0.001
7172_survivor_IT140	chr9L	110	0	29	0	85	85	9	20	0.013
7172_survivor_IT140	chr9R	181	0	168	0	179	179	0	30	0.018
7172_survivor_IT150	chr10L	119	0	30	0	94	94	26	30	0.016
7172_survivor_IT150	chr10R	102	0	49	0	85	85	0	1	0.105
7172_survivor_IT150	chr11L	156	0	48	0	116	116	0	17	0.067
7172_survivor_IT150	chr11R	160	0	54	0	135	135	0	4	0.092
7172_survivor_IT150	chr12L	126	0	25	0	71	71	66	42	0.015
7172_survivor_IT150	chr12R	44	0	4	0	42	42	31	31	-0.004
7172_survivor_IT150	chr13L	119	0	44	0	74	74	1	29	0.004
7172_survivor_IT150	chr13R	122	0	82	0	112	112	2	53	0.071
7172_survivor_IT150	chr14L	86	0	22	0	86	86	62	66	-0.013
7172_survivor_IT150	chr14R	108	0	56	0	106	106	39	42	0.038
7172_survivor_IT150	chr15L	133	0	66	0	114	114	0	26	0.033
7172_survivor_IT150	chr15R	96	0	50	0	50	50	0	0	0.003
7172_survivor_IT150	chr16L	85	0	15	0	74	74	60	59	-0.013
7172_survivor_IT150	chr16R	116	0	60	0	91	91	15	40	0.045
7172_survivor_IT150	chr1L	220	0	67	0	207	207	71	83	0.023
7172_survivor_IT150	chr1R	110	0	16	0	110	110	0	1	0.138
7172_survivor_IT150	chr2L	130	0	41	0	97	97	11	30	0.012
7172_survivor_IT150	chr2R	140	0	60	0	130	130	0	10	0.093
7172_survivor_IT150	chr3L	221	0	114	0	161	161	0	8	0.056
7172_survivor_IT150	chr3R	210	0	45	0	203	203	0	0	0.135
7172_survivor_IT150	chr4L	56	0	15	0	55	55	0	0	0.097
7172_survivor_IT150	chr4R	78	0	6	0	74	74	71	68	-0.022
7172_survivor_IT150	chr5L	141	0	91	0	136	136	43	60	0.129
7172_survivor_IT150	chr5R	195	0	121	0	131	131	9	56	0.015
7172_survivor_IT150	chr6L	104	0	0	0	104	104	1	1	0.207
7172_survivor_IT150	chr6R	219	0	12	0	19	19	1	6	0.002
7172_survivor_IT150	chr7L	116	0	66	0	110	110	2	33	0.011
7172_survivor_IT150	chr7R	99	0	54	0	56	56	1	17	0.017
7172_survivor_IT150	chr8L	191	0	90	0	165	165	54	118	0.01
7172_survivor_IT150	chr8R	75	0	27	0	48	48	1	5	0.025
7172_survivor_IT150	chr9L	160	0	42	0	102	102	20	25	0.027
7172_survivor_IT150	chr9R	170	0	96	0	148	148	0	15	0.055
7172_survivor_IT152	chr10L	105	0	28	0	61	61	5	12	0.015
7172_survivor_IT152	chr10R	101	0	40	0	101	101	0	5	0.169
7172_survivor_IT152	chr11L	119	0	33	0	102	102	0	2	0.165
7172_survivor_IT152	chr11R	103	0	52	0	90	90	0	11	0.081
7172_survivor_IT152	chr12L	83	0	16	0	54	54	50	36	0.028
7172_survivor_IT152	chr12R	22	0	5	0	18	18	12	11	0.007
7172_survivor_IT152	chr13L	100	0	49	0	69	69	1	32	0.018
7172_survivor_IT152	chr13R	124	0	74	0	121	121	3	53	0.11
7172_survivor_IT152	chr14L	69	0	19	0	69	69	50	54	-0.008
7172_survivor_IT152	chr14R	115	0	33	0	86	86	26	37	0.027
7172_survivor_IT152	chr15L	74	0	50	0	70	70	0	40	-0.007
7172_survivor_IT152	chr15R	77	0	39	0	42	42	2	2	0.016
7172_survivor_IT152	chr16L	79	0	20	0	76	76	55	53	0.003
7172_survivor_IT152	chr16R	103	0	80	0	94	94	7	41	0.088
7172_survivor_IT152	chr1L	188	0	35	0	185	185	35	42	0.085
7172_survivor_IT152	chr1R	117	0	22	0	114	114	0	0	0.176
7172_survivor_IT152	chr2L	116	0	62	0	103	103	4	40	0.019
7172_survivor_IT152	chr2R	99	0	40	0	93	93	0	18	0.032
7172_survivor_IT152	chr3L	186	0	101	0	146	146	0	21	0.046
7172_survivor_IT152	chr3R	140	0	77	0	128	128	0	35	0.037
7172_survivor_IT152	chr4L	48	0	7	0	48	48	0	0	0.239
7172_survivor_IT152	chr4R	51	0	7	0	51	51	49	43	-0.028
7172_survivor_IT152	chr5L	142	0	95	0	125	125	18	44	0.081
7172_survivor_IT152	chr5R	152	0	101	0	106	106	9	44	0.009
7172_survivor_IT152	chr6L	100	0	0	0	100	100	0	0	0.138
7172_survivor_IT152	chr6R	142	0	36	0	60	60	1	8	0.019
7172_survivor_IT152	chr7L	63	0	36	0	53	53	0	27	0.038
7172_survivor_IT152	chr7R	63	0	37	0	42	42	3	12	0.0
7172_survivor_IT152	chr8L	126	0	98	0	119	119	18	59	0.018
7172_survivor_IT152	chr8R	56	0	26	0	50	50	6	8	0.029
7172_survivor_IT152	chr9L	116	0	21	0	84	84	7	14	0.011
7172_survivor_IT152	chr9R	160	0	110	0	147	147	0	21	0.027
7172_survivor_IT154	chr10L	117	0	27	0	66	66	8	13	0.021
7172_survivor_IT154	chr10R	130	0	40	0	128	128	0	6	0.106
7172_survivor_IT154	chr11L	159	0	131	0	151	151	0	20	0.038
7172_survivor_IT154	chr11R	127	0	68	0	116	116	0	16	0.073
7172_survivor_IT154	chr12L	160	0	17	0	71	71	61	47	0.015
7172_survivor_IT154	chr12R	9	0	3	0	9	9	5	5	-0.023
7172_survivor_IT154	chr13L	174	0	52	0	92	92	2	30	0.007
7172_survivor_IT154	chr13R	113	0	66	0	98	98	2	44	0.099
7172_survivor_IT154	chr14L	81	0	23	0	81	81	53	60	-0.01
7172_survivor_IT154	chr14R	93	0	59	0	82	82	21	13	0.138
7172_survivor_IT154	chr15L	28	0	15	0	22	22	0	2	0.074
7172_survivor_IT154	chr15R	95	0	48	0	50	50	1	2	0.005
7172_survivor_IT154	chr16L	69	0	13	0	58	58	43	44	0.004
7172_survivor_IT154	chr16R	170	0	71	0	111	111	19	63	0.02
7172_survivor_IT154	chr1L	194	0	41	0	187	187	36	39	0.078
7172_survivor_IT154	chr1R	117	0	53	0	115	115	0	3	0.082
7172_survivor_IT154	chr2L	123	0	50	0	81	81	5	26	0.044
7172_survivor_IT154	chr2R	138	0	41	0	129	129	0	7	0.111
7172_survivor_IT154	chr3L	207	0	150	0	201	201	0	3	0.082
7172_survivor_IT154	chr3R	144	0	50	0	137	137	0	5	0.15
7172_survivor_IT154	chr4L	57	0	3	0	56	56	1	0	0.247
7172_survivor_IT154	chr4R	39	0	3	0	38	38	36	35	-0.018
7172_survivor_IT154	chr5L	196	0	93	0	129	129	14	61	0.025
7172_survivor_IT154	chr5R	193	0	135	0	140	140	4	86	-0.004
7172_survivor_IT154	chr6L	124	0	0	0	124	124	1	1	0.094
7172_survivor_IT154	chr6R	145	0	19	0	37	37	3	13	0.006
7172_survivor_IT154	chr7L	120	0	67	0	106	106	0	31	0.038
7172_survivor_IT154	chr7R	69	0	54	0	57	57	1	15	0.001
7172_survivor_IT154	chr8L	229	0	114	0	155	155	11	95	0.005
7172_survivor_IT154	chr8R	73	0	18	0	47	47	8	9	0.023
7172_survivor_IT154	chr9L	125	0	20	0	87	87	3	15	0.008
7172_survivor_IT154	chr9R	168	0	87	0	158	158	0	13	0.126
7172_survivor_IT155	chr10L	178	0	18	0	90	90	11	17	0.009
7172_survivor_IT155	chr10R	177	0	63	0	169	169	0	9	0.092
7172_survivor_IT155	chr11L	295	0	97	0	231	231	0	46	0.054
7172_survivor_IT155	chr11R	264	0	105	0	230	230	0	25	0.082
7172_survivor_IT155	chr12L	315	0	41	0	162	162	154	117	0.016
7172_survivor_IT155	chr12R	40	0	2	0	39	39	34	34	-0.017
7172_survivor_IT155	chr13L	166	0	82	0	112	112	10	54	0.015
7172_survivor_IT155	chr13R	282	0	139	0	235	235	2	96	0.083
7172_survivor_IT155	chr14L	307	0	30	0	307	307	275	282	-0.024
7172_survivor_IT155	chr14R	309	0	112	0	294	294	132	192	0.014
7172_survivor_IT155	chr15L	284	0	167	0	259	259	2	81	0.019
7172_survivor_IT155	chr15R	195	0	69	0	80	80	3	4	0.005
7172_survivor_IT155	chr16L	127	0	22	0	120	120	94	98	-0.006
7172_survivor_IT155	chr16R	316	0	121	0	213	213	31	112	0.012
7172_survivor_IT155	chr1L	252	0	51	0	233	233	47	69	0.053
7172_survivor_IT155	chr1R	93	0	22	0	90	90	0	0	0.139
7172_survivor_IT155	chr2L	236	0	93	0	165	165	29	90	0.011
7172_survivor_IT155	chr2R	246	0	74	0	209	209	0	26	0.08
7172_survivor_IT155	chr3L	331	0	137	0	239	239	0	22	0.077
7172_survivor_IT155	chr3R	246	0	104	0	223	223	0	31	0.086
7172_survivor_IT155	chr4L	102	0	44	0	97	97	4	4	0.078
7172_survivor_IT155	chr4R	64	0	18	0	61	61	47	43	-0.019
7172_survivor_IT155	chr5L	294	0	165	0	208	208	22	124	0.019
7172_survivor_IT155	chr5R	315	0	173	0	190	190	5	83	0.003
7172_survivor_IT155	chr6L	232	0	1	0	232	232	0	0	0.087
7172_survivor_IT155	chr6R	263	0	53	0	88	88	2	23	0.009
7172_survivor_IT155	chr7L	251	0	113	0	211	211	0	64	0.049
7172_survivor_IT155	chr7R	192	0	126	0	133	133	1	39	0.015
7172_survivor_IT155	chr8L	322	0	93	0	276	276	14	56	0.051
7172_survivor_IT155	chr8R	79	0	24	0	58	58	9	10	0.012
7172_survivor_IT155	chr9L	175	0	45	0	129	129	12	22	0.016
7172_survivor_IT155	chr9R	270	0	119	0	224	224	0	23	0.045
7302_day0_with_selection	chr10L	359	0	0	0	1	1	1	1	0.0
7302_day0_with_selection	chr10R	395	0	1	0	5	5	0	0	0.001
7302_day0_with_selection	chr11L	436	0	0	0	0	0	0	0	0.0
7302_day0_with_selection	chr11R	519	0	1	0	7	7	0	0	0.001
7302_day0_with_selection	chr12L	513	0	1	0	2	2	1	0	0.0
7302_day0_with_selection	chr12R	123	0	1	0	9	9	8	8	0.0
7302_day0_with_selection	chr13L	292	0	2	0	15	15	12	12	-0.003
7302_day0_with_selection	chr13R	432	0	7	0	11	11	1	6	0.002
7302_day0_with_selection	chr14L	133	0	0	0	14	14	13	13	0.0
7302_day0_with_selection	chr14R	536	0	0	0	3	3	3	3	0.0
7302_day0_with_selection	chr15L	533	0	0	0	0	0	0	0	0.0
7302_day0_with_selection	chr15R	363	0	2	0	3	3	1	1	0.0
7302_day0_with_selection	chr16L	349	0	1	0	1	1	0	0	0.0
7302_day0_with_selection	chr16R	590	0	0	0	1	1	1	1	0.0
7302_day0_with_selection	chr1L	428	0	0	0	1	1	0	0	0.0
7302_day0_with_selection	chr1R	213	0	3	0	4	4	0	0	0.0
7302_day0_with_selection	chr2L	424	0	0	0	2	2	2	2	-0.0
7302_day0_with_selection	chr2R	507	0	1	0	3	3	0	0	0.0
7302_day0_with_selection	chr3L	627	0	0	0	0	0	0	0	0.0
7302_day0_with_selection	chr3R	628	0	1	0	3	3	0	0	0.001
7302_day0_with_selection	chr4L	273	0	0	0	3	3	0	0	0.001
7302_day0_with_selection	chr4R	113	0	1	0	13	13	12	12	-0.003
7302_day0_with_selection	chr5L	609	0	0	0	0	0	0	0	0.0
7302_day0_with_selection	chr5R	582	0	1	0	6	6	3	3	-0.0
7302_day0_with_selection	chr6L	595	0	3	0	27	27	19	19	0.0
7302_day0_with_selection	chr6R	817	0	1	0	2	2	0	0	0.0
7302_day0_with_selection	chr7L	557	0	0	0	0	0	0	0	0.0
7302_day0_with_selection	chr7R	418	0	2	0	2	2	0	0	0.0
7302_day0_with_selection	chr8L	600	0	2	0	2	2	0	0	0.001
7302_day0_with_selection	chr8R	228	0	0	0	2	2	2	2	-0.001
7302_day0_with_selection	chr9L	371	0	0	0	0	0	0	0	0.0
7302_day0_with_selection	chr9R	639	0	2	0	2	2	0	0	0.0
7302_day2_with_selection	chr10L	385	0	0	0	1	1	1	1	-0.0
7302_day2_with_selection	chr10R	397	0	0	0	7	7	0	0	0.001
7302_day2_with_selection	chr11L	471	0	0	0	1	1	0	0	0.001
7302_day2_with_selection	chr11R	447	0	4	0	6	6	0	0	0.001
7302_day2_with_selection	chr12L	507	0	3	0	9	9	8	5	0.001
7302_day2_with_selection	chr12R	61	0	2	0	14	14	12	12	-0.001
7302_day2_with_selection	chr13L	225	0	6	0	28	28	21	20	-0.003
7302_day2_with_selection	chr13R	407	0	3	0	7	7	0	3	0.003
7302_day2_with_selection	chr14L	111	0	5	0	22	22	16	14	-0.006
7302_day2_with_selection	chr14R	493	0	2	0	16	16	11	11	-0.001
7302_day2_with_selection	chr15L	583	0	0	0	1	1	0	0	0.0
7302_day2_with_selection	chr15R	322	0	1	0	4	4	2	2	0.0
7302_day2_with_selection	chr16L	340	0	1	0	2	2	1	1	-0.0
7302_day2_with_selection	chr16R	506	0	7	0	14	14	7	9	0.0
7302_day2_with_selection	chr1L	265	0	0	0	4	4	2	2	0.0
7302_day2_with_selection	chr1R	135	0	3	0	7	7	0	0	0.003
7302_day2_with_selection	chr2L	427	0	2	0	4	4	2	2	0.001
7302_day2_with_selection	chr2R	471	0	3	0	9	9	0	0	0.002
7302_day2_with_selection	chr3L	465	0	1	0	4	4	0	0	0.0
7302_day2_with_selection	chr3R	462	0	3	0	9	9	0	0	0.001
7302_day2_with_selection	chr4L	307	0	0	0	5	5	0	0	0.001
7302_day2_with_selection	chr4R	74	0	2	0	20	20	18	18	-0.003
7302_day2_with_selection	chr5L	545	0	4	0	8	8	3	4	0.001
7302_day2_with_selection	chr5R	519	0	2	0	3	3	1	1	0.0
7302_day2_with_selection	chr6L	399	0	4	0	20	20	15	14	-0.0
7302_day2_with_selection	chr6R	585	0	0	0	3	3	0	0	0.0
7302_day2_with_selection	chr7L	586	0	3	0	4	4	0	1	0.001
7302_day2_with_selection	chr7R	350	0	0	0	1	1	1	1	0.0
7302_day2_with_selection	chr8L	533	0	4	0	10	10	5	6	0.002
7302_day2_with_selection	chr8R	139	0	1	0	1	1	0	0	0.0
7302_day2_with_selection	chr9L	259	0	0	0	0	0	0	0	0.0
7302_day2_with_selection	chr9R	512	0	2	0	2	2	0	0	0.0
7302_day3_with_selection	chr10L	306	0	0	0	3	3	3	3	0.0
7302_day3_with_selection	chr10R	356	0	5	0	22	22	0	0	0.003
7302_day3_with_selection	chr11L	436	0	3	0	8	8	0	0	0.002
7302_day3_with_selection	chr11R	403	0	6	0	22	22	0	0	0.008
7302_day3_with_selection	chr12L	394	0	8	0	19	19	18	11	0.004
7302_day3_with_selection	chr12R	97	0	5	0	30	30	21	21	0.002
7302_day3_with_selection	chr13L	212	0	13	0	37	37	20	20	-0.001
7302_day3_with_selection	chr13R	348	0	9	0	18	18	0	8	0.007
7302_day3_with_selection	chr14L	126	0	5	0	34	34	23	23	-0.007
7302_day3_with_selection	chr14R	381	0	7	0	23	23	11	11	0.002
7302_day3_with_selection	chr15L	494	0	5	0	10	10	0	3	0.002
7302_day3_with_selection	chr15R	330	0	13	0	15	15	2	2	0.0
7302_day3_with_selection	chr16L	281	0	4	0	6	6	0	0	0.0
7302_day3_with_selection	chr16R	423	0	8	0	19	19	7	8	0.001
7302_day3_with_selection	chr1L	452	0	1	0	13	13	3	3	0.001
7302_day3_with_selection	chr1R	204	0	2	0	6	6	0	0	0.0
7302_day3_with_selection	chr2L	375	0	5	0	10	10	1	1	0.001
7302_day3_with_selection	chr2R	361	0	5	0	18	18	0	0	0.005
7302_day3_with_selection	chr3L	548	0	0	0	1	1	0	0	0.0
7302_day3_with_selection	chr3R	584	0	6	0	16	16	0	0	0.003
7302_day3_with_selection	chr4L	265	0	1	0	6	6	0	0	0.0
7302_day3_with_selection	chr4R	81	0	4	0	21	21	17	18	-0.009
7302_day3_with_selection	chr5L	518	0	5	0	9	9	4	7	0.0
7302_day3_with_selection	chr5R	460	0	12	0	15	15	4	3	0.002
7302_day3_with_selection	chr6L	451	0	10	0	30	30	21	18	0.001
7302_day3_with_selection	chr6R	555	0	2	0	4	4	0	0	0.0
7302_day3_with_selection	chr7L	407	0	4	0	7	7	0	2	0.001
7302_day3_with_selection	chr7R	374	0	14	0	14	14	0	0	0.002
7302_day3_with_selection	chr8L	522	0	6	0	16	16	7	9	0.002
7302_day3_with_selection	chr8R	194	0	5	0	7	7	2	2	0.005
7302_day3_with_selection	chr9L	322	0	0	0	0	0	0	0	0.0
7302_day3_with_selection	chr9R	510	0	3	0	6	6	0	0	0.001
7302_day4_with_selection	chr10L	176	0	1	0	3	3	2	2	0.0
7302_day4_with_selection	chr10R	170	0	3	0	16	16	1	0	0.005
7302_day4_with_selection	chr11L	242	0	4	0	5	5	0	0	0.001
7302_day4_with_selection	chr11R	223	0	3	0	17	17	0	0	0.006
7302_day4_with_selection	chr12L	250	0	9	0	17	17	15	6	0.007
7302_day4_with_selection	chr12R	48	0	3	0	12	12	9	9	-0.01
7302_day4_with_selection	chr13L	123	0	9	0	28	28	18	17	0.001
7302_day4_with_selection	chr13R	215	0	6	0	12	12	1	7	0.007
7302_day4_with_selection	chr14L	88	0	9	0	27	27	20	17	-0.002
7302_day4_with_selection	chr14R	244	0	6	0	17	17	10	9	0.004
7302_day4_with_selection	chr15L	262	0	4	0	5	5	0	1	0.001
7302_day4_with_selection	chr15R	168	0	12	0	13	13	1	1	0.004
7302_day4_with_selection	chr16L	169	0	6	0	7	7	1	1	0.003
7302_day4_with_selection	chr16R	267	0	10	0	11	11	0	2	0.002
7302_day4_with_selection	chr1L	201	0	1	0	9	9	3	3	0.001
7302_day4_with_selection	chr1R	90	0	5	0	9	9	0	0	0.004
7302_day4_with_selection	chr2L	203	0	3	0	10	10	6	6	-0.001
7302_day4_with_selection	chr2R	246	0	5	0	11	11	0	0	0.005
7302_day4_with_selection	chr3L	350	0	0	0	2	2	0	0	0.001
7302_day4_with_selection	chr3R	328	0	10	0	18	18	0	0	0.008
7302_day4_with_selection	chr4L	121	0	4	0	9	9	2	0	0.007
7302_day4_with_selection	chr4R	41	0	1	0	8	8	7	7	-0.01
7302_day4_with_selection	chr5L	247	0	8	0	9	9	1	4	0.001
7302_day4_with_selection	chr5R	284	0	9	0	13	13	3	3	0.002
7302_day4_with_selection	chr6L	248	0	5	0	15	15	4	4	0.003
7302_day4_with_selection	chr6R	278	0	1	0	1	1	0	0	0.0
7302_day4_with_selection	chr7L	258	0	2	0	4	4	1	1	0.001
7302_day4_with_selection	chr7R	212	0	8	0	9	9	1	1	0.003
7302_day4_with_selection	chr8L	307	0	8	0	13	13	4	6	0.004
7302_day4_with_selection	chr8R	118	0	4	0	6	6	2	2	0.004
7302_day4_with_selection	chr9L	203	0	2	0	3	3	0	0	0.0
7302_day4_with_selection	chr9R	342	0	4	0	7	7	0	0	0.001
7302_day5_with_selection	chr10L	196	0	2	0	4	4	1	1	0.001
7302_day5_with_selection	chr10R	206	0	3	0	11	11	1	0	0.004
7302_day5_with_selection	chr11L	245	0	9	0	12	12	0	1	0.004
7302_day5_with_selection	chr11R	242	0	9	0	21	21	0	0	0.005
7302_day5_with_selection	chr12L	279	0	12	0	23	23	23	11	0.004
7302_day5_with_selection	chr12R	76	0	4	0	32	32	25	25	-0.004
7302_day5_with_selection	chr13L	151	0	13	0	42	42	25	25	-0.005
7302_day5_with_selection	chr13R	194	0	14	0	21	21	0	7	0.011
7302_day5_with_selection	chr14L	84	0	5	0	19	19	13	12	-0.005
7302_day5_with_selection	chr14R	248	0	11	0	32	32	14	14	0.003
7302_day5_with_selection	chr15L	259	0	2	0	4	4	0	2	0.001
7302_day5_with_selection	chr15R	199	0	18	0	19	19	1	1	0.012
7302_day5_with_selection	chr16L	197	0	12	0	13	13	1	1	0.006
7302_day5_with_selection	chr16R	231	0	15	0	16	16	1	5	0.006
7302_day5_with_selection	chr1L	107	0	2	0	8	8	1	1	0.003
7302_day5_with_selection	chr1R	73	0	6	0	8	8	0	0	0.017
7302_day5_with_selection	chr2L	216	0	7	0	11	11	3	3	0.006
7302_day5_with_selection	chr2R	240	0	9	0	29	29	0	0	0.011
